"identity_key","decision","tier","subfield","cut_reason","from_audit_sample","note"
"doi:10.26153/tsw/62180","in","context","engineering_geology","","no","HPC-based digital-twin framework (X2Sim) for landslide/flood/storm-surge hazards; visible abstract text does not confirm an LLM/agentic component"
"doi:10.56952/igs-2025-0391","in","core","reservoir_engineering","","no","Geo-Resource Agent: LangGraph-based LLM agent with domain-specialized toolbox for reservoir and mechanical earth model characterization"
"doi:10.22541/au.175407961.15590722/v1","out","","","periphery","no","bio-inspired marine AGI architecture for deep-sea exploration; ocean/periphery domain, self-hosted unreviewed manuscript"
"doi:10.4337/clpd.2025.0004","out","","","not-geoscience","no","competition-law primer on AI agents generally, no geoscience"
"title:artificialintelligenceingeoscienceapplicationsaimodelsforseismicdenoisingearthquakesourcecharacterizationandgroundmotion","out","","","not-agentic","no","PhD thesis on deep-learning models (e.g. diffusion-based denoising) for seismic monitoring; classical supervised DL pipeline, no LLM-agent decision loop"
"doi:10.20944/preprints202606.1741.v1","out","","","pre-llm-only","no","hybrid deep-learning prediction of tunnel-lining thickness under seismic loading; classical DL model, no LLM/agent component"
"doi:10.5281/zenodo.17650213","out","","","not-a-source","no","non-scientific speculative cosmology/informational-physics framework (UTAC), not geoscience"
"doi:10.2118/0526-0001-jpt","out","","","not-agentic","no","SPE president's column on AI generally, no specific system"
"doi:10.5281/zenodo.17666734","out","","","not-a-source","no","further release of the non-scientific UTAC cosmology framework, not geoscience"
"doi:10.5281/zenodo.18972263","out","","","not-a-source","no","podcast episode on the open-source software ecosystem, not geoscience"
"doi:10.1162/daed.a.995","out","","","not-agentic","no","essay on AI energy costs and subsurface-AI ambitions; no specific system characterised"
"doi:10.1525/rep.2025.172.12.173","out","","","not-a-source","no","a poem (butterflies/moths), not a scholarly source"
"doi:10.48550/arxiv.2608.18272","in","core","seismology","","no","SeisEvo: agent-driven evolution of explicit, inspectable seismic data-reconstruction operators"
"doi:10.5281/zenodo.18346658","out","","","pre-llm-only","no","classical agent-based socio-hydrological model of 10 million farming households; 'agent' is an ABM agent, no LLM component"
"doi:10.5194/egusphere-egu26-20914","in","context","engineering_geology","","no","conversational 'chat-with-your-data' AI decision-support tool for IoT-based slope-stability monitoring; leans RAG/chat rather than clearly agentic loop"
"doi:10.2118/223828-ms","in","core","reservoir_engineering","","no","AI Drilling Agent: AI-physics hybrid model trained in a dynamic drilling simulation environment for autonomous decision-making"
"doi:10.3390/app16168089","in","core","reservoir_engineering","","no","dual-teacher distilled mixture-of-experts agent for consistency verification across heterogeneous drilling report documents"
"doi:10.4043/36352-ms","in","core","reservoir_engineering","","no","X.brain: PTTEP's in-house enterprise AI engine deployed across production, cost and efficiency operations"
"arxiv:2601.21096","out","","","not-geoscience","no","Magellan: agentic discovery of compiler optimization heuristics; software/compiler engineering, no geoscience"
"doi:10.2118/0426-0013-jpt","out","","","not-agentic","no","forward-looking narrative on autonomously designed completions; no implemented system characterised"
"doi:10.5281/zenodo.21603249","out","","","not-geoscience","no","generic AI-agent runtime-security evidence-chain standard, no geoscience; CCS acronym collision"
"title:aiassistedtechscoutingforcarboncaptureattirolerrohreauthoranetamertovba","out","","","not-agentic","no","thesis using Microsoft Copilot for prompt-in/text-out technology scouting of carbon-capture solutions; no decision loop"
"doi:10.3389/fsci.2026.1863571","out","","","not-agentic","no","perspective essay on rethinking soil-science discovery methodology with AI, no specific implemented system"
"doi:10.5281/zenodo.21864187","out","","","not-geoscience","no","HTN planning research artifact for general HPC domain authoring, no geoscience application"
"doi:10.48550/arxiv.2503.11517","out","","","not-geoscience","no","multi-agent NLP framework for generic prompt-injection detection/mitigation, no geoscience"
"doi:10.1016/j.sandf.2026.101863","out","","","not-agentic","no","foreword to a special issue on ML in geotechnics; editorial, not a system"
"doi:10.48550/arxiv.2606.18661","in","core","engineering_geology","","no","LandslideAgent: instruction-driven agentic framework with the LandslideBench multimodal benchmark for autonomous landslide identification"
"doi:10.5194/egusphere-2026-1960-cec1","out","","","not-a-source","no","editorial compliance comment on another EGUsphere preprint, not a standalone source"
"doi:10.5194/egusphere-2026-1960-rc1","out","","","not-a-source","no","referee comment on another EGUsphere preprint, not a standalone source"
"doi:10.5194/egusphere-2026-1960-ac1","out","","","not-a-source","no","author reply to a referee comment, not a standalone source; underlying preprint egusphere-2026-1960 (3D geological modelling from text/outcrop descriptions, flagged ReAct) is not itself in this shortlist and may be worth a snowball check"
"doi:10.1002/hyp.70108","out","","","not-agentic","no","personal reminiscence essay on historical hydrology literature review practice, no system"
"doi:10.5281/zenodo.21769281","out","","","not-a-source","no","single-paragraph unverified deterministic earthquake-date prediction claim, not a genuine scholarly source"
"doi:10.1190/int-2025-0046","out","","","pre-llm-only","no","deep Q-network reinforcement-learning agent for drilling policy on synthetic seismic data; classical RL agent, no LLM component"
"doi:10.69894/20250201","out","","","not-a-source","no","two-sentence news blurb on Equinor's AI mandate, no content to characterise"
"doi:10.5281/zenodo.20531972","out","","","not-a-source","no","non-scholarly legal-notice/harassment content, not geoscience"
"doi:10.1145/3698364.3709129","out","","","not-geoscience","no","AI-driven chip-design automation, semiconductor engineering, no geoscience"
"doi:10.5281/zenodo.21005444","out","","","not-geoscience","no","generic code-repository domain-classification AI agent tool, no geoscience"
"doi:10.18311/2meoga/2025/v2i4/52765","out","","","not-agentic","no","broad essay on AI's economic impact across minerals/energy/oil&gas trade, no specific system"
"doi:10.5281/zenodo.20561215","out","","","not-a-source","no","non-scholarly legal-notice content, not geoscience"
"doi:10.5281/zenodo.20363990","out","","","pre-llm-only","no","bio-inspired swarm robot disclosure for disaster rescue using reinforcement learning; no LLM component, general disaster domain not solid-earth-specific"
"doi:10.5281/zenodo.19257328","out","","","not-a-source","no","podcast episode on the Qwen 3.5 model release, not geoscience"
"doi:10.5281/zenodo.19362190","out","","","not-a-source","no","podcast episode on Kubernetes complexity, not geoscience"
"doi:10.5281/zenodo.17762198","out","","","not-a-source","no","non-scientific speculative unified-architecture manifesto, not geoscience"
"doi:10.1680/jcien.2026.179.5.2","out","","","not-agentic","no","editorial on digitisation trends in civil engineering generally, no specific system"
"doi:10.5194/egusphere-egu26-20010","in","core","hydrogeology","","no","GWFlowAI: location-based AI framework lowering the GIS/hydrogeology expertise barrier for exploring public groundwater datasets in India"
"doi:10.59256/ijrtmr.20260604041","out","","","not-agentic","no","review of AI in smart water management, no specific system"
"doi:10.5281/zenodo.17836595","out","","","not-a-source","no","non-scholarly economic-policy manifesto (CollectiveOS Anti-Scarcity Stack), not geoscience"
"doi:10.3997/2214-4609.202637011","out","","","pre-llm-only","no","classical deep-learning PDE surrogate model for geothermal heat transport, no LLM/agent component"
"doi:10.5281/zenodo.22055351","out","","","not-geoscience","no","generic AI-agent runtime evidence MCP server, no geoscience; CCS acronym collision"
"doi:10.5281/zenodo.22062491","out","","","not-geoscience","no","further release of the generic AI-agent runtime evidence MCP server, no geoscience"
"doi:10.1109/cine68769.2026.11502944","out","","","periphery","no","autonomous forest carbon-stock estimation from drone imagery; forest/climate remote sensing, not subsurface CCS despite domain tag"
"doi:10.6084/m9.figshare.32407080","out","","","not-geoscience","no","generic AI-agent behavioural-verification governance protocol (Agent Trust Fabric), no geoscience"
"doi:10.5281/zenodo.20661889","out","","","not-geoscience","no","further Agent Trust Fabric governance-protocol RFC, no geoscience"
"doi:10.5281/zenodo.20029193","out","","","not-geoscience","no","tokenized-finance treasury-automation governance system, no geoscience"
"doi:10.5194/egusphere-egu24-628","in","context","mining","","no","AGEMERA AI platform for responsible mineral-resource exploration monitoring; thin abstract, agenticity beyond monitoring platform unclear"
"doi:10.5281/zenodo.19286774","out","","","not-a-source","no","podcast episode on Microsoft's AI stack generally, not Earth-science specific"
"doi:10.71366/ijwos03082654990","out","","","periphery","no","agentic AI for weather forecasting"
"doi:10.22541/essoar.15007515/v1","out","","","periphery","no","RAG/tool-using conversational agent for geomagnetic data access (NOAA/CIRES)"
"arxiv:2607.04569","out","","","periphery","no","ReAct tool-calling agent for home energy management scheduling"
"doi:10.48550/arxiv.2601.01891","out","","","periphery","no","survey of agentic AI in remote sensing"
"doi:10.20944/preprints202608.1861.v1","out","","","periphery","no","review of foundation models and AI agents in geographic science"
"doi:10.1109/escience65000.2025.00084","out","","","periphery","no","agentic conversational-narrative system for immersive-forest wildfire management"
"doi:10.5194/wbf2026-553","out","","","periphery","no","AI inference service for biodiversity digital twins"
"arxiv:2511.20109","out","","","periphery","no","ClimateAgent: multi-agent orchestration for climate data science workflows"
"doi:10.48550/arxiv.2604.07681","out","","","not-geoscience","no","multi-agent orchestration for HPC materials-science screening; not Earth-related despite domain tag"
"doi:10.5281/zenodo.19521073","out","","","not-geoscience","no","generic IP-attribution/forensics architecture for the agentic internet, not Earth-related"
"doi:10.1016/j.egyai.2026.100828","out","","","periphery","no","open-weight LLM agent for wind-turbine condition monitoring and predictive maintenance"
"arxiv:2602.15325","out","","","periphery","no","AgriWorld: tool-executing LLM agents for agricultural reasoning"
"arxiv:2606.17246","out","","","periphery","no","GeoDisaster: benchmark for orchestrated agents in operational disaster geo-intelligence"
"doi:10.5281/zenodo.20051012","out","","","not-a-source","no","conference call-for-papers (CMLA 2026)"
"doi:10.5281/zenodo.19593419","out","","","not-a-source","no","conference call-for-papers (BDML 2026)"
"doi:10.1109/igarss55030.2025.11243915","out","","","periphery","no","GeoLLM-Squad: multi-agent geospatial copilot for remote-sensing workflows"
"doi:10.48448/y1zq-8p90","out","","","periphery","no","LLM agents for Earth Observation, with the UnivEARTH benchmark"
"doi:10.5194/egusphere-egu26-13454","out","","","periphery","no","SeaScope: agentic AI for Earth-observation-driven maritime monitoring"
"arxiv:2605.11633","out","","","periphery","no","benchmark for LLM agents responding to disasters via geospatial reasoning"
"doi:10.5281/zenodo.18549853","out","","","not-geoscience","no","general Indian AI-infrastructure strategy essay, not Earth-related"
"doi:10.1016/j.atech.2025.101640","out","","","periphery","no","CottonBot: agentic LLM+RAG cotton-farming irrigation assistant"
"doi:10.5281/zenodo.20407492","out","","","periphery","no","Terra AI: agentic workflow architecture for environmental remote-sensing analytics"
"doi:10.48550/arxiv.2608.30672","out","","","periphery","no","HiRS-Agent: hierarchical multi-agent system for long-horizon remote-sensing tasks"
"doi:10.12677/gst.2026.143025","out","","","periphery","no","multi-agent workflow for intelligent interpretation of remote-sensing large models"
"doi:10.31223/x5tn59","out","","","periphery","no","agentic LLM workflows for Earth Observation: tool orchestration and evaluation gap"
"doi:10.51583/ijltemas.2026.150500100","out","","","periphery","no","FloatChat RAG: conversational system for Argo oceanographic data exploration"
"doi:10.1609/aaai.v39i17.33989","out","","","not-geoscience","no","general time-series contextualization framework (TimeCAP) spanning climate, healthcare, finance; not Earth-specific"
"doi:10.1080/20964471.2025.2600178","out","","","periphery","no","LLM-based multi-agent system for remote-sensing analysis"
"doi:10.3390/s26031070","out","","","periphery","no","context-aware multi-agent architecture for wildfire insights"
"arxiv:2602.02559","out","","","periphery","no","experience-driven multi-agent Earth observers"
"doi:10.1109/cait70489.2026.11553641","out","","","periphery","no","multi-agent method for satellite remote-sensing workflow planning"
"doi:10.5194/egusphere-egu26-22037","out","","","periphery","no","LLM-driven agentic AI for general natural-hazard and climate-risk assessment, no specific solid-earth hazard named"
"doi:10.5194/egusphere-egu26-10390","out","","","periphery","no","context-aware AI agent for forest applications using multi-sensor data"
"doi:10.48550/arxiv.2606.13148","out","","","periphery","no","TerraBench: benchmark for agents reasoning over heterogeneous Earth-system data"
"doi:10.1109/icaiqsa67794.2025.11440385","out","","","periphery","no","general talk on autonomous AI agents across drug design, materials science and climate modelling"
"doi:10.14711/thesis-hdl167707","out","","","periphery","no","thesis on orchestrating multi-agent systems for climate data science workflows"
"doi:10.5194/egusphere-egu26-15002","out","","","periphery","no","federated agentic workflows for numerical weather prediction (Chiltepin)"
"doi:10.5281/zenodo.22286093","out","","","periphery","no","agentic AI pipeline for an environmental-health public information system"
"doi:10.5281/zenodo.21369399","out","","","not-geoscience","no","general essay on AI as a paradigm for scientific discovery across physics and materials science, not Earth-specific"
"doi:10.1016/j.autcon.2025.106341","out","","","periphery","no","ChangeGPT: LLM agent framework for urban change analysis from remote-sensing imagery"
"doi:10.1049/icp.2025.2536","out","","","not-geoscience","no","AI agents with IoT for smart-home energy optimization, not Earth-science"
"doi:10.5194/epsc2026-276","out","","","periphery","no","ASTER: agentic science toolkit for exoplanet research (planetary)"
"arxiv:2604.24919","out","","","periphery","no","agentic AI for remote sensing: technical challenges and research directions"
"doi:10.71097/ijsat.v17.i3.11399","out","","","periphery","no","explainable multi-agent systems for terrain hyperspectral analysis and triage"
"doi:10.48550/arxiv.2505.23752","out","","","periphery","no","ThinkGeo: benchmark evaluating tool-augmented agents for remote-sensing tasks"
"doi:10.48550/arxiv.2505.07236","out","","","periphery","no","UAV-CodeAgents: multi-agent ReAct framework for UAV mission planning from satellite imagery"
"doi:10.48550/arxiv.2602.04712","out","","","periphery","no","SAR-RAG: retrieval-augmented agent for automatic target recognition in SAR imagery"
"arxiv:2606.31976","out","","","periphery","no","TreeAgent: multi-agent framework for automated bias labelling in forestry remote sensing"
"doi:10.5281/zenodo.20674053","out","","","periphery","no","release notes for a geospatial mapping agentic framework (geo-agent)"
"doi:10.5194/egusphere-egu25-16905","out","","","periphery","no","FrevaGPT: AI copilot for JupyterLab climate-data analyses"
"title:mallitasonviiveenoptimointiagenttimaisissatekolyjrjestelmisssennustedatakontekstissa","out","","","periphery","no","thesis on latency optimization of agentic AI systems in weather-forecast-data contexts"
"doi:10.48550/arxiv.2602.21351","out","","","periphery","no","PANGAEA-GPT: hierarchical multi-agent framework for oceanographic data-archive discovery"
"doi:10.1016/j.rsase.2026.102136","out","","","periphery","no","sensor-specialized foundation-model fleet for agentic hydrologic remote-sensing reasoning"
"doi:10.38094/jastt605741","out","","","periphery","no","multi-agent framework for explainable cloud detection in multispectral imagery"
"doi:10.52202/085713-5476","out","","","not-geoscience","no","4KAgent: general-purpose agentic image super-resolution system, not Earth-specific"
"arxiv:2606.31831","out","","","periphery","no","agentic AI framework for plant-phenotyping scientific discovery"
"doi:10.48550/arxiv.2504.04319","out","","","periphery","no","Geo-OLM: cost-efficient open-language-model workflows for Earth Observation"
"doi:10.5194/egusphere-egu26-5722","out","","","periphery","no","thematic on-demand datacubes leveraging LLMs for Earth Observation data discovery"
"doi:10.48550/arxiv.2601.05256","out","","","periphery","no","Naiad: agentic AI assistant for inland surface-water quality monitoring"
"doi:10.48550/arxiv.2609.01289","out","","","periphery","no","agentic multimodal models for environmental hyperspectral unmixing"
"doi:10.2139/ssrn.6817719","out","","","periphery","no","Mini-JEPA foundation-model fleet for agentic hydrologic (remote-sensing) intelligence"
"doi:10.1016/j.eng.2025.10.027","out","","","periphery","no","LLM multi-agent framework autonomously designing algorithms for Earth-observation satellite scheduling"
"doi:10.3390/jimaging11110395","out","","","periphery","no","LLM agent handling weather-driven domain shift in aerial image processing"
"doi:10.1109/mgrs.2025.3592035","out","","","periphery","no","report on the ESA-NASA workshop on AI foundation models for Earth Observation"
"doi:10.55041/ijsrem24893","out","","","not-geoscience","no","general essay on AI copilots for scientific discovery, not Earth-specific"
"doi:10.17632/ths89v4wch","out","","","periphery","no","prompt-defined AI-agent workflow dataset for a remote-sensing ecological index in Qinghai"
"doi:10.1109/cait70489.2026.11553889","out","","","periphery","no","reliability improvements for tool use in remote-sensing agents"
"doi:10.3390/ijgi15060238","out","","","periphery","no","ICDL-Agent: tool-augmented LLM agent for Doppler wind-LiDAR instrument workflows"
"doi:10.14279/depositonce-26188","out","","","periphery","no","DA4DTE: agentic multi-agent digital assistant for Digital Twins of Earth satellite-imagery search"
"doi:10.22541/au.175346055.53428479/v1","out","","","duplicate","no","duplicate report of the ESA-NASA EO foundation-model workshop already admitted as doi:10.1109/mgrs.2025.3592035"
"arxiv:2605.17792","out","","","periphery","no","HydroAgent: simulator-grounded RL agent for surface hydrologic model calibration (streamflow/reservoir/drought/flood)"
"doi:10.5281/zenodo.19908777","out","","","not-a-source","no","conference call-for-papers (MLT 2026)"
"doi:10.48550/arxiv.2606.07697","out","","","periphery","no","TianJi-Environ: autonomous AI scientist for atmospheric environmental research"
"doi:10.48550/arxiv.2511.22767","out","","","periphery","no","agentic AI framework for cloudburst prediction and coordinated response"
"doi:10.5281/zenodo.20383669","out","","","not-geoscience","no","general survey of agentic AI research-acceleration programs, not Earth-specific"
"doi:10.48550/arxiv.2605.25141","out","","","periphery","no","LLM-agent review of renewable-energy (solar/wind) weather-aware forecasting"
"doi:10.5194/egusphere-egu26-13612","out","","","periphery","no","ClimSight: LLM agentic workflows for climate and oceanographic data analysis"
"doi:10.48550/arxiv.2510.04017","out","","","periphery","no","Zephyrus: agentic framework bridging LLM reasoning and weather foundation models"
"doi:10.1109/tgrs.2025.3532594","out","","","periphery","no","RescueADI: autonomous agents for adaptive disaster interpretation in remote-sensing imagery"
"doi:10.1145/3701716.3716885","out","","","not-geoscience","no","bias-aware agent for general AI-driven knowledge retrieval, not Earth-specific"
"doi:10.20944/preprints202501.0946.v1","out","","","not-geoscience","no","embodied AI agent for creative human-AI co-creation, not Earth-specific"
"doi:10.1145/3748636.3763225","out","","","periphery","no","LLM multi-agent system for regional cancer-prevalence estimation using satellite imagery"
"doi:10.20944/preprints202601.2236.v2","out","","","periphery","no","survey of agentic AI for geospatial data"
"doi:10.5194/isprs-archives-xlix-b3-2026-1419-2026","out","","","periphery","no","risk-aware LLM agents for geospatial data retrieval, adversarial evaluation"
"doi:10.20944/preprints202601.2236.v1","out","","","duplicate","no","earlier version (v1) of the same preprint admitted as doi:10.20944/preprints202601.2236.v2"
"doi:10.1016/j.asoc.2026.114576","out","","","periphery","no","MMUEChange: generalized LLM agent framework for multi-modal urban environment change analysis"
"doi:10.1109/tgrs.2026.3710264","out","","","periphery","no","LLM agent-enhanced dispatching/scheduling for agile Earth-observation satellites; no abstract available"
"doi:10.3390/rs18172849","out","","","periphery","no","SeaScope: transparent LLM-assisted framework for maritime Earth-observation analysis"
"arxiv:2606.07538","out","","","periphery","no","bidirectional tool retrieval for remote-sensing agents"
"doi:10.1109/igarss55030.2025.11243605","out","","","periphery","no","LLM agents for urban park development monitoring via multi-modal information fusion"
"doi:10.36347/sjet.2025.v13i12.006","out","","","not-agentic","no","pan-disciplinary review spanning big data, IoT, cybersecurity, geospatial and more; a review, not a system"
"title:agadvisor","out","","","periphery","no","AgAdvisor: agentic AI agricultural decision-support system, Planner-Reporter architecture"
"doi:10.1080/13658816.2026.2715051","out","","","periphery","no","OGSAgent: MCP-based multi-agent framework for intelligent GIServices"
"doi:10.5281/zenodo.20210310","out","","","not-geoscience","no","business analysis of an AI-education platform in India, not Earth-specific"
"arxiv:2607.02387","out","","","periphery","no","agentic search service for NASA Earth-science dataset discovery"
"doi:10.48550/arxiv.2511.23387","out","","","periphery","no","Hierarchical AI-Meteorologist: LLM-agent system for multi-scale weather forecast reporting"
"doi:10.48550/arxiv.2608.24954","out","","","periphery","no","AFDBench: AI-scientist benchmark for National Weather Service forecast discussions"
"doi:10.48550/arxiv.2512.11819","out","","","periphery","no","modular LLM-agent system for transparent multi-parameter weather interpretation"
"doi:10.48550/arxiv.2510.02359","out","","","periphery","no","Emission-GPT: domain-specific language-model agent for emissions-inventory analysis"
"arxiv:2606.17076","out","","","periphery","no","CMIP-Forge: agentic RAG system retrieving/computing/self-reviewing CMIP climate science"
"arxiv:2603.11515","out","","","periphery","no","MADA: multi-agent LLM design assistant for HPC design exploration including climate modelling"
"doi:10.1016/j.ese.2025.100608","out","","","periphery","no","fine-tuning LLMs for interdisciplinary environmental-science challenges"
"doi:10.1109/cvprw63382.2024.00063","out","","","periphery","no","GeoLLM-Engine: environment for building geospatial copilots"
"doi:10.48550/arxiv.2408.15769","out","","","not-geoscience","no","general survey of multimodal LLM evaluation, not Earth-specific"
"doi:10.1007/s41324-026-00670-3","out","","","periphery","no","review of LLMs in geomatics"
"doi:10.5194/egusphere-egu26-20206","out","","","periphery","no","EVE: ESA agentic AI connecting Earth-observation platforms and data clusters"
"arxiv:2603.17626","out","","","periphery","no","multi-agent LLM system for building-age cohort mapping to support urban energy planning"
"doi:10.48550/arxiv.2604.07956","out","","","not-geoscience","no","MONETA: multi-agent industry-classification system using geographic information; corporate-database task, not an Earth-science task"
"doi:10.20944/preprints202608.1840.v1","out","","","periphery","no","survey on reasoning in remote sensing"
"doi:10.5281/zenodo.20693018","out","","","periphery","no","AI-orchestrated multi-agent pipeline for urban heat-island detection/mitigation mapping, Houston case study"
"arxiv:2603.19858","out","","","periphery","no","cooperative multi-agent reasoning for onboard Earth-observation crisis response"
"doi:10.48550/arxiv.2511.17198","out","","","periphery","no","hierarchical task-abstraction mechanism for domain-specific remote-sensing agents"
"doi:10.48448/nc2s-6k89","out","","","not-geoscience","no","military bulk-fuel logistics analysis/simulation tool (LOGBEAST), not Earth-science"
"doi:10.5281/zenodo.19360737","out","","","not-a-source","no","podcast episode on AI/drones in warfare, not geoscience"
"doi:10.52202/085713-2513","out","","","not-geoscience","no","general MLLM knowledge-updating research; satellite imagery is one of several unrelated examples cited"
"doi:10.70917/ijcisim-2026-4286","out","","","periphery","no","TerraXIA: multi-agent system for hyperspectral remote-sensing analysis"
"doi:10.5281/zenodo.20287041","out","","","duplicate","no","duplicate of the TheDe datacube system already admitted as doi:10.5194/egusphere-egu26-5722"
"arxiv:2605.24784","out","","","periphery","no","GRAIL: agentic translation of Python geospatial workflows into Spark programs for satellite data"
"arxiv:2604.18715","out","","","periphery","no","agentic system leveraging AlphaEarth embedding geometry for environmental reasoning"
"doi:10.82419/404","out","","","not-geoscience","no","study of source-monitoring failures in noisy multi-agent LLM systems, general MAS research, not Earth-specific"
"doi:10.5281/zenodo.17862049","out","","","periphery","no","Noah-Agent: multi-expert AI agent framework for parameterizing Fortran climate land-surface models"
"doi:10.48550/arxiv.2603.07940","out","","","not-geoscience","no","general essay on AI agents and the next scientific revolution, not Earth-specific"
"doi:10.22541/au.175641355.59755488/v1","out","","","not-geoscience","no","general essay on foundation models accelerating scientific discovery, not Earth-specific"
"doi:10.48550/arxiv.2511.20694","out","","","periphery","no","heliophysics dataset and benchmark for agentic scientific reasoning"
"arxiv:2607.15781","out","","","periphery","no","AgentFAIR: multi-agent framework evaluating FAIRness of geospatial datasets"
"doi:10.1016/j.ecoinf.2026.103990","out","","","periphery","no","FloatChat: RAG-based framework for exploring Argo/BGC-Argo oceanographic data"
"doi:10.5281/zenodo.21719956","out","","","not-agentic","no","software release notes for the E3SM/polaris ocean-model repository, no AI/agent content described"
"doi:10.5194/isprs-archives-xlviii-1-w2-2023-1729-2023","out","","","periphery","no","TREE-GPT: modular LLM expert system for forest remote-sensing image understanding"
"doi:10.48550/arxiv.2310.02031","out","","","periphery","no","OceanGPT: large language model for ocean-science tasks"
"doi:10.1016/j.aiig.2025.100105","out","","","periphery","no","zero-shot text-based segmentation of remote-sensing imagery using SAM and Grounding DINO"
"doi:10.1080/17538947.2025.2519999","out","","","periphery","no","Chat-RSC: interactive remote-sensing image classification via LLMs"
"doi:10.65262/q1cdwg98","out","","","periphery","no","4D GIS visualisation of agentic-AI traffic-simulation models, Sarajevo urban digital twin"
"doi:10.1109/tgrs.2026.3700605","out","","","periphery","no","tri-stage LLM-coordinated framework for Earth-observation satellite task scheduling"
"doi:10.1145/3675888.3676146","out","","","not-geoscience","no","conversational AI agent for campus navigation/location assistance, not Earth-science"
"doi:10.2139/ssrn.7227564","out","","","duplicate","no","SSRN preprint duplicate of the Houston urban-heat-island system already admitted as doi:10.5281/zenodo.20693018"
"doi:10.2139/ssrn.6083501","out","","","periphery","no","explainable AI agent for remote-sensing image classification; no abstract available"
"arxiv:2604.12772","out","","","periphery","no","multi-agent feedback system detecting/describing news events in satellite imagery"
"arxiv:2601.06064","out","","","not-geoscience","no","general socio-technical analysis of agentic AI architectures, not Earth-specific"
"doi:10.48550/arxiv.2606.18271","out","","","periphery","no","NAVI-Orbital: in-orbit zero-shot vision-language model demonstration for autonomous Earth observation"
"doi:10.3389/fsci.2026.1860463","out","","","periphery","no","commentary on AI research agents in soil science and the continuing importance of domain expertise"
"doi:10.5281/zenodo.19490667","out","","","not-a-source","no","podcast episode on geopolitical ceasefire forecasting, not geoscience"
"doi:10.55041/ijsrem60346","out","","","periphery","no","review of agentic AI-based decision-support systems for precision agriculture"
"doi:10.5281/zenodo.19648682","out","","","periphery","no","multi-agent LLM decision-support system for crop management and resource optimization"
"arxiv:2606.11356","out","","","periphery","no","LLM-assisted code translation porting the FESOM2 ocean model from Fortran to C++"
"doi:10.22541/essoar.15004148/v1","out","","","periphery","no","EarthSpec-LLM: LLM-driven spectrum management and decision-making for Earth-observation satellite systems"
"doi:10.18355/xl.2024.17.01.01","out","","","not-geoscience","no","use of ChatGPT in creative writing assistance, not geoscience"
"doi:10.65109/hfzd6332","out","","","periphery","no","MapBot: multi-modal LLM agent for interactive geospatial analysis of aerial/satellite imagery"
"doi:10.1145/3748636.3762765","out","","","periphery","no","GeoPandas-AI: LLM as stateful AI code assistant for geospatial Python workflows"
"doi:10.1109/icassp55912.2026.11462783","out","","","periphery","no","multi-agent benchmark for remote-sensing image change understanding"
"doi:10.5281/zenodo.21770340","out","","","not-agentic","no","study of AI tools' pedagogical effectiveness in teaching geography, not a system"
"doi:10.1109/tpami.2026.3718699","out","","","periphery","no","RingMo-Agent: unified remote-sensing foundation model for multi-platform reasoning"
"doi:10.1109/conecct65861.2025.11306764","out","","","periphery","no","knowledge-graph-driven agentic RAG system for satellite image querying"
"doi:10.48550/arxiv.2605.12375","out","","","periphery","no","LLM agent framework for post-hoc correction of agricultural yield forecasts"
"doi:10.1016/j.eehl.2026.100266","out","","","not-a-source","no","editorial call for submissions on AI-empowered ecological/health research, not a system"
"arxiv:2604.10591","out","","","periphery","no","GeoMeld: large-scale multimodal remote-sensing foundation-model dataset"
"arxiv:2606.04433","out","","","not-geoscience","no","stateful visual encoders for general vision-language models, not Earth-specific"
"arxiv:2605.10397","out","","","not-geoscience","no","general-purpose visual anomaly-detection agent (industrial/medical/remote sensing), not Earth-specific"
"doi:10.26434/chemrxiv.15003299/v1","out","","","not-geoscience","no","AI-agent framework for microdroplet chemistry reaction prediction, not geoscience"
"arxiv:2510.19327","out","","","not-geoscience","no","adaptive trust management/governance for smart cities, not geoscience"
"doi:10.21203/rs.3.rs-3626057/v1","out","","","not-geoscience","no","generative-AI assistance for time-series-forecasting source code, not geoscience-specific"
"doi:10.48550/arxiv.2608.09959","out","","","periphery","no","AIFS-TC: correction model for tropical-cyclone intensity forecasting"
"title:artificialintelligenceinoralhealthcarefriendorfoe","out","","","not-geoscience","no","commentary on AI in oral healthcare, not geoscience"
"doi:10.5281/zenodo.17605256","out","","","not-a-source","no","non-scholarly speculative AI-behaviour essay, not geoscience"
"doi:10.5281/zenodo.19955917","out","","","not-geoscience","no","aerospace-medicine physiology calculator library, not geoscience"
"doi:10.5281/zenodo.17671139","out","","","not-a-source","no","non-scholarly speculative economic-infrastructure manifesto, not geoscience"
"doi:10.1609/aaaiss.v8i1.42579","out","","","not-geoscience","no","general state-machine-structured agent framework for physical-science reasoning, not Earth-specific"
"arxiv:2604.08896","out","","","periphery","no","GeoMMBench/GeoMMAgent: multimodal benchmark for geoscience and remote sensing"
"doi:10.1109/icscds65426.2025.11167647","out","","","periphery","no","multi-agent greenhouse environmental-forecasting and crop-management system"
"arxiv:2608.10494","out","","","periphery","no","GeoForge: self-evolving agents for Earth-observation reasoning"
"doi:10.48550/arxiv.2607.25993","out","","","periphery","no","multi-tool visual reasoning for ultra-high-resolution remote sensing"
"doi:10.48550/arxiv.2607.24772","out","","","periphery","no","RSMeM: memory-evolution framework for remote-sensing agents"
