"identity_key","decision","tier","subfield","cut_reason","from_audit_sample","note"
"doi:10.20944/preprints202609.0201.v1","out","","","not-geoscience","","explainability benchmark for energy-system edge agents"
"doi:10.1145/3719027.3767663","out","","","not-a-source","","workshop front matter"
"doi:10.2118/0725-0006-jpt","out","","","not-agentic","","interview article"
"doi:10.5281/zenodo.19361183","out","","","not-a-source","","podcast episode"
"doi:10.22541/au.177188048.80779493/v2","out","","","not-geoscience","","LLMs in museums"
"doi:10.1007/s10462-026-11637-z","out","","geoscience_general","periphery","","review of geoscience-oriented LLMs, their tasks and evaluation needs; reassigned to geoscience_general, which SCHEMA lists as a periphery subfield: the system's output is generic research assistance rather than an artefact in one of the ten core subfields"
"doi:10.56726/irjmets86671","out","","","not-geoscience","","generic disaster alerting service"
"doi:10.1109/cieec60922.2024.10583297","out","","","pre-llm-only","","support vector regression with a metaheuristic optimiser called an agent model"
"doi:10.5281/zenodo.21512815","out","","","not-agentic","","multimodal landslide response pipeline; no decision loop"
"doi:10.5194/epsc2026-883","out","","planetary","periphery","","lunar swirl analysis with a multimodal transformer"
"doi:10.56952/igs-2025-0391","in","core","reservoir_engineering","","","Geo-Resource Agent; full text recovered from institutional access. LangGraph ReAct-style planner selecting among a reservoir/geostatistics toolbox; M1 (two qualitative walkthroughs, no named site, no benchmark). Promoted from context/abstract-only to core; subfield corrected from geomechanics to reservoir_engineering because only reservoir-characterisation/DCA tasks are evaluated."
"doi:10.1111/modl.12930","out","","","not-geoscience","","language education essay"
"doi:10.2118/0423-0008-jpt","out","","","not-agentic","","commentary on chat LLMs"
"doi:10.4043/35625-ms","in","context","reservoir_engineering","","","generative AI pipeline for daily mud report processing; predecessor of SPE 230772"
"doi:10.48550/arxiv.2411.13239","out","","","not-geoscience","","hybrid cloud infrastructure white paper"
"doi:10.1145/3720554.3736184","out","","","not-geoscience","","provenance auditing for web science"
"doi:10.1061/nhrefo.nheng-2256","out","","","not-agentic","","NLP-assisted reconnaissance reporting"
"doi:10.1038/s44387-026-00106-1","out","","","not-geoscience","","metal-organic framework property prediction; materials chemistry"
"doi:10.3724/j.issn.1007-2802.20260008","out","","","not-agentic","","LLM-built prospecting knowledge graph; extraction only"
"doi:10.1021/acs.accounts.6c00187","out","","","not-geoscience","","upconverting nanoparticle chemistry; 'subsurface imaging' is optical"
"doi:10.5281/zenodo.19354173","out","","","not-a-source","","podcast episode"
"doi:10.48550/arxiv.2605.20539","out","","","not-agentic","","open seismic and well-log dataset release"
"doi:10.1038/s41598-025-23044-5","out","","","not-agentic","","fine-tuned visual foundation model for fault interpretation; no decision loop"
"doi:10.25781/kaust-x37tz","out","","","not-agentic","","deep learning pipeline for seismic processing and velocity model building"
"doi:10.2118/230773-ms","in","context","reservoir_engineering","","","high-level evaluation of language-based and agentic AI across drilling"
"doi:10.2118/229358-ms","out","","","not-geoscience","","occupational knee joint health simulation"
"doi:10.3997/1365-2397.fb2026014","in","context","reservoir_engineering","","","semantic enrichment of unstructured OSDU records as an agent-ready foundation"
"doi:10.82419/426","out","","","not-agentic","","time-series language model for drilling sensor data; no decision loop"
"doi:10.5281/zenodo.18819639","out","","","not-geoscience","","software release notes for a coding agent"
"doi:10.1515/icom-2025-0053","out","","","not-geoscience","","user study of tool-calling confirmation strategies"
"doi:10.20944/preprints202607.2303.v1","in","context","mining","","","review of AI methods and foundation models for mineral exploration"
"doi:10.26153/tsw/62180","in","context","engineering_geology","","","X2Sim; rapid digital twin creation for landslide, flood and storm surge modelling on HPC"
"doi:10.4337/clpd.2025.0004","out","","","not-geoscience","","competition law primer"
"doi:10.1016/j.petsci.2025.08.018","out","","","not-agentic","","segment-anything bubble segmentation"
"title:artificialintelligenceingeoscienceapplicationsaimodelsforseismicdenoisingearthquakesourcecharacterizationandgroundmotion","out","","","not-agentic","","deep learning thesis on seismic denoising and source characterisation"
"doi:10.20944/preprints202606.1741.v1","out","","","not-agentic","","hybrid deep learning prediction of tunnel lining thickness"
"doi:10.5281/zenodo.17650213","out","","","not-a-source","","speculative cosmology deposit"
"doi:10.2118/0526-0001-jpt","out","","","not-agentic","","society president's column"
"doi:10.5281/zenodo.17666734","out","","","not-a-source","","speculative cosmology deposit"
"doi:10.5281/zenodo.18972263","out","","","not-a-source","","podcast episode"
"doi:10.1162/daed.a.995","in","context","reservoir_engineering","","","essay on scaling physics-based AI for the subsurface"
"doi:10.1525/rep.2025.172.12.173","out","","","not-a-source","","poem"
"doi:10.48550/arxiv.2608.18272","in","core","seismology","","","SeisEvo; agents evolving seismic data reconstruction algorithms as inspectable operators"
"doi:10.21203/rs.3.rs-8118076/v1","in","context","seismology","","","Telegram bot automating OpenQuake ground-motion intensity estimation with AI interpretation"
"doi:10.5281/zenodo.20286597","out","","","not-a-source","","speculative engineering compendium"
"doi:10.5194/egusphere-egu26-20914","in","context","engineering_geology","","","EGU abstract; conversational agent over slope stability monitoring data"
"doi:10.2118/223828-ms","in","context","reservoir_engineering","","","AI Drilling Agent trained in a drilling simulation environment for autonomous decisions"
"doi:10.3390/app16168089","in","context","reservoir_engineering","","","distilled mixture-of-experts agent for drilling report consistency verification"
"doi:10.4043/36352-ms","in","context","reservoir_engineering","","","X.brain enterprise AI engine at PTTEP"
"arxiv:2601.21096","out","","","not-geoscience","","compiler heuristic discovery"
"doi:10.2118/0426-0013-jpt","out","","","not-a-source","","technology digest column"
"doi:10.5281/zenodo.21603249","out","","","not-geoscience","","agent runtime security baseline; CCS acronym collision"
"title:aiassistedtechscoutingforcarboncaptureattirolerrohreauthoranetamertovba","out","","","not-geoscience","","industrial technology scouting with a chat assistant"
"doi:10.3997/2214-4609.2024637030","in","context","ccs","","","LLM-based framework for life-cycle subsurface uncertainty quantification in geoenergy and storage"
"doi:10.48448/7mst-9g80","out","","","not-geoscience","","topic description generation for scientific corpora"
"doi:10.1016/j.oregeorev.2026.107411","in","core","mining","","","OntoGRC; full text recovered from institutional access. Generate-reflect-correct self-iteration loop, evaluated against the named Taxkorgan-Yecheng Fe-Pb-Zn assessment report; M3. Promoted from context/abstract-only to core."
"arxiv:2605.07640","out","","","not-agentic","","benchmark of multimodal models for remote-sensing lithology; a benchmark, not a system"
"doi:10.1016/j.sandf.2026.101863","out","","","not-a-source","","special issue foreword"
"doi:10.48550/arxiv.2606.18661","in","core","engineering_geology","","","LandslideAgent; instruction-driven domain-rule-augmented agent with the LandslideBench multimodal benchmark"
"doi:10.5194/egusphere-egu26-4351","out","","","not-agentic","","global landslide susceptibility model"
"doi:10.1002/hyp.70108","out","","","not-agentic","","historical essay on literature searching"
"doi:10.5281/zenodo.21769281","out","","","not-a-source","","single-paragraph earthquake forecast deposit with no method description"
"doi:10.1190/int-2025-0046","out","","","pre-llm-only","","deep Q-network drilling policy; no language model"
"doi:10.69894/20250201","in","context","seismology","","","trade news reporting AI agents in seismic interpretation at a named operator"
"doi:10.5281/zenodo.20531972","out","","","not-a-source","","legal notice deposit"
"doi:10.1145/3698364.3709129","out","","","not-geoscience","","chip design; 'seismic shift' metaphor"
"doi:10.5281/zenodo.21005444","out","","","not-geoscience","","code analysis agent release"
"doi:10.18311/2meoga/2025/v2i4/52765","out","","","not-geoscience","","commodity trade and economics"
"doi:10.5281/zenodo.20561215","out","","","not-a-source","","legal notice deposit"
"doi:10.5281/zenodo.20363990","out","","","not-geoscience","","swarm robotics patent disclosure"
"doi:10.5281/zenodo.19257328","out","","","not-a-source","","podcast episode"
"doi:10.5281/zenodo.19362190","out","","","not-a-source","","podcast episode"
"doi:10.5281/zenodo.17762198","out","","","not-a-source","","speculative architecture deposit"
"doi:10.1680/jcien.2026.179.5.2","out","","","not-a-source","","journal editorial"
"doi:10.5194/egusphere-egu26-20010","in","context","hydrogeology","","","GWFlowAI; location-based AI framework querying public Indian groundwater datasets"
"doi:10.59256/ijrtmr.20260604041","out","","","not-geoscience","","smart water management review"
"doi:10.5281/zenodo.17836595","out","","","not-a-source","","speculative economics deposit"
"doi:10.3997/2214-4609.202637011","out","","","not-agentic","","deep learning surrogate for geothermal heat transport"
"doi:10.1109/cine68769.2026.11502944","out","","earth_observation","periphery","","drone imagery forest carbon stock estimation"
"doi:10.6084/m9.figshare.32407080","out","","","not-geoscience","","agent governance protocol"
"doi:10.5281/zenodo.20661889","out","","","not-geoscience","","agent governance protocol"
"doi:10.5281/zenodo.20029193","out","","","not-geoscience","","tokenised treasury automation"
"doi:10.5194/egusphere-egu24-628","in","context","mining","","","AGEMERA platform for critical raw material exploration"
"doi:10.5281/zenodo.19286774","out","","","not-a-source","","podcast episode"
"doi:10.48550/arxiv.2604.07681","out","","","not-geoscience","","materials screening orchestration"
"arxiv:2607.04569","out","","","not-geoscience","","home energy management"
"doi:10.71366/ijwos03082654990","out","","climate_atmosphere","periphery","","weather forecasting with agentic AI"
"doi:10.1080/13658816.2026.2715051","out","","earth_observation","periphery","","OGSAgent MCP-based GIServices collaboration"
"doi:10.22541/essoar.15007515/v1","out","","climate_atmosphere","periphery","","tool-using LM for geomagnetic observatory data access; geomagnetism rather than subsurface"
"doi:10.5281/zenodo.19521074","out","","","not-geoscience","","attribution forensics architecture"
"doi:10.5281/zenodo.20407492","out","","earth_observation","periphery","","agentic workflow architecture for environmental remote sensing"
"doi:10.12677/gst.2026.143025","out","","earth_observation","periphery","","multi-agent workflow for remote sensing interpretation"
"doi:10.5281/zenodo.20051012","out","","","not-a-source","","conference announcement"
"doi:10.48550/arxiv.2601.01891","out","","earth_observation","periphery","","review of agentic AI in remote sensing"
"doi:10.20944/preprints202608.1861.v1","out","","earth_observation","periphery","","review of foundation models and agents in geographic science"
"doi:10.5194/egusphere-egu26-22037","out","","earth_observation","periphery","","agentic natural hazard assessment and decision support"
"doi:10.1109/escience65000.2025.00084","out","","earth_observation","periphery","","conversational narratives over forest data"
"doi:10.5281/zenodo.19593419","out","","","not-a-source","","conference announcement"
"doi:10.1109/igarss55030.2025.11243915","out","","earth_observation","periphery","","multi-agent geospatial copilots"
"doi:10.5194/egusphere-egu26-13454","out","","earth_observation","periphery","","SeaScope maritime monitoring"
"doi:10.5194/wbf2026-553","out","","earth_observation","periphery","","AI inference service in Earth digital twins"
"doi:10.48550/arxiv.2511.20109","out","","climate_atmosphere","periphery","","CLIMATEAGENT climate data science orchestration"
"doi:10.1016/j.atech.2025.101640","out","","","not-geoscience","","cotton farming and irrigation advisor"
"doi:10.1016/j.egyai.2026.100828","out","","","not-geoscience","","wind turbine condition monitoring"
"arxiv:2602.15325","out","","","not-geoscience","","agricultural reasoning agents"
"arxiv:2606.17246","out","","earth_observation","periphery","","GeoDisaster benchmark for disaster geo-intelligence agents"
"doi:10.82419/404","out","","","not-geoscience","","source monitoring in multi-agent systems"
"doi:10.1080/20964471.2025.2600178","out","","earth_observation","periphery","","LLM multi-agent system for remote sensing analysis"
"doi:10.1109/cait70489.2026.11553641","out","","earth_observation","periphery","","multi-agent satellite remote sensing workflow planning"
"doi:10.5281/zenodo.19597589","out","","earth_observation","periphery","","MCP server for autonomous hydrological research; surface hydrology rather than the groundwater scope of hydrogeology"
"doi:10.3389/fsci.2026.1860463","out","","","not-geoscience","","soil science research agents; pedology"
"doi:10.14711/thesis-hdl167707","out","","climate_atmosphere","periphery","","thesis on multi-agent climate data science workflows"
"doi:10.1049/icp.2025.2536","out","","","not-geoscience","","smart home energy optimisation"
"doi:10.48448/y1zq-8p90","out","","earth_observation","periphery","","LLM agents for earth observation"
"doi:10.48550/arxiv.2505.23752","out","","earth_observation","periphery","","ThinkGeo tool-augmented agent evaluation"
"doi:10.3390/rs18172849","out","","earth_observation","periphery","","SeaScope maritime earth observation framework"
"arxiv:2605.11633","out","","earth_observation","periphery","","benchmark of geospatial reasoning in emergency operations"
"doi:10.5281/zenodo.20674053","out","","earth_observation","periphery","","agentic framework software release"
"doi:10.5281/zenodo.18549853","out","","","not-geoscience","","national AI infrastructure strategy"
"doi:10.48550/arxiv.2608.30672","out","","earth_observation","periphery","","HiRS-Agent hierarchical remote sensing agents"
"doi:10.31223/x5tn59","out","","earth_observation","periphery","","agentic LLM workflows for earth observation and their evaluation gap"
"doi:10.51583/ijltemas.2026.150500100","out","","ocean","periphery","","Argo oceanographic data conversational retrieval"
"doi:10.1609/aaai.v39i17.33989","out","","","not-geoscience","","general time series event prediction"
"doi:10.3390/s26031070","out","","earth_observation","periphery","","multi-agent wildfire insight architecture"
"doi:10.1109/cait70489.2026.11553889","out","","earth_observation","periphery","","tool use reliability in remote sensing agents"
"arxiv:2602.02559","out","","earth_observation","periphery","","training-free multi-agent earth observers"
"arxiv:2604.12772","out","","earth_observation","periphery","","multi-agent detection of news events in satellite imagery"
"doi:10.5194/egusphere-egu26-10390","out","","earth_observation","periphery","","context-aware agent for forest multi-sensor data"
"doi:10.48550/arxiv.2606.13148","out","","earth_observation","periphery","","TerraBench heterogeneous earth-system reasoning benchmark"
"arxiv:2605.17792","out","","earth_observation","periphery","","HydroAgent hydrologic model calibration"
"doi:10.1109/icaiqsa67794.2025.11440385","out","","","not-geoscience","","agentic AI across drug design and materials"
"doi:10.5194/egusphere-egu26-15002","out","","climate_atmosphere","periphery","","federated agentic workflows for numerical weather prediction"
"doi:10.5281/zenodo.22286093","out","","","not-geoscience","","environmental health information system"
"doi:10.5281/zenodo.21369399","out","","","not-geoscience","","philosophy of scientific discovery"
"doi:10.48550/arxiv.2510.04017","out","","climate_atmosphere","periphery","","Zephyrus agentic framework for weather science"
"doi:10.5281/zenodo.19648682","out","","","not-geoscience","","crop management multi-agent system"
"doi:10.1016/j.autcon.2025.106341","out","","earth_observation","periphery","","LLM agent for urban change analysis from imagery"
"doi:10.1145/3748636.3763225","out","","","not-geoscience","","cancer prevalence estimation"
"doi:10.5194/isprs-archives-xlix-b3-2026-1419-2026","out","","earth_observation","periphery","","risk-aware agents for geospatial data retrieval"
"doi:10.5194/epsc2026-276","out","","planetary","periphery","","agentic toolkit for exoplanet research"
"arxiv:2604.24919","out","","earth_observation","periphery","","challenges and directions for agentic remote sensing"
"doi:10.71097/ijsat.v17.i3.11399","out","","earth_observation","periphery","","multi-agent hyperspectral terrain triage"
"doi:10.48550/arxiv.2505.07236","out","","earth_observation","periphery","","UAV-CodeAgents mission planning"
"doi:10.48550/arxiv.2602.04712","out","","earth_observation","periphery","","SAR visual question answering"
"arxiv:2606.31976","out","","earth_observation","periphery","","TreeAgent forestry bias labelling"
"doi:10.5194/egusphere-egu25-16905","out","","climate_atmosphere","periphery","","FrevaGPT JupyterLab copilot for climate analysis"
"title:mallitasonviiveenoptimointiagenttimaisissatekolyjrjestelmisssennustedatakontekstissa","out","","climate_atmosphere","periphery","","thesis on latency in agentic systems over weather forecast data"
"doi:10.48550/arxiv.2602.21351","out","","ocean","periphery","","hierarchical multi-agent discovery over geoscientific data archives"
"doi:10.1016/j.rsase.2026.102136","out","","earth_observation","periphery","","JEPA foundation models for agentic hydrologic reasoning"
"doi:10.1007/s41324-026-00670-3","out","","earth_observation","periphery","","review of LLMs in geomatics"
"doi:10.38094/jastt605741","out","","earth_observation","periphery","","multi-agent cloud detection"
"doi:10.52202/085713-5476","out","","","not-geoscience","","image super-resolution agent"
"arxiv:2603.17626","out","","earth_observation","periphery","","multi-agent building age cohort mapping"
"arxiv:2606.31831","out","","","not-geoscience","","plant phenotyping"
"doi:10.5281/zenodo.20693018","out","","earth_observation","periphery","","urban heat island agentic pipeline"
"doi:10.48550/arxiv.2504.04319","out","","earth_observation","periphery","","Geo-OLM cost-efficient earth observation agents"
"doi:10.5194/egusphere-egu26-5722","out","","earth_observation","periphery","","LLMs for earth observation data discovery"
"doi:10.48550/arxiv.2601.05256","out","","earth_observation","periphery","","Naiad inland water monitoring"
"arxiv:2603.19858","out","","earth_observation","periphery","","onboard multi-agent crisis response"
"doi:10.48550/arxiv.2511.17198","out","","earth_observation","periphery","","hierarchical task abstraction for domain agents"
"doi:10.70917/ijcisim-2026-4286","out","","earth_observation","periphery","","terrain descriptors and verifiable orchestration"
"doi:10.48550/arxiv.2609.01289","out","","earth_observation","periphery","","agentic hyperspectral unmixing"
"doi:10.1109/tgrs.2026.3724339","out","","earth_observation","periphery","","RemoteAgent reinforcement-learned agentic multimodal models"
"doi:10.5281/zenodo.17862049","out","","climate_atmosphere","periphery","","Noah-Agent parameterisation of Fortran climate models"
"doi:10.48550/arxiv.2603.07940","out","","","not-geoscience","","essay on AI agents in science"
"doi:10.1016/j.ecoinf.2026.103990","out","","ocean","periphery","","RAG exploration of Argo oceanographic data"
"doi:10.2139/ssrn.6817719","out","","earth_observation","periphery","","foundation model fleet for agentic hydrologic intelligence"
"doi:10.1016/j.eng.2025.10.027","out","","earth_observation","periphery","","multi-agent algorithm design for satellite scheduling"
"doi:10.3390/jimaging11110395","out","","earth_observation","periphery","","weather domain shift agent for aerial imagery"
"doi:10.1109/mgrs.2025.3592035","out","","earth_observation","periphery","","workshop highlights on foundation models for earth observation"
"doi:10.65262/q1cdwg98","out","","earth_observation","periphery","","4D GIS visualisation of agentic models"
"doi:10.55041/ijsrem24893","out","","","not-geoscience","","general scientific discovery copilot"
"doi:10.17632/ths89v4wch","out","","earth_observation","periphery","","data deposit for a prompt-defined agent workflow"
"doi:10.3390/ijgi15060238","out","","earth_observation","periphery","","tool-augmented agent for Doppler lidar workflows"
"doi:10.14279/depositonce-26188","out","","earth_observation","periphery","","DA4DTE agentic access to digital twins of Earth"
"doi:10.22541/au.175346055.53428479/v1","out","","","duplicate","","preprint of the IEEE GRS Magazine workshop highlights"
"doi:10.5281/zenodo.19908777","out","","","not-a-source","","conference announcement"
"doi:10.1145/3805622.3810785","out","","earth_observation","periphery","","collaborative annotation of satellite imagery"
"doi:10.3390/s26123844","out","","earth_observation","periphery","","LLM-assisted satellite downlink scheduling"
"doi:10.5194/isprs-archives-xlix-b3-2026-1427-2026","out","","earth_observation","periphery","","multilingual GeoAI for remote sensing analysis"
"doi:10.1109/incowoco68239.2025.11407254","out","","earth_observation","periphery","","hierarchical LLM change detection"
"doi:10.1109/jstars.2026.3711506","out","","earth_observation","periphery","","geo-foundation model wetland mapping"
"doi:10.48550/arxiv.2606.07697","out","","climate_atmosphere","periphery","","autonomous AI scientist for atmospheric research"
"doi:10.48550/arxiv.2511.22767","out","","climate_atmosphere","periphery","","cloudburst prediction and response"
"doi:10.5281/zenodo.20383669","out","","","not-geoscience","","research productivity architecture"
"doi:10.48550/arxiv.2605.25141","out","","","not-geoscience","","renewable energy forecasting review"
"doi:10.5194/egusphere-egu26-13612","out","","climate_atmosphere","periphery","","LLMs in climate and geoscientific data workflows"
"doi:10.1109/fllm67465.2025.11391213","out","","","not-geoscience","","agricultural ecosystem agents"
"doi:10.1109/tgrs.2025.3532594","out","","earth_observation","periphery","","RescueADI autonomous disaster interpretation"
"doi:10.1145/3701716.3716885","out","","","not-geoscience","","fairness in knowledge retrieval"
"doi:10.20944/preprints202501.0946.v1","out","","","not-geoscience","","embodied co-creation agent"
"doi:10.20944/preprints202601.2236.v2","out","","earth_observation","periphery","","survey of agentic AI for geospatial data"
"doi:10.20944/preprints202601.2236.v1","out","","","duplicate","","version 1 of the agentic geospatial survey"
"doi:10.1016/j.asoc.2026.114576","out","","earth_observation","periphery","","LLM agent for urban environment change analysis"
"doi:10.1109/jstars.2026.3655557","out","","earth_observation","periphery","","remote sensing knowledge graph construction"
"doi:10.1109/tgrs.2026.3710264","out","","earth_observation","periphery","","agent-enhanced satellite order dispatching"
"arxiv:2606.07538","out","","earth_observation","periphery","","tool retrieval for remote sensing agents"
"doi:10.1109/igarss55030.2025.11243605","out","","earth_observation","periphery","","urban park monitoring agents"
"doi:10.36347/sjet.2025.v13i12.006","out","","","not-a-source","","pan-disciplinary omnibus review"
"title:agadvisor","out","","","not-geoscience","","agricultural advisory system"
"doi:10.5281/zenodo.20210310","out","","","not-geoscience","","AI education platform analysis"
"doi:10.1109/taes.2025.3649185","out","","earth_observation","periphery","","foundation model object detection in aerial imagery"
"doi:10.5281/zenodo.20529921","out","","earth_observation","periphery","","data deposit for spatiotemporal fusion"
"doi:10.6084/m9.figshare.33256173.v1","out","","earth_observation","periphery","","vision-language spatiotemporal alignment for super-resolution"
"doi:10.1109/agro-geoinformatics70621.2026.11667632","out","","earth_observation","periphery","","multi-agent remote sensing data recommendation"
"doi:10.1007/s00530-026-02333-7","out","","earth_observation","periphery","","adversarial LLM framework for remote sensing image analysis"
"doi:10.48550/arxiv.2607.02387","out","","earth_observation","periphery","","agentic search for earth observation data discovery"
"doi:10.5281/zenodo.19006417","out","","earth_observation","periphery","","natural language to PostGIS agentic evaluation set"
"doi:10.14569/ijacsa.2024.0150931","out","","earth_observation","periphery","","tree-of-thought prompting for mission analysis"
"doi:10.5281/zenodo.20631487","out","","earth_observation","periphery","","HydroJEPA agentic hydrologic intelligence"
"doi:10.3390/rs18091308","out","","earth_observation","periphery","","foundation model leaf area index retrieval"
"doi:10.5194/egusphere-egu26-13942","out","","earth_observation","periphery","","urban land cover mapping framework"
"doi:10.48550/arxiv.2601.11354","out","","planetary","periphery","","agentic planning benchmark for space problems"
"doi:10.48550/arxiv.2511.23387","out","","climate_atmosphere","periphery","","hierarchical agent system for weather forecast reporting"
"doi:10.48550/arxiv.2608.24954","out","","climate_atmosphere","periphery","","AI scientist for weather service forecast discussions"
"doi:10.48550/arxiv.2512.11819","out","","climate_atmosphere","periphery","","modular agent system for weather interpretation"
"doi:10.48550/arxiv.2510.02359","out","","climate_atmosphere","periphery","","Emission-GPT emission inventory agent"
"doi:10.26434/chemrxiv.15003299/v1","out","","","not-geoscience","","microdroplet chemistry agent"
"doi:10.48550/arxiv.2606.17076","out","","climate_atmosphere","periphery","","CMIP-Forge self-reviewing climate science agent"
"doi:10.2139/ssrn.5774580","out","","","not-geoscience","","smart city trust governance"
"arxiv:2603.11515","out","","","not-geoscience","","HPC design space exploration"
"doi:10.1609/aaaiss.v8i1.42579","out","","","not-geoscience","","state machine agents for physical science reasoning"
"doi:10.1016/j.ese.2025.100608","out","","climate_atmosphere","periphery","","fine-tuned LLMs for environmental challenges"
"doi:10.1109/cvprw63382.2024.00063","out","","earth_observation","periphery","","GeoLLM-Engine geospatial copilot environment"
"doi:10.48550/arxiv.2408.15769","out","","","not-geoscience","","survey of multimodal model evaluation"
"doi:10.1109/icscds65426.2025.11167647","out","","","not-geoscience","","greenhouse environmental forecasting"
"doi:10.1109/lgrs.2026.3663856","out","","earth_observation","periphery","","LLM reasoning for remote sensing scene interpretation"
"doi:10.5194/egusphere-egu26-20206","out","","earth_observation","periphery","","EVE agentic earth observation ecosystem"
"doi:10.48550/arxiv.2604.07956","out","","earth_observation","periphery","","multi-agent industry classification from geographic data"
"doi:10.20944/preprints202608.1840.v1","out","","earth_observation","periphery","","survey of reasoning in remote sensing"
"doi:10.3390/rs18101509","out","","earth_observation","periphery","","review of UAV embodied AI"
"doi:10.48550/arxiv.2501.14101","out","","","not-geoscience","","streaming retrieval framework"
"doi:10.48448/nc2s-6k89","out","","","not-geoscience","","fuel logistics simulation"
"doi:10.48550/arxiv.2508.01109","out","","earth_observation","periphery","","poverty mapping representations"
"doi:10.5281/zenodo.19360737","out","","","not-a-source","","podcast episode"
"doi:10.52202/085713-2513","out","","","not-geoscience","","live visual knowledge updating"
"doi:10.5194/egusphere-egu26-18919","out","","earth_observation","periphery","","JupyterGIS geospatial platform"
"doi:10.5281/zenodo.20287041","out","","","duplicate","","Zenodo deposit of the TheDe datacube abstract"
"doi:10.1109/icassp55912.2026.11460536","out","","","not-geoscience","","spatial reasoning benchmark on top-view maps"
"doi:10.48550/arxiv.2509.23141","out","","earth_observation","periphery","","Earth-Agent for earth observation tasks"
"doi:10.31223/x54z09","out","","earth_observation","periphery","","LLM-powered desktop GIS plugins"
"doi:10.48550/arxiv.2605.24784","out","","earth_observation","periphery","","GRAIL satellite data workflow translation"
"arxiv:2604.18715","out","","earth_observation","periphery","","AlphaEarth embedding geometry for environmental reasoning"
"doi:10.22541/au.175641355.59755488/v1","out","","","not-geoscience","","foundation models accelerating science"
"doi:10.48550/arxiv.2511.20694","out","","planetary","periphery","","heliophysics agentic reasoning benchmark"
"arxiv:2607.15781","out","","earth_observation","periphery","","multi-agent FAIRness evaluation of geospatial datasets"
"doi:10.5281/zenodo.21719956","out","","ocean","periphery","","E3SM polaris software release"
"doi:10.48550/arxiv.2509.22658","out","","","not-geoscience","","domain document retrieval evaluation"
"doi:10.5194/isprs-archives-xlviii-1-w2-2023-1729-2023","out","","earth_observation","periphery","","TREE-GPT forest remote sensing expert system"
"doi:10.48550/arxiv.2310.02031","out","","ocean","periphery","","OceanGPT domain language model"
"doi:10.1016/j.aiig.2025.100105","out","","earth_observation","periphery","","zero-shot segmentation of remote sensing imagery"
"doi:10.1080/17538947.2025.2519999","out","","earth_observation","periphery","","Chat-RSC interactive image classification"
"doi:10.1021/acs.est.5c10297","out","","climate_atmosphere","periphery","","evaluation of LLMs on atmospheric datasets"
"doi:10.1109/tgrs.2026.3700605","out","","earth_observation","periphery","","LLM-coordinated satellite task scheduling"
"doi:10.2139/ssrn.5362724","out","","earth_observation","periphery","","solar photovoltaic assessment with an LLM"
"doi:10.1038/s41598-025-31346-x","out","","earth_observation","periphery","","knowledge graph reasoning for semantic segmentation"
"doi:10.1109/mipr62202.2024.00072","out","","earth_observation","periphery","","foundation model adaptation for damaged building assessment"
"doi:10.1145/3675888.3676146","out","","","not-geoscience","","campus navigation assistant"
"doi:10.1109/tkde.2026.3674110","out","","ocean","periphery","","ocean knowledge graph for sea surface temperature prediction"
"doi:10.2139/ssrn.7227564","out","","earth_observation","periphery","","agentic urban heat island mapping from satellite imagery"
"doi:10.2139/ssrn.6083501","out","","earth_observation","periphery","","explainable agent for remote sensing image classification"
"arxiv:2601.06064","out","","","not-geoscience","","socio-technical analysis of agentic AI"
"doi:10.48550/arxiv.2606.18271","out","","earth_observation","periphery","","in-orbit zero-shot vision-language model"
"doi:10.5281/zenodo.19490667","out","","","not-a-source","","geopolitical commentary deposit"
"doi:10.22541/essoar.15004148/v1","out","","earth_observation","periphery","","LLM spectrum management for earth observation systems"
"doi:10.1109/iccv51701.2025.02091","out","","earth_observation","periphery","","LLM semantic guidance for sparsely annotated detection"
"doi:10.48550/arxiv.2504.12345","out","","earth_observation","periphery","","causal inference for urban science"
"doi:10.48550/arxiv.2607.03591","out","","","not-geoscience","","accident video responsibility estimation"
"doi:10.5194/egusphere-egu26-21700","out","","earth_observation","periphery","","segmentation benchmarking for geospatial foundation models"
"doi:10.5194/egusphere-egu26-15955","out","","earth_observation","periphery","","LLM screening workflow for land-use evidence synthesis"
"arxiv:2601.04497","out","","earth_observation","periphery","","vision-language agents for forest change analysis"
"doi:10.48550/arxiv.2601.14637","out","","","duplicate","","repository version of the Forest-Chat vision-language agent paper"
"doi:10.55041/ijsrem60346","out","","","not-geoscience","","precision agriculture decision support"
"doi:10.34190/ecgbl.19.1.3976","out","","","not-geoscience","","visual language for code automation"
"doi:10.1145/3765611.3815066","out","","","not-geoscience","","data centre waste heat digital twin"
"doi:10.5281/zenodo.20248585","out","","","not-a-source","","governance doctrine deposit"
"doi:10.5281/zenodo.19835551","out","","","not-geoscience","","autonomous materials discovery infrastructure"
"doi:10.5281/zenodo.20094300","out","","","not-geoscience","","edge machine learning latency optimisation"
"arxiv:2606.11356","out","","ocean","periphery","","LLM-assisted porting of an ocean circulation model"
"doi:10.5194/egusphere-egu24-18493","out","","ocean","periphery","","LLMs for the ocean science community"
"doi:10.1109/tgrs.2024.3365825","out","","earth_observation","periphery","","foundation model change detection"
"doi:10.18355/xl.2024.17.01.01","out","","","not-geoscience","","creative writing assistance"
"doi:10.1109/cvprw63382.2024.00283","out","","earth_observation","periphery","","few-shot semantic segmentation in remote sensing"
