"query_id","api","band","scope","domain_group","query","status","n_available","n_results","n_new_unique","elapsed_s","note"
"q025:arxiv","arxiv","A_agentic","periphery","ocean","(abs:""agentic AI"" OR abs:""agentic workflow"" OR abs:""AI agent"" OR abs:""LLM agent"" OR abs:""language model agent"" OR abs:""autonomous agent"" OR abs:""multi-agent system"" OR abs:""multi-agent LLM"" OR abs:""tool use"" OR abs:""function calling"" OR abs:""ReAct"" OR abs:""chain of thought"" OR abs:""AI scientist"" OR abs:""autonomous experimentation"" OR abs:""self-driving laboratory"" OR abs:""copilot"" OR abs:""AI assistant"" OR abs:""retrieval-augmented generation"" OR abs:""agent orchestration"" OR abs:""planning agent"" OR abs:""human-in-the-loop"") AND (abs:oceanography OR abs:""ocean model"" OR abs:""marine science"")","ok","4","2","0","0.4",""
"q026:openalex","openalex","B_llm","periphery","ocean","(""large language model"" OR ""foundation model"" OR ""GPT-4"" OR ""ChatGPT"" OR ""LLM"" OR ""generative AI"" OR ""prompt engineering"" OR ""vision language model"") AND (oceanography OR ""ocean model"" OR ""marine science"")","ok","93","93","45","0.9",""
"q026:arxiv","arxiv","B_llm","periphery","ocean","(abs:""large language model"" OR abs:""foundation model"" OR abs:""GPT-4"" OR abs:""ChatGPT"" OR abs:""LLM"" OR abs:""generative AI"" OR abs:""prompt engineering"" OR abs:""vision language model"") AND (abs:oceanography OR abs:""ocean model"" OR abs:""marine science"")","ok","12","12","0","0.4",""
"q027:openalex","openalex","A_agentic","periphery","planetary","(""agentic AI"" OR ""agentic workflow"" OR ""AI agent"" OR ""LLM agent"" OR ""language model agent"" OR ""autonomous agent"" OR ""multi-agent system"" OR ""multi-agent LLM"" OR ""tool use"" OR ""function calling"" OR ""ReAct"" OR ""chain of thought"" OR ""AI scientist"" OR ""autonomous experimentation"" OR ""self-driving laboratory"" OR ""copilot"" OR ""AI assistant"" OR ""retrieval-augmented generation"" OR ""agent orchestration"" OR ""planning agent"" OR ""human-in-the-loop"") AND (planetary OR ""planetary geology"" OR ""lunar surface"")","ok","616","616","375","6.4",""
"q027:arxiv","arxiv","A_agentic","periphery","planetary","(abs:""agentic AI"" OR abs:""agentic workflow"" OR abs:""AI agent"" OR abs:""LLM agent"" OR abs:""language model agent"" OR abs:""autonomous agent"" OR abs:""multi-agent system"" OR abs:""multi-agent LLM"" OR abs:""tool use"" OR abs:""function calling"" OR abs:""ReAct"" OR abs:""chain of thought"" OR abs:""AI scientist"" OR abs:""autonomous experimentation"" OR abs:""self-driving laboratory"" OR abs:""copilot"" OR abs:""AI assistant"" OR abs:""retrieval-augmented generation"" OR abs:""agent orchestration"" OR abs:""planning agent"" OR abs:""human-in-the-loop"") AND (abs:planetary OR abs:""planetary geology"" OR abs:""lunar surface"")","ok","56","23","0","0.5",""
"q028:openalex","openalex","B_llm","periphery","planetary","(""large language model"" OR ""foundation model"" OR ""GPT-4"" OR ""ChatGPT"" OR ""LLM"" OR ""generative AI"" OR ""prompt engineering"" OR ""vision language model"") AND (planetary OR ""planetary geology"" OR ""lunar surface"")","ok","607","607","300","5.4",""
"q028:arxiv","arxiv","B_llm","periphery","planetary","(abs:""large language model"" OR abs:""foundation model"" OR abs:""GPT-4"" OR abs:""ChatGPT"" OR abs:""LLM"" OR abs:""generative AI"" OR abs:""prompt engineering"" OR abs:""vision language model"") AND (abs:planetary OR abs:""planetary geology"" OR abs:""lunar surface"")","ok","52","52","1","0.5",""
"q029:openalex","openalex","A_agentic","periphery","geoscience_general","(""agentic AI"" OR ""agentic workflow"" OR ""AI agent"" OR ""LLM agent"" OR ""language model agent"" OR ""autonomous agent"" OR ""multi-agent system"" OR ""multi-agent LLM"" OR ""tool use"" OR ""function calling"" OR ""ReAct"" OR ""chain of thought"" OR ""AI scientist"" OR ""autonomous experimentation"" OR ""self-driving laboratory"" OR ""copilot"" OR ""AI assistant"" OR ""retrieval-augmented generation"" OR ""agent orchestration"" OR ""planning agent"" OR ""human-in-the-loop"") AND (geoscience OR ""earth science"" OR geology OR geophysics)","ok","1057","1058","415","9.4",""
"q029:arxiv","arxiv","A_agentic","periphery","geoscience_general","(abs:""agentic AI"" OR abs:""agentic workflow"" OR abs:""AI agent"" OR abs:""LLM agent"" OR abs:""language model agent"" OR abs:""autonomous agent"" OR abs:""multi-agent system"" OR abs:""multi-agent LLM"" OR abs:""tool use"" OR abs:""function calling"" OR abs:""ReAct"" OR abs:""chain of thought"" OR abs:""AI scientist"" OR abs:""autonomous experimentation"" OR abs:""self-driving laboratory"" OR abs:""copilot"" OR abs:""AI assistant"" OR abs:""retrieval-augmented generation"" OR abs:""agent orchestration"" OR abs:""planning agent"" OR abs:""human-in-the-loop"") AND (abs:geoscience OR abs:""earth science"" OR abs:geology OR abs:geophysics)","ok","29","23","4","0.5",""
"q030:openalex","openalex","B_llm","periphery","geoscience_general","(""large language model"" OR ""foundation model"" OR ""GPT-4"" OR ""ChatGPT"" OR ""LLM"" OR ""generative AI"" OR ""prompt engineering"" OR ""vision language model"") AND (geoscience OR ""earth science"" OR geology OR geophysics)","ok","975","976","268","7.7",""
"q030:arxiv","arxiv","B_llm","periphery","geoscience_general","(abs:""large language model"" OR abs:""foundation model"" OR abs:""GPT-4"" OR abs:""ChatGPT"" OR abs:""LLM"" OR abs:""generative AI"" OR abs:""prompt engineering"" OR abs:""vision language model"") AND (abs:geoscience OR abs:""earth science"" OR abs:geology OR abs:geophysics)","ok","107","105","5","3.7",""
"w1","web","A_agentic","core","geothermal","Stanford Geothermal Workshop LLM agent OR agentic AI geothermal reservoir 2025 2026 proceedings","ok","","5","1","","found GAIA (SGW 2026 + arXiv 2511.03852, already in corpus) and AskGDR (SGW 2025/2026 + preprint in corpus)"
"w2","web","A_agentic","core","ccs","""agentic AI"" OR ""LLM agent"" CO2 storage site screening carbon capture IEAGHG technical report","ok","","5","1","","IEAGHG 2025-TR04 workshop report; Agent George over OSDU. Most other hits were non-agentic ML site-screening"
"w3","web","A_agentic","core","mining","mining industry ""agentic AI"" mineral exploration agent geological modelling whitepaper 2026","ok","","5","1","","AGAPEX (DOE Genesis Mission) via trade press only; also surfaced Agents4GEOS and AutoSurrogate, both already in corpus"
"w4","web","A_agentic","core","seismology","github ""LLM agent"" geoscience seismology subsurface tool-calling repository","ok","","5","3","","seismo-mcp, geotechcli, GeotechStaffEngineer; also specfem-mcp and TREMORS, whose papers are in the corpus"
"w5","web","A_agentic","core","reservoir_engineering","github MCP server geology petrophysics well log agent ""model context protocol"" subsurface","ok","","5","4","","petro-mcp, petromcp, AgentNexus, pyResToolbox-MCP"
"w6","web","A_agentic","core","engineering_geology","(covered by w4) geotechnical agentic AI CLI github","ok","","2","2","","geotechcli and GeotechStaffEngineer, both admitted"
"w7","web","A_agentic","core","reservoir_engineering","""agentic AI"" drilling operations SPE technical paper autonomous agent tool calling","ok","","5","2","","drilling-npt-agent, volve-drilling-advisor; also TADI, already in corpus"
"w8","web","A_agentic","core","reservoir_engineering","SPE OnePetro ""LLM agent"" OR ""agentic"" reservoir engineering autonomous workflow 2025","ok","","5","2","","SPE JPT ONGC case study and SPE TWA well-log interpretation article; Open-DARTS-MCP already in corpus"
"w9","web","A_agentic","core","geoscience_general","USGS OR BGS ""large language model"" agent geological survey prototype assistant report","ok","","4","0","","AGeoKE already in corpus; USGS AI strategy (CIR 1562) and the G2G report are policy and NLP prototypes, not agentic systems"
"w10","web","A_agentic","core","mining","""GoldMiner-AI"" intelligent mineral prospecting system large language models Journal of Geochemical Exploration","ok","","5","0","","verification only: retrieved the companion Earth Science Frontiers paper to settle an audit-sample near-miss. RAG Q&A, cut not-agentic"
"w11","web","A_agentic","core","mining","fetch https://doi.org/10.1016/j.gexplo.2026.108205","error","","0","0","","HTTP 406 from the publisher; resolved via w10 instead"
