"identity_key","tier","system_id","url","title","authors","year","venue","source_type","subfield","subfield_secondary","task","agentic_techniques","architecture","base_model","tools_used","evaluation_method","baseline","held_out","data_type","reported_result","maturity_claimed","maturity_demonstrated","author_stated_limitations","code_availability","access_status","found_via"
"title:synopsyslaunchesansys2026r1meshagentdiscoveryvalidationagentandengineeringcopilot","context","Ansys agents","https://news.synopsys.com/2026-03-11-Synopsys-Launches-Ansys-2026-R1-to-Re-Engineer-Engineering-with-Joint-Solutions-and-AI-Powered-Products","Synopsys Launches Ansys 2026 R1: Mesh Agent, Discovery Validation Agent and Engineering Copilot","Synopsys","2026","Synopsys newsroom","industry","simulation_orchestration","","vendor announcement of a Mesh Agent, a Discovery Validation Agent and an Engineering Copilot across Ansys simulation products","tool-calling;guardrails-validation","pipeline-with-agent","not stated","Ansys Mechanical meshing, Ansys Discovery setup, and Ansys medini analyze, ModelCenter and Rocky","none published; the Discovery Validation Agent is described as advancing through early customer evaluations","none","no","not stated","not stated","applies agentic AI grounded in decades of engineering expertise to proactively identify setup issues","not stated (abstract only)","not stated","no","abstract-only","grey"
"doi:10.1016/j.enbuild.2024.114788","context","Zhang2024-energyplus-llm-exploration","https://doi.org/10.1016/j.enbuild.2024.114788","Advancing building energy modeling with large language models: Exploration and case studies","Liang Zhang; Zhelun Chen; Vitaly Ford","2024","Energy and Buildings","peer-reviewed","simulation_orchestration","","exploration and case studies of integrating ChatGPT with EnergyPlus building energy modelling","code-execution;tool-calling","agent-plus-simulator","ChatGPT","EnergyPlus simulation input generation, output analysis and visualisation, error analysis and co-simulation","case studies","none stated in the abstract","not stated","not stated","not stated","the potential of large language models in addressing building energy modeling challenges","not stated (abstract only)","not stated","not stated","abstract-only","snowball"
"doi:10.1145/3731599.3767349","core","SimAgent","https://doi.org/10.1145/3731599.3767349","LangChain-Parsl: Connect Large Language Model Agents to High Performance Computing Resource","Heng Ma; Alexander Brace; Carlo Siebenschuh; Ian Foster; Arvind Ramanathan","2025","SC Workshops '25 (Workshops of the International Conference for High Performance Computing, Networking, Storage and Analysis), ACM","peer-reviewed","scientific_computing","","let an LLM agent submit and run parallel molecular dynamics simulations on HPC through a job scheduler","tool-calling;code-execution;simulator-in-the-loop;retrieval","agent-plus-simulator","gpt-4o-mini","OpenMM molecular dynamics functions, GROMACS pdb2gmx, PDB structure download, Tavily internet search, Parsl workers","two Parsl implementations - a modified LangChain tool node and a Parsl ensemble function exposed as a single LLM tool - exercised on a local 8xV100 workstation with 8-simulation protein ensembles (runs 1-4) and on Polaris at ALCF with 100 simulations across 25 nodes and 80 runs across 10 nodes","none","no","not stated","on the workstation all 8 simulations finished in ~60 seconds (both runs ~70 seconds including a 15-25 second Parsl shutdown), with ~177 seconds of load imbalance between workers; on Polaris 100 simulations of 2KKJ ran at ~340 ns/day on A100s and finished within ~3 minutes after waiting ~265 minutes in the PBS queue, so ""The majority of the run time was the queue time on Polaris"". Under the tool-node implementation ""the number of tool calls that LLM agent made were capped around 24, with 100 simulations specified in the input prompt""","Our implementation enables the LLM agent to access any computing resource with a compatible Parsl configuration.","M1","the authors state that ""Due to the LLM tool call limitation and computing system requirements, it still requires tailoring of the tool call setup depending on the tasks and computing platforms""; that the ensemble implementation makes it ""the user's responsibility to develop the simulation ensemble function with Parsl""; that ""the computing nodes had no internet access by default, and the unpredictable queue time on the HPC system caused delays""; and that merging topology building into the simulation function is ""less dependent on the LLM capability, and less likely to err, but too rigid for more sophisticated tasks"". Future work names ""reducing the user interaction with Parsl, implementing function environment management, improving logging and checkpointing, and enabling asynchronous execution""","https://github.com/ramanathanlab/SimAgent","full-text","harvest"
"doi:10.48550/arxiv.2604.07681","core","Pham2026-multi-agent-mof-screening","https://doi.org/10.48550/arxiv.2604.07681","Multi-Agent Orchestration for High-Throughput Materials Screening on a Leadership-Class System","Thang Duc Pham; Harikrishna Tummalapalli; Fakhrul H. Bhuiyan; Álvaro Vázquez Mayagoitia; Christine M. Simpson; Riccardo Balin; Venkatram Vishwanath; Murat Keçeli","2026","arXiv (Cornell University)","preprint","scientific_computing","","orchestrate a high-throughput atomistic screening campaign for metal-organic frameworks on a leadership-class supercomputer from a natural-language query","tool-calling;planning;task-decomposition;role-specialisation;simulator-in-the-loop","multi-agent-hierarchical","gpt-oss-120b","Chemistry MCP server simulation tools, the gRASPA grand-canonical Monte Carlo package, Parsl for asynchronous HPC execution","screening campaign over the CoRE MOF 2025 database - 5,591 structures, 2,304 MOFs simulated - run on the Aurora supercomputer, plus weak and strong scaling runs","none","no","benchmark","overall success rate of 84% across 25 scaling experiments; top 20% of candidates reached water working capacities of 7.06 mol/kg","This work establishes a flexible paradigm for LLM-driven scientific automation on HPC systems, with broad applicability to materials discovery and beyond.","M2","the authors state the observed success rate of 84% indicates a remaining reliability gap, that invalid generated arguments led to workflow termination, and that overhead is highly dependent on model inference throughput and API latency","https://github.com/argonne-lcf/ChemGraph","full-text","harvest"
"doi:10.48550/arxiv.2512.07917","core","CFD-copilot","https://doi.org/10.48550/arxiv.2512.07917","CFD-copilot: leveraging domain-adapted large language model and model context protocol to enhance simulation automation","Dong, Zhehao; Du, Shanghai; Lu, Zhen; Yang, Yue","2025","arXiv (Cornell University)","preprint","solver_control","","natural-language-driven end-to-end CFD simulation setup, execution and post-processing","tool-calling;code-execution;role-specialisation;self-reflection;fine-tuning;simulator-in-the-loop;guardrails-validation","multi-agent-flat","Qwen3-8B fine-tuned with LoRA on NL2FOAM for the generator; Qwen3-32B for the other agents","OpenFOAM-v2406 solver execution, meshing and post-processing utilities exposed through an MCP server; error-log reading; case-directory file I/O","benchmark cases - NACA 0012 airfoil swept over angles of attack, the three-element 30P-30N high-lift configuration and a cylinder wake - scored on success rate, completion rate, field accuracy and lift/drag error against experimental data","general-purpose Qwen3-Next-80B and Qwen3-235B, which scored 0% on 30P-30N against 10% for the fine-tuned model","not stated","benchmark","NACA 0012: average success rate of 52.86%, with velocity and pressure accuracies of 96.41% and 93.22%; 30P-30N: 80% completion rate, 10% final success rate, Cl error 2.58%, Cd error 16.42%","By reducing reliance on domain-specific syntax and manual setup, CFD-copilot lowers the barrier to entry","M2","the authors state a primary limitation remains the reliability of generating robust solver configurations for highly complex flows, as indicated by the modest success rate for the 30P-30N case, and that meshes lacked the necessary resolution and structural adaptability at higher angles of attack","not stated","full-text","harvest"
"doi:10.48550/arxiv.2606.07850","core","PDE-Agents","https://doi.org/10.48550/arxiv.2606.07850","PDE-Agents: An LLM-Orchestrated Multi-Agent Framework for Automated Finite Element Simulations with Knowledge Graph-Augmented Reasoning","Sayan Adhikari; Gulshan Noorsumar; Øyvind Jensen","2026","arXiv (Cornell University)","preprint","solver_control","","automate the full lifecycle of PDE and finite element simulations from natural language","tool-calling;planning;task-decomposition;retrieval;knowledge-graph;memory;role-specialisation;guardrails-validation;physics-solver-in-the-loop;self-reflection","multi-agent-hierarchical","Qwen3-Coder-Next and Llama 4 Scout","nine registered tools driving DOLFINx 0.10.0, Gmsh and PETSc; a Neo4j knowledge graph queried by Cypher; PostgreSQL and MinIO storage","a three-way ablation over a 50-task suite plus a verification study against three closed-form analytical benchmarks, an 805-run parameter sweep and 1,369 aggregate production runs","internal ablations - KG Off with no knowledge graph and KG On with mandatory knowledge graph access","yes","synthetic","KG Smart achieves 100% success and the highest output quality, physics score 0.933 against 0.853 for KG Off; 97.8% overall success across 1,369 production runs","demonstration of production-grade reliability for the full agent stack","M1","the authors state the current solver supports only scalar heat equations, the verification study covers only steady-state and simple transient heat equation benchmarks, and the current architecture runs agents sequentially","https://github.com/MatPro-IFE/pde-agents","full-text","harvest"
"doi:10.11578/dc.20260516.1","core","matsim-agents","https://doi.org/10.11578/dc.20260516.1","matsim-agents v1.0","Massimiliano Lupo Pasini","2026","OSTI OAI (U.S. Department of Energy Office of Scientific and Technical Information)","repo","computational_discovery","","plan, run and interpret atomistic materials simulations from a natural-language research objective","tool-calling;planning;task-decomposition;role-specialisation;memory;physics-solver-in-the-loop;human-in-the-loop","multi-agent-hierarchical","not stated","HydraGNN, UMA, MACE and NequIP machine-learned interatomic potentials; VASP 6.6 and Quantum ESPRESSO pw.x; pymatgen, pyXtal and ASE; SLURM on Frontier and Perlmutter and PBS on Aurora","not stated - a software record with no evaluation section","none","not stated","not stated","not stated","not stated","M0","not stated","https://github.com/ORNL/matsim-agents","full-text","harvest"
"doi:10.1016/j.dche.2026.100312","core","APS-Agent","https://doi.org/10.1016/j.dche.2026.100312","Large language model agent for user-friendly chemical process simulations","Jingkang Liang; Niklas Groll; Gürkan Sin","2026","Digital Chemical Engineering","peer-reviewed","simulation_orchestration","","let non-expert users analyse, build and optimise rigorous chemical process flowsheets in a commercial process simulator through natural language","tool-calling;simulator-in-the-loop;human-in-the-loop","agent-plus-simulator","Claude Sonnet 4.0","a FastMCP Python MCP server exposing AVEVA Process Simulation operations - connect, open and create simulations, add and connect models, get and set variables and parameters, create fluids","three case studies on AVEVA Process Simulation: (1) autonomous analysis and iterative optimisation of a water-methanol separation flowsheet, (2) autonomous flowsheet synthesis in both a step-by-step dialogue mode and a single-prompt mode, and (3) a stability assessment repeating the Case Study 1 workflow across prompt styles and LLM versions (trials 2-5) and on a substantially more complex ammonia synthesis flowsheet (trial 6)","the AVEVA Process Simulation shipped example C1 - Water Methanol Separation","no","synthetic","95.1 mol% methanol purity in the distillate at a reflux ratio of 1.45, reached by iterative adjustment from a 93.9% intermediate; across the stability trials ""The agent consistently completed required MCP tool sequences and reliably reported simulator-grounded numerical values"", with variability ""mainly in breadth of answers and depth of interpretation, not in basic data retrieval""; on the ammonia flowsheet ""the agent correctly reconstructed the main equipment connectivity and recycling-loop logic""","the framework's capabilities in analysis, optimization, and guided construction suggest LLM-based agents can become valuable collaborators","M1","the authors state that ""current limitations mainly involve the accurate interpretation of the physical results seen in minor reasoning mistakes, such as oversimplification or misleading suggestions, mean expert oversight is still needed""; that for inexperienced users ""the main risks are overtrust in fluent but overconfident explanations, difficulty distinguishing highly relevant from marginal suggestions under open-ended prompts, and limited ability to detect unsupported derived values (e.g., economic estimates) without additional checks""; that for experienced users the limitations ""include occasional semantic mismatch in variable selection despite correct retrieval, non-negligible review effort for convergence-sensitive synthesis steps""; that the single-prompt synthesis mode raised ""attempts to set unspecified variables, premature parameter adjustments, and minor redundancies in tool usage""; and that ""The main residual weakness is therefore semantic interpretation rather than protocol execution"". They position the system as ""best positioned as a copilot that accelerates workflow execution, rather than as an autonomous decision-maker""","https://github.com/gsi-lab/APS-Agent","full-text","harvest"
"doi:10.48550/arxiv.2605.20819","core","DynaMate2","https://doi.org/10.48550/arxiv.2605.20819","DynaMate2: runtime registration of expert-defined tools for agentic scientific workflow automation","Orlando A. Mendible-Barreto; Ajay Vallabh; Ubaldo M. Córdova-Figueroa; Yamil J. Colón","2026","arXiv (Cornell University)","preprint","scientific_computing","","let domain scientists register their own validated Python functions as persistent LLM-callable tools and compose them into supervised multi-step scientific workflows","tool-calling;code-execution;planning;task-decomposition;role-specialisation;memory;guardrails-validation;human-in-the-loop;simulator-in-the-loop","multi-agent-hierarchical","not stated","registered Python functions for MACE model download, SMILES-to-XYZ conversion, Packmol box construction, ASE NVT molecular dynamics and trajectory plotting; six tool-management tools; a shell agent wrapping LangChain ShellTool; a Python execution sandbox","a single end-to-end demonstration - one natural-language instruction driving model download, SMILES-to-XYZ conversion, Packmol box construction, a 250 ps ASE NVT molecular dynamics run and trajectory plotting","DynaMate, the predecessor, which required four or more independent interactions for the same workflow","no","synthetic","a single successful end-to-end run of 250 ps NVT molecular dynamics at 300 K on 267 water molecules plus one Na+/Cl- ion pair, reduced from four or more independent interactions to one","DynaMate2 offers a template rather than a finished product","M1","the authors state agent reliability is the most pressing concern, that generated tool code may contain subtle errors undetected until runtime because registration only checks syntactic validity, that all agents run sequentially within a single process which limits throughput, and that the implementation does not by itself constitute a security boundary","https://github.com/omendibleba/DynaMate2","full-text","harvest"
"doi:10.1145/3815572.3815744","core","KBase Research Agent","https://doi.org/10.1145/3815572.3815744","KBase Research Agent: Automated Multi-Agent Workflow Construction for Reproducible Genome Analysis","Prachi Gupta; William J. Riehl; Mikaela Cashman; Dylan Chivian; Christopher J. Neely; Shane Canon; Robert W. Cottingham; Christopher S. Henry; Adam P. Arkin; Paramvir Dehal","2026","bioRxiv (Cold Spring Harbor Laboratory)","preprint","scientific_computing","","automatically plan, parameterise, validate and execute genome assembly and annotation workflows inside a production bioinformatics platform","tool-calling;planning;task-decomposition;role-specialisation;guardrails-validation;self-reflection;human-in-the-loop;retrieval;memory","multi-agent-hierarchical","GPT-4.1 for execution; planning evaluated with Claude Sonnet 4.5 and GPT-5","KBase API wrappers run_job and list_objects invoking KBase applications - FastQC, SPAdes, Prokka, RAST and GTDB-Tk","LLM-as-a-Judge scoring of agent-generated workflow plans against ground-truth workflows derived from peer-reviewed Microbiology Resource Announcements, then end-to-end application to 100 previously unanalyzed bacterial isolate genomes from JGI IMG/M","ground truth constructed from reference workflows derived from peer-reviewed Microbiology Resource Announcements","yes","real-field","mean judge score 0.906 with Claude Sonnet 4.5 with thinking on the EXP_MRA_0084523 dataset; 100 Narratives created from reads sets downloaded from JGI","demonstrates the feasibility of domain-grounded, end-to-end scientific workflow automation in a production bioinformatics platform","M3","the authors state the framework focuses on assembly and annotation workflows for isolate microbial reads and does not cover the full diversity of analysis types, excluding metagenomics, pangenome and metabolic modelling","https://github.com/kbaseincubator/narrative_llm_agent","full-text","harvest"
"doi:10.1016/j.cma.2026.118985","core","ALL-FEM","https://doi.org/10.1016/j.cma.2026.118985","ALL-FEM: Agentic Large Language Models fine-tuned for finite element methods","Rushikesh Deotale; Adithya Srinivasan; Mahmoud Golestanian; Yuan TIAN; Tianyi Zhang; Pavlos Vlachos; Hector Gomez","2026","Computer Methods in Applied Mechanics and Engineering","peer-reviewed","solver_control","","turn a natural-language continuum-mechanics problem statement into working, verified FEniCS finite element code","tool-calling;code-execution;role-specialisation;self-reflection;fine-tuning;human-in-the-loop;physics-solver-in-the-loop","multi-agent-flat","fine-tuned Llama 3.2 3B, Qwen3 32B, Llama 3.3 70B and GPT-OSS 120B; baseline GPT-5 Thinking","a FEniCS code Executor running generated Python scripts and returning stdout and error traces; AutoGen orchestration; an Evaluator agent applying acceptance criteria","39 benchmark problems spanning linear and nonlinear elasticity, plasticity, Newtonian and non-Newtonian flow, thermofluids, fluid-structure interaction, phase separation and transport on moving domains","non-agentic GPT-5 Thinking with two zero-shot attempts","not stated","benchmark","code-level success of 71.79% for the fine-tuned GPT-OSS 120B, against 20.51% for Llama 3.3 70B and 12.82% for Qwen 3 32B","outperforming a non-agentic deployment of GPT 5 Thinking","M2","the authors state the multi-agent system is not totally autonomous end-to-end since it presently depends on a human termination step via the Admin agent, and that the dataset, agentic process and assessment methodology require design choices that restrict the scope of the study","https://fenics-llm.github.io","full-text","harvest"
"doi:10.5281/zenodo.19597589","core","aihydro-tools","https://doi.org/10.5281/zenodo.19597589","aihydro-tools: An Open Python MCP Server for Autonomous Hydrological Research","Mohammad Galib; Venkatesh Merwade","2026","Zenodo (CERN European Organization for Nuclear Research)","repo","scientific_computing","","expose validated hydrological data, watershed-analysis and rainfall-runoff modelling tools to any MCP-capable agent with automatic provenance","tool-calling;retrieval;memory;guardrails-validation","not stated","not stated","144 validated tiered tools covering streamflow, climate, land-cover and soil retrieval, watershed delineation, terrain wetness index, hydrological signatures, differentiable HBV-light calibration and NeuralHydrology zoo models","a deterministic benchmark suite of roughly 26 fixture tasks verifying computation paths; no agent-level evaluation","none","not stated","benchmark","not stated","reproducibility should be structural, not post-hoc","M1","not stated","https://github.com/AI-Hydro/aihydro-tools","full-text","harvest"
"doi:10.25394/pgs.32118403","core","PUR-1 GPT","https://doi.org/10.25394/pgs.32118403","Physics Driven Generative Artificial Intelligence for Nuclear Reactor Digital Twins","Jonah Li Xuan Lau","2026","Purdue","preprint","simulation_orchestration","","give reactor operators a natural-language interface to a reactor digital twin that retrieves documents and invokes neutronics surrogates on live rod positions","tool-calling;retrieval;memory;human-in-the-loop;guardrails-validation","agent-plus-simulator","GPT-5.4, GPT-4o and Claude Opus 4.6, switchable mid-conversation","ChromaDB document retrieval over the PUR-1 Operator Binder; a Gaussian process surrogate returning keff with uncertainty; HOSVD and conditional-autoencoder surrogates for the neutron flux field; a live reactor-state reader; a Flask API to the digital twin GUI","worked input-output examples of three pipelines - non-agentic RAG, agentic RAG without live data, and agentic RAG on live PUR-1 reactor data for keff and flux distribution; no quantitative agent benchmark","the non-agentic vanilla RAG pipeline within the same system","not stated","real-field","not stated for the agent layer; the underlying Monte Carlo model matches experiment to approximately 5.37% to 6.11%","This work demonstrates a proof-of-concept architecture for using large language models as controlled interfaces to reactor digital twins.","M3","the authors state the present implementation remains a proof-of-concept, that its practical utility depends on the fidelity and trustworthiness of the underlying models, that PUR-1 GPT should be evaluated through domain-specific benchmarks assessing tool-selection correctness and prompt-injection resistance, and that the architecture should remain firmly human-in-the-loop","not stated","full-text","harvest"
"doi:10.48550/arxiv.2603.12813","core","Schafer2026-chemasim-process-agent","https://doi.org/10.48550/arxiv.2603.12813","Context is all you need: Towards autonomous model-based process design using agentic AI in flowsheet simulations","Pascal M. Schäfer; Lukáš Krinke; Martin Wlotzka; Norbert Asprion","2026","arXiv (Cornell University)","preprint","simulation_orchestration","","autonomous model-based chemical process design - design a flowsheet from a task description and realise it as a converged rigorous flowsheet simulation","tool-calling;code-execution;task-decomposition;role-specialisation;self-reflection;simulator-in-the-loop","agent-plus-simulator","Claude Opus 4.6","a text-editor extension that triggers Chemasim simulation runs and returns console output; thermodynamic tools for azeotrope computation, miscibility-gap analysis and reaction parsing; a Python wrapper over the Chemasim SQLite result database","three process-development case studies - a reaction-separation process, pressure-swing distillation for binary azeotropes, and heteroazeotropic distillation with entrainer selection - with agent flowsheets compared against simplified mass-balance estimates","none","not stated","synthetic","the rigorous simulation results are reported as in very good agreement with the simplified mass balance estimates; no number or unit is given","In all cases, the process development agent is able to design reasonable process flowsheets based solely on the analysis of thermodynamic behavior","M1","the authors state the system is currently not able to fully cope with the analysis of complex thermodynamic systems and lacks tools for analyzing complex thermodynamic behavior","not stated","full-text","harvest"
"doi:10.48550/arxiv.2608.14573","core","WARA","https://doi.org/10.48550/arxiv.2608.14573","WARA: Toward Automated Wireless Optimization Research with Closed-Loop LLM Agents","Yuan Guo; Yilong Chen; Chao Hu; Xianghao Yu; Liang Hong; Jie Xu","2026","arXiv (Cornell University)","preprint","simulation_general","","turn a wireless-optimization research topic into a formulated convex problem, a run experiment and a reviewable manuscript","tool-calling;code-execution;planning;task-decomposition;role-specialisation;retrieval;self-reflection;guardrails-validation","multi-agent-hierarchical","OpenAI GPT-5.5","a convex or conic optimisation solver invoked from generated Python/CVXPY code; a fixed validation harness; literature retrieval over Crossref, Semantic Scholar, arXiv, IEEE Xplore and Google Scholar","ten manuscripts generated from ten wireless optimization topics, graded by a structured LLM scoring agent on eight research-validity and six optimization-maturity dimensions on a 100-point scale","topic-paired one-shot LLM generation scoring 37.4, and accepted IEEE Wireless Communications Letters papers","not stated","synthetic","an average score of 68.5 against 37.4 for the topic-paired one-shot LLM baseline, a 31.1-point improvement on a 100-point rubric","WARA can already construct a clearer optimization research structure","M1","the authors state the remaining gap to accepted peer-reviewed wireless papers lies mainly in experimental depth and evidence maturity","https://github.com/guoyuan-dotcom/WARA_CUHKSZ","full-text","harvest"
"doi:10.48550/arxiv.2509.18178","core","Foam-Agent","https://doi.org/10.48550/arxiv.2509.18178","Foam-Agent 2.0: An End-to-End Composable Multi-Agent Framework for Automating CFD Simulation in OpenFOAM","Ling Yue; Nithin Somasekharan; Zhang, Tingwen; Yadi Cao; Shaowu Pan","2025","arXiv (Cornell University)","preprint","solver_control","","end-to-end automation of OpenFOAM CFD cases from a single natural-language prompt","tool-calling;code-execution;planning;task-decomposition;self-reflection;retrieval;role-specialisation;simulator-in-the-loop;guardrails-validation","multi-agent-hierarchical","Claude 3.5 Sonnet and GPT-4o","OpenFOAM solvers with blockMesh and snappyHexMesh, the Gmsh Python API, ParaView/PyVista scripts, Slurm submission on Perlmutter, FAISS vector indices and MCP functions","a 110-case OpenFOAM benchmark across 11 physics categories scored by executable success rate, two LLMs, ablations on the reviewer node, file dependency and retrieval, plus qualitative case studies","MetaOpenFOAM and OpenFOAMGPT-Alt","not stated","benchmark","88.2% success rate with Claude 3.5 Sonnet against 55.5% for MetaOpenFOAM and 37.3% for OpenFOAMGPT-Alt","Foam-Agent establishes a foundation for scalable and trustworthy scientific automation.","M2","the authors state essentially no limitations, offering only future directions - extending its modular services to other solvers and enhancing physics coverage","https://github.com/csml-rpi/Foam-Agent","full-text","harvest"
"arxiv:2602.11666","core","PhyNiKCE","http://arxiv.org/abs/2602.11666","PhyNiKCE: A Neurosymbolic Agentic Framework for Autonomous Computational Fluid Dynamics","E Fan; Lisong Shi; Zhengtong Li; Chih‐Yung Wen","2026","arXiv (Cornell University)","preprint","solver_control","","autonomous setup, execution and error-repair of OpenFOAM CFD cases with symbolic enforcement of physical and numerical consistency","tool-calling;code-execution;planning;self-reflection;retrieval;guardrails-validation;simulator-in-the-loop","agent-plus-simulator","Gemini-2.5-Pro and Gemini-2.5-Flash","OpenFOAM simpleFoam, rhoCentralFoam and sonicFoam with fvSchemes, fvSolution and boundary dictionaries; a symbolic knowledge base built from about 400 OpenFOAM tutorial cases; five deterministic retrievers","a four-configuration ablation over a 13-setup matrix of NACA 0012 airfoil and de Laval nozzle cases across three solvers and three RANS models, 340 runs, scored on execution rate and accuracy against published experimental data","the ChatCFD architecture re-implemented on Gemini, plus a standard vector RAG naive baseline","yes","benchmark","51% accuracy against 26% for the baseline, a 96% relative improvement; execution rate 81%; reflection rounds cut from 22.11 to 9.06","This architecture offers a scalable, auditable paradigm for Trustworthy Artificial Intelligence in broader industrial automation.","M2","the authors break down the 49% of failing cases as 10% semantically misaligned but runnable, 32% simulation-halting errors terminating on divergence or unphysical results with root cause ambiguity, and 7% exceeding the reflection threshold, and conclude that the bottleneck is no longer model capability but the density and structure of the domain-specific knowledge base","https://github.com/EarlFan/ChatCFD","full-text","harvest"
"doi:10.48550/arxiv.2511.03852","core","GAIA","https://doi.org/10.48550/arxiv.2511.03852","Advancing Subsurface Discovery and Geothermal Monitoring with an Agentic Artificial Intelligence Framework","Randy Harsuko; Zhen Bi; Chen, Guodong; Rie Nakata","2025","arXiv (Cornell University)","preprint","geoenergy_subsurface","","assistance and automation across geothermal field development - knowledge retrieval, inverse-algorithm discovery and automated seismic monitoring","tool-calling;code-execution;planning;task-decomposition;retrieval;human-in-the-loop;physics-solver-in-the-loop","agent-plus-database","Gemma4-26B-A4B-IT, with CodeGemma for visualisation code and Gemini 3.1 as judge","OpenEvolve, ObsPy-based seismic routines (STA/LTA and an ML phase picker, Geiger location, Richter magnitude, ETAS forecasting), CodeGemma-generated Plotly code and a LanceDB vector store over 5,000+ papers","a RAGAS-generated geothermal QA benchmark judged by Gemini 3.1, a synthetic fracture-network inverse problem comparing GAIA plus AlphaEvolve against AlphaEvolve with a fixed prompt over 10 runs, and qualitative walkthroughs of four seismic monitoring tasks","Gemma 3 and Gemma 4 without RAG; vanilla AlphaEvolve with a fixed prompt; an initial naive random-search inverse algorithm","not stated","synthetic","combined score 0.6532 against 0.6491 for AlphaEvolve and 0.6142 for the initial algorithm; up to 1.5x improvement in response accuracy and 3.1x in faithfulness on the QA benchmark","GAIA represents a pioneering application of agentic RAG workflows in geothermal field development.","M1","the authors state GAIA plus AlphaEvolve did not optimize the evaluator, that the fracture-network problem under-represents real world scenarios, and that the distinguishing feature is not higher accuracy of the underlying algorithms but the autonomous orchestration","not stated","full-text","harvest"
"doi:10.48550/arxiv.2608.29665","core","Bhandari2026-local-agentic-dft-audit","https://doi.org/10.48550/arxiv.2608.29665","Evaluating a 4B open-weights local LLM for agentic DFT workflows: a literature reproducibility audit","Shambhu Bhandari Sharma","2026","arXiv (Cornell University)","preprint","computational_discovery","","fully local agentic pipeline extracting DFT parameters from literature, translating them into SIESTA inputs and driving relaxations to convergence to audit reproducibility","tool-calling;code-execution;planning;retrieval;role-specialisation;guardrails-validation;physics-solver-in-the-loop","pipeline-with-agent","qwen3:4b open weights, run locally via Ollama on an RTX 3050 Laptop and a Tesla T4","SIESTA 5.4.2 with ONCVPSP/PSML pseudopotentials, the OpenAlex API, PDF parsers, Pydantic validation and a read-only allow-list of tools with programmatically bound arguments","a corpus audit of 57 first-principles studies of pentagonal 2D materials, with the extractor scored against 201 hand-labelled expert judgements and published lattice constants recomputed","none external; comparisons across hardware and quantisation configurations and against expert hand labels and published values","yes","benchmark","mean absolute relative error of 2.3% on 8 matched lattice-constant comparisons; extractor 95.7% precision and 67.3% recall; only 19 of the 57 studies (33.3%) reproducible in principle","establishing that lightweight open-weights models can reliably drive autonomous agentic workflows when bounded by deterministic code gates.","M2","the authors state that qwen3:4b possesses usable semantic competence but severe structural fragility necessitating rigid programmatic gates, that evidence grounding bounds fabrication but permits misattribution which the pipeline cannot detect, and that the Critic occasionally failed to return a schema-valid object leaving verdicts unreviewed","https://github.com/shambhubhandari/Agentic-Workflow","full-text","harvest"
"doi:10.2139/ssrn.4921381","core","MetaOpenFOAM","https://doi.org/10.2139/ssrn.4921381","Metaopenfoam: An Llm-Based Multi-Agent Framework for Cfd","Yuxuan Chen; Xu Zhu; Hua Zhou; Zhuyin Ren","2024","SSRN Electronic Journal","preprint","solver_control","","generating and running complete OpenFOAM cases from natural-language requirements alone","tool-calling;code-execution;task-decomposition;self-reflection;retrieval;role-specialisation;human-in-the-loop;simulator-in-the-loop","multi-agent-flat","GPT-4o, MetaGPT v0.8.0, temperature 0.01","OpenFOAM 10 solvers and Allrun scripts, LangChain with a FAISS vector store over OpenFOAM tutorials and command documentation, ParaView","a self-proposed benchmark of eight natural-language CFD tasks derived from OpenFOAM tutorials, n=10 runs each, with five metrics and ablations removing the Reviewer role, the review-architecture action and RAG","none external; ablated variants of itself scoring 27.5%, 70% and 0% pass@1","no","benchmark","pass@1 rate of 85%, average executability 3.6, each test case costing $0.22 on average","MetaOpenFOAM is revolutionary","M2","the authors state MetaOpenFOAM cannot directly recognise data requiring secondary calculation such as Reynolds number, that for complex geometries and boundary conditions natural language inputs alone are insufficient so human participation is needed, and that similarity match may fail due to inaccurate user requirements or an inadequate database","https://github.com/Terry-cyx/MetaOpenFOAM","full-text","harvest"
