"identity_key","decision","tier","subfield","cut_reason","from_audit_sample","note"
"doi:10.5281/zenodo.20286597","out","","","not-a-source","no","speculative engineering compendium"
"doi:10.5281/zenodo.18346658","out","","","pre-llm-only","no","agent-based socio-hydrological model; agents are simulated households"
"doi:10.5194/egusphere-egu26-20914","in","context","engineering_geology","","no","EGU abstract; conversational agent over slope stability monitoring data"
"doi:10.2118/223828-ms","in","context","reservoir_engineering","","no","AI Drilling Agent trained in a drilling simulation environment for autonomous decisions"
"doi:10.3390/app16168089","in","context","reservoir_engineering","","no","distilled mixture-of-experts agent for drilling report consistency verification"
"doi:10.4043/36352-ms","in","context","reservoir_engineering","","no","X.brain enterprise AI engine at PTTEP"
"arxiv:2601.21096","out","","","not-geoscience","no","compiler heuristic discovery"
"doi:10.2118/0426-0013-jpt","out","","","not-a-source","no","technology digest column"
"doi:10.5281/zenodo.21603249","out","","","not-geoscience","no","agent runtime security baseline; CCS acronym collision"
"title:aiassistedtechscoutingforcarboncaptureattirolerrohreauthoranetamertovba","out","","","not-geoscience","no","industrial technology scouting with a chat assistant"
"doi:10.3389/fsci.2026.1863571","out","","","not-geoscience","no","soil science perspective; pedology rather than solid-earth"
"doi:10.5281/zenodo.21864187","out","","","not-geoscience","no","HTN planning artifact for HPC service orchestration"
"doi:10.3997/2214-4609.2024637030","in","context","ccs","","no","LLM-based framework for life-cycle subsurface uncertainty quantification in geoenergy and storage"
"doi:10.48448/7mst-9g80","out","","","not-geoscience","no","topic description generation for scientific corpora"
"doi:10.48550/arxiv.2503.11517","out","","","not-geoscience","no","prompt injection defence"
"doi:10.1016/j.oregeorev.2026.107411","in","core","mining","","no","OntoGRC; generate-reflect-correct prompting loop for mineral exploration knowledge extraction"
"arxiv:2605.07640","out","","","not-agentic","no","benchmark of multimodal models for remote-sensing lithology; a benchmark, not a system"
"doi:10.1016/j.sandf.2026.101863","out","","","not-a-source","no","special issue foreword"
"doi:10.48550/arxiv.2606.18661","in","core","engineering_geology","","no","LandslideAgent; instruction-driven domain-rule-augmented agent with the LandslideBench multimodal benchmark"
"doi:10.5194/egusphere-egu26-4351","out","","","not-agentic","no","global landslide susceptibility model"
"doi:10.5194/egusphere-2026-1960-cec1","out","","","not-a-source","no","editor comment on a preprint"
"doi:10.5194/egusphere-2026-1960-rc1","out","","","not-a-source","no","referee comment on a preprint"
"doi:10.5194/egusphere-2026-1960-ac1","out","","","not-a-source","no","author reply to a comment"
"doi:10.1002/hyp.70108","out","","","not-agentic","no","historical essay on literature searching"
"doi:10.5281/zenodo.21769281","out","","","not-a-source","no","single-paragraph earthquake forecast deposit with no method description"
"doi:10.1190/int-2025-0046","out","","","pre-llm-only","no","deep Q-network drilling policy; no language model"
"doi:10.69894/20250201","in","context","seismology","","no","trade news reporting AI agents in seismic interpretation at a named operator"
"doi:10.5281/zenodo.20531972","out","","","not-a-source","no","legal notice deposit"
"doi:10.1145/3698364.3709129","out","","","not-geoscience","no","chip design; 'seismic shift' metaphor"
"doi:10.5281/zenodo.21005444","out","","","not-geoscience","no","code analysis agent release"
"doi:10.18311/2meoga/2025/v2i4/52765","out","","","not-geoscience","no","commodity trade and economics"
"doi:10.5281/zenodo.20561215","out","","","not-a-source","no","legal notice deposit"
"doi:10.5281/zenodo.20363990","out","","","not-geoscience","no","swarm robotics patent disclosure"
"doi:10.5281/zenodo.19257328","out","","","not-a-source","no","podcast episode"
"doi:10.5281/zenodo.19362190","out","","","not-a-source","no","podcast episode"
"doi:10.5281/zenodo.17762198","out","","","not-a-source","no","speculative architecture deposit"
"doi:10.1680/jcien.2026.179.5.2","out","","","not-a-source","no","journal editorial"
"doi:10.5194/egusphere-egu26-20010","in","context","hydrogeology","","no","GWFlowAI; location-based AI framework querying public Indian groundwater datasets"
"doi:10.59256/ijrtmr.20260604041","out","","","not-geoscience","no","smart water management review"
"doi:10.5281/zenodo.17836595","out","","","not-a-source","no","speculative economics deposit"
"doi:10.3997/2214-4609.202637011","out","","","not-agentic","no","deep learning surrogate for geothermal heat transport"
"doi:10.5281/zenodo.22055351","out","","","not-geoscience","no","agent evidence MCP server; CCS acronym collision"
"doi:10.5281/zenodo.22062491","out","","","not-geoscience","no","agent evidence MCP server; CCS acronym collision"
"doi:10.1109/cine68769.2026.11502944","out","","earth_observation","periphery","no","drone imagery forest carbon stock estimation"
"doi:10.6084/m9.figshare.32407080","out","","","not-geoscience","no","agent governance protocol"
"doi:10.5281/zenodo.20661889","out","","","not-geoscience","no","agent governance protocol"
"doi:10.5281/zenodo.20029193","out","","","not-geoscience","no","tokenised treasury automation"
"doi:10.5194/egusphere-egu24-628","in","context","mining","","no","AGEMERA platform for critical raw material exploration"
"doi:10.5281/zenodo.19286774","out","","","not-a-source","no","podcast episode"
"doi:10.71366/ijwos03082654990","out","","climate_atmosphere","periphery","no","weather forecasting with agentic AI"
"doi:10.48550/arxiv.2604.07681","out","","","not-geoscience","no","materials screening orchestration"
"doi:10.22541/essoar.15007515/v1","out","","climate_atmosphere","periphery","no","tool-using LM for geomagnetic observatory data access; geomagnetism rather than subsurface"
"arxiv:2607.04569","out","","","not-geoscience","no","home energy management"
"doi:10.48550/arxiv.2601.01891","out","","earth_observation","periphery","no","review of agentic AI in remote sensing"
"doi:10.20944/preprints202608.1861.v1","out","","earth_observation","periphery","no","review of foundation models and agents in geographic science"
"doi:10.1109/escience65000.2025.00084","out","","earth_observation","periphery","no","conversational narratives over forest data"
"doi:10.5194/egusphere-egu26-13454","out","","earth_observation","periphery","no","SeaScope maritime monitoring"
"doi:10.5194/wbf2026-553","out","","earth_observation","periphery","no","AI inference service in Earth digital twins"
"doi:10.48550/arxiv.2511.20109","out","","climate_atmosphere","periphery","no","CLIMATEAGENT climate data science orchestration"
"doi:10.5281/zenodo.19521074","out","","","not-geoscience","no","attribution forensics architecture"
"doi:10.1016/j.egyai.2026.100828","out","","","not-geoscience","no","wind turbine condition monitoring"
"arxiv:2602.15325","out","","","not-geoscience","no","agricultural reasoning agents"
"arxiv:2606.17246","out","","earth_observation","periphery","no","GeoDisaster benchmark for disaster geo-intelligence agents"
"doi:10.5281/zenodo.20051012","out","","","not-a-source","no","conference announcement"
"doi:10.1109/cait70489.2026.11553641","out","","earth_observation","periphery","no","multi-agent satellite remote sensing workflow planning"
"doi:10.5194/egusphere-egu26-22037","out","","earth_observation","periphery","no","agentic natural hazard assessment and decision support"
"doi:10.14711/thesis-hdl167707","out","","climate_atmosphere","periphery","no","thesis on multi-agent climate data science workflows"
"doi:10.5281/zenodo.19593419","out","","","not-a-source","no","conference announcement"
"doi:10.1109/igarss55030.2025.11243915","out","","earth_observation","periphery","no","multi-agent geospatial copilots"
"doi:10.1049/icp.2025.2536","out","","","not-geoscience","no","smart home energy optimisation"
"doi:10.48448/y1zq-8p90","out","","earth_observation","periphery","no","LLM agents for earth observation"
"doi:10.3390/rs18172849","out","","earth_observation","periphery","no","SeaScope maritime earth observation framework"
"arxiv:2605.11633","out","","earth_observation","periphery","no","benchmark of geospatial reasoning in emergency operations"
"doi:10.5281/zenodo.18549853","out","","","not-geoscience","no","national AI infrastructure strategy"
"doi:10.1016/j.atech.2025.101640","out","","","not-geoscience","no","cotton farming and irrigation advisor"
"doi:10.5281/zenodo.20407492","out","","earth_observation","periphery","no","agentic workflow architecture for environmental remote sensing"
"doi:10.48550/arxiv.2608.30672","out","","earth_observation","periphery","no","HiRS-Agent hierarchical remote sensing agents"
"doi:10.12677/gst.2026.143025","out","","earth_observation","periphery","no","multi-agent workflow for remote sensing interpretation"
"doi:10.31223/x5tn59","out","","earth_observation","periphery","no","agentic LLM workflows for earth observation and their evaluation gap"
"doi:10.51583/ijltemas.2026.150500100","out","","ocean","periphery","no","Argo oceanographic data conversational retrieval"
"doi:10.1609/aaai.v39i17.33989","out","","","not-geoscience","no","general time series event prediction"
"doi:10.1080/20964471.2025.2600178","out","","earth_observation","periphery","no","LLM multi-agent system for remote sensing analysis"
"doi:10.3390/s26031070","out","","earth_observation","periphery","no","multi-agent wildfire insight architecture"
"arxiv:2602.02559","out","","earth_observation","periphery","no","training-free multi-agent earth observers"
"doi:10.5194/egusphere-egu26-10390","out","","earth_observation","periphery","no","context-aware agent for forest multi-sensor data"
"doi:10.48550/arxiv.2606.13148","out","","earth_observation","periphery","no","TerraBench heterogeneous earth-system reasoning benchmark"
"doi:10.1109/icaiqsa67794.2025.11440385","out","","","not-geoscience","no","agentic AI across drug design and materials"
"doi:10.5194/egusphere-egu26-15002","out","","climate_atmosphere","periphery","no","federated agentic workflows for numerical weather prediction"
"doi:10.5281/zenodo.22286093","out","","","not-geoscience","no","environmental health information system"
"doi:10.5281/zenodo.21369399","out","","","not-geoscience","no","philosophy of scientific discovery"
"doi:10.1016/j.autcon.2025.106341","out","","earth_observation","periphery","no","LLM agent for urban change analysis from imagery"
"doi:10.5194/isprs-archives-xlix-b3-2026-1419-2026","out","","earth_observation","periphery","no","risk-aware agents for geospatial data retrieval"
"doi:10.5194/epsc2026-276","out","","planetary","periphery","no","agentic toolkit for exoplanet research"
"arxiv:2604.24919","out","","earth_observation","periphery","no","challenges and directions for agentic remote sensing"
"doi:10.71097/ijsat.v17.i3.11399","out","","earth_observation","periphery","no","multi-agent hyperspectral terrain triage"
"doi:10.48550/arxiv.2505.23752","out","","earth_observation","periphery","no","ThinkGeo tool-augmented agent evaluation"
"doi:10.48550/arxiv.2505.07236","out","","earth_observation","periphery","no","UAV-CodeAgents mission planning"
"doi:10.48550/arxiv.2602.04712","out","","earth_observation","periphery","no","SAR visual question answering"
"arxiv:2606.31976","out","","earth_observation","periphery","no","TreeAgent forestry bias labelling"
"doi:10.5281/zenodo.20674053","out","","earth_observation","periphery","no","agentic framework software release"
"doi:10.5194/egusphere-egu25-16905","out","","climate_atmosphere","periphery","no","FrevaGPT JupyterLab copilot for climate analysis"
"title:mallitasonviiveenoptimointiagenttimaisissatekolyjrjestelmisssennustedatakontekstissa","out","","climate_atmosphere","periphery","no","thesis on latency in agentic systems over weather forecast data"
"doi:10.48550/arxiv.2602.21351","out","","ocean","periphery","no","hierarchical multi-agent discovery over geoscientific data archives"
"doi:10.1016/j.rsase.2026.102136","out","","earth_observation","periphery","no","JEPA foundation models for agentic hydrologic reasoning"
"doi:10.38094/jastt605741","out","","earth_observation","periphery","no","multi-agent cloud detection"
"doi:10.52202/085713-5476","out","","","not-geoscience","no","image super-resolution agent"
"arxiv:2606.31831","out","","","not-geoscience","no","plant phenotyping"
"doi:10.48550/arxiv.2504.04319","out","","earth_observation","periphery","no","Geo-OLM cost-efficient earth observation agents"
"doi:10.5194/egusphere-egu26-5722","out","","earth_observation","periphery","no","LLMs for earth observation data discovery"
"doi:10.48550/arxiv.2601.05256","out","","earth_observation","periphery","no","Naiad inland water monitoring"
"doi:10.48550/arxiv.2609.01289","out","","earth_observation","periphery","no","agentic hyperspectral unmixing"
"doi:10.2139/ssrn.6817719","out","","earth_observation","periphery","no","foundation model fleet for agentic hydrologic intelligence"
"doi:10.1016/j.eng.2025.10.027","out","","earth_observation","periphery","no","multi-agent algorithm design for satellite scheduling"
"doi:10.3390/jimaging11110395","out","","earth_observation","periphery","no","weather domain shift agent for aerial imagery"
"doi:10.1109/mgrs.2025.3592035","out","","earth_observation","periphery","no","workshop highlights on foundation models for earth observation"
"doi:10.65262/q1cdwg98","out","","earth_observation","periphery","no","4D GIS visualisation of agentic models"
"doi:10.55041/ijsrem24893","out","","","not-geoscience","no","general scientific discovery copilot"
"doi:10.17632/ths89v4wch","out","","earth_observation","periphery","no","data deposit for a prompt-defined agent workflow"
"doi:10.1109/cait70489.2026.11553889","out","","earth_observation","periphery","no","tool use reliability in remote sensing agents"
"doi:10.3390/ijgi15060238","out","","earth_observation","periphery","no","tool-augmented agent for Doppler lidar workflows"
"doi:10.14279/depositonce-26188","out","","earth_observation","periphery","no","DA4DTE agentic access to digital twins of Earth"
"doi:10.22541/au.175346055.53428479/v1","out","","","duplicate","no","preprint of the IEEE GRS Magazine workshop highlights"
"arxiv:2605.17792","out","","earth_observation","periphery","no","HydroAgent hydrologic model calibration"
"doi:10.5281/zenodo.19908777","out","","","not-a-source","no","conference announcement"
"doi:10.1145/3805622.3810785","out","","earth_observation","periphery","no","collaborative annotation of satellite imagery"
"doi:10.3390/s26123844","out","","earth_observation","periphery","no","LLM-assisted satellite downlink scheduling"
"doi:10.5194/isprs-archives-xlix-b3-2026-1427-2026","out","","earth_observation","periphery","no","multilingual GeoAI for remote sensing analysis"
"doi:10.1109/incowoco68239.2025.11407254","out","","earth_observation","periphery","no","hierarchical LLM change detection"
"doi:10.1109/jstars.2026.3711506","out","","earth_observation","periphery","no","geo-foundation model wetland mapping"
"doi:10.48550/arxiv.2606.07697","out","","climate_atmosphere","periphery","no","autonomous AI scientist for atmospheric research"
"doi:10.48550/arxiv.2511.22767","out","","climate_atmosphere","periphery","no","cloudburst prediction and response"
"doi:10.5281/zenodo.20383669","out","","","not-geoscience","no","research productivity architecture"
"doi:10.48550/arxiv.2605.25141","out","","","not-geoscience","no","renewable energy forecasting review"
"doi:10.5194/egusphere-egu26-13612","out","","climate_atmosphere","periphery","no","LLMs in climate and geoscientific data workflows"
"doi:10.1109/fllm67465.2025.11391213","out","","","not-geoscience","no","agricultural ecosystem agents"
"doi:10.48550/arxiv.2510.04017","out","","climate_atmosphere","periphery","no","Zephyrus agentic framework for weather science"
"doi:10.1109/tgrs.2025.3532594","out","","earth_observation","periphery","no","RescueADI autonomous disaster interpretation"
"doi:10.1145/3701716.3716885","out","","","not-geoscience","no","fairness in knowledge retrieval"
"doi:10.20944/preprints202501.0946.v1","out","","","not-geoscience","no","embodied co-creation agent"
"doi:10.1145/3748636.3763225","out","","","not-geoscience","no","cancer prevalence estimation"
"doi:10.20944/preprints202601.2236.v2","out","","earth_observation","periphery","no","survey of agentic AI for geospatial data"
"doi:10.20944/preprints202601.2236.v1","out","","","duplicate","no","version 1 of the agentic geospatial survey"
"doi:10.1016/j.asoc.2026.114576","out","","earth_observation","periphery","no","LLM agent for urban environment change analysis"
"doi:10.1109/jstars.2026.3655557","out","","earth_observation","periphery","no","remote sensing knowledge graph construction"
"doi:10.1109/tgrs.2026.3710264","out","","earth_observation","periphery","no","agent-enhanced satellite order dispatching"
"arxiv:2606.07538","out","","earth_observation","periphery","no","tool retrieval for remote sensing agents"
"doi:10.1109/igarss55030.2025.11243605","out","","earth_observation","periphery","no","urban park monitoring agents"
"doi:10.36347/sjet.2025.v13i12.006","out","","","not-a-source","no","pan-disciplinary omnibus review"
"title:agadvisor","out","","","not-geoscience","no","agricultural advisory system"
"doi:10.1080/13658816.2026.2715051","out","","earth_observation","periphery","no","OGSAgent MCP-based GIServices collaboration"
"doi:10.5281/zenodo.20210310","out","","","not-geoscience","no","AI education platform analysis"
"doi:10.1109/taes.2025.3649185","out","","earth_observation","periphery","no","foundation model object detection in aerial imagery"
"doi:10.5281/zenodo.20529921","out","","earth_observation","periphery","no","data deposit for spatiotemporal fusion"
"doi:10.6084/m9.figshare.33256173.v1","out","","earth_observation","periphery","no","vision-language spatiotemporal alignment for super-resolution"
"doi:10.1109/agro-geoinformatics70621.2026.11667632","out","","earth_observation","periphery","no","multi-agent remote sensing data recommendation"
"doi:10.1007/s00530-026-02333-7","out","","earth_observation","periphery","no","adversarial LLM framework for remote sensing image analysis"
"doi:10.48550/arxiv.2607.02387","out","","earth_observation","periphery","no","agentic search for earth observation data discovery"
"doi:10.5281/zenodo.19006417","out","","earth_observation","periphery","no","natural language to PostGIS agentic evaluation set"
"doi:10.14569/ijacsa.2024.0150931","out","","earth_observation","periphery","no","tree-of-thought prompting for mission analysis"
"doi:10.5281/zenodo.20631487","out","","earth_observation","periphery","no","HydroJEPA agentic hydrologic intelligence"
"doi:10.3390/rs18091308","out","","earth_observation","periphery","no","foundation model leaf area index retrieval"
"doi:10.5194/egusphere-egu26-13942","out","","earth_observation","periphery","no","urban land cover mapping framework"
"doi:10.48550/arxiv.2601.11354","out","","planetary","periphery","no","agentic planning benchmark for space problems"
"doi:10.48550/arxiv.2511.23387","out","","climate_atmosphere","periphery","no","hierarchical agent system for weather forecast reporting"
"doi:10.48550/arxiv.2608.24954","out","","climate_atmosphere","periphery","no","AI scientist for weather service forecast discussions"
"doi:10.48550/arxiv.2512.11819","out","","climate_atmosphere","periphery","no","modular agent system for weather interpretation"
"doi:10.48550/arxiv.2510.02359","out","","climate_atmosphere","periphery","no","Emission-GPT emission inventory agent"
"doi:10.48550/arxiv.2606.17076","out","","climate_atmosphere","periphery","no","CMIP-Forge self-reviewing climate science agent"
"arxiv:2603.11515","out","","","not-geoscience","no","HPC design space exploration"
"doi:10.1609/aaaiss.v8i1.42579","out","","","not-geoscience","no","state machine agents for physical science reasoning"
"doi:10.1016/j.ese.2025.100608","out","","climate_atmosphere","periphery","no","fine-tuned LLMs for environmental challenges"
"doi:10.1109/cvprw63382.2024.00063","out","","earth_observation","periphery","no","GeoLLM-Engine geospatial copilot environment"
"doi:10.48550/arxiv.2408.15769","out","","","not-geoscience","no","survey of multimodal model evaluation"
"doi:10.1007/s41324-026-00670-3","out","","earth_observation","periphery","no","review of LLMs in geomatics"
"doi:10.1109/lgrs.2026.3663856","out","","earth_observation","periphery","no","LLM reasoning for remote sensing scene interpretation"
"doi:10.5194/egusphere-egu26-20206","out","","earth_observation","periphery","no","EVE agentic earth observation ecosystem"
"arxiv:2603.17626","out","","earth_observation","periphery","no","multi-agent building age cohort mapping"
"doi:10.48550/arxiv.2604.07956","out","","earth_observation","periphery","no","multi-agent industry classification from geographic data"
"doi:10.20944/preprints202608.1840.v1","out","","earth_observation","periphery","no","survey of reasoning in remote sensing"
"doi:10.5281/zenodo.20693018","out","","earth_observation","periphery","no","urban heat island agentic pipeline"
"doi:10.3390/rs18101509","out","","earth_observation","periphery","no","review of UAV embodied AI"
"arxiv:2603.19858","out","","earth_observation","periphery","no","onboard multi-agent crisis response"
"doi:10.48550/arxiv.2511.17198","out","","earth_observation","periphery","no","hierarchical task abstraction for domain agents"
"doi:10.48550/arxiv.2501.14101","out","","","not-geoscience","no","streaming retrieval framework"
"doi:10.48448/nc2s-6k89","out","","","not-geoscience","no","fuel logistics simulation"
"doi:10.5281/zenodo.19360737","out","","","not-a-source","no","podcast episode"
"doi:10.52202/085713-2513","out","","","not-geoscience","no","live visual knowledge updating"
"doi:10.70917/ijcisim-2026-4286","out","","earth_observation","periphery","no","terrain descriptors and verifiable orchestration"
"doi:10.5281/zenodo.20287041","out","","","duplicate","no","Zenodo deposit of the TheDe datacube abstract"
"doi:10.1109/icassp55912.2026.11460536","out","","","not-geoscience","no","spatial reasoning benchmark on top-view maps"
"doi:10.1109/tgrs.2026.3724339","out","","earth_observation","periphery","no","RemoteAgent reinforcement-learned agentic multimodal models"
"doi:10.31223/x54z09","out","","earth_observation","periphery","no","LLM-powered desktop GIS plugins"
"doi:10.48550/arxiv.2605.24784","out","","earth_observation","periphery","no","GRAIL satellite data workflow translation"
"arxiv:2604.18715","out","","earth_observation","periphery","no","AlphaEarth embedding geometry for environmental reasoning"
"doi:10.82419/404","out","","","not-geoscience","no","source monitoring in multi-agent systems"
"doi:10.5281/zenodo.17862049","out","","climate_atmosphere","periphery","no","Noah-Agent parameterisation of Fortran climate models"
"doi:10.48550/arxiv.2603.07940","out","","","not-geoscience","no","essay on AI agents in science"
"doi:10.22541/au.175641355.59755488/v1","out","","","not-geoscience","no","foundation models accelerating science"
"doi:10.48550/arxiv.2511.20694","out","","planetary","periphery","no","heliophysics agentic reasoning benchmark"
"arxiv:2607.15781","out","","earth_observation","periphery","no","multi-agent FAIRness evaluation of geospatial datasets"
"doi:10.1016/j.ecoinf.2026.103990","out","","ocean","periphery","no","RAG exploration of Argo oceanographic data"
"doi:10.5281/zenodo.21719956","out","","ocean","periphery","no","E3SM polaris software release"
"doi:10.48550/arxiv.2509.22658","out","","","not-geoscience","no","domain document retrieval evaluation"
"doi:10.5194/isprs-archives-xlviii-1-w2-2023-1729-2023","out","","earth_observation","periphery","no","TREE-GPT forest remote sensing expert system"
"doi:10.48550/arxiv.2310.02031","out","","ocean","periphery","no","OceanGPT domain language model"
"doi:10.1016/j.aiig.2025.100105","out","","earth_observation","periphery","no","zero-shot segmentation of remote sensing imagery"
"doi:10.1080/17538947.2025.2519999","out","","earth_observation","periphery","no","Chat-RSC interactive image classification"
"doi:10.1021/acs.est.5c10297","out","","climate_atmosphere","periphery","no","evaluation of LLMs on atmospheric datasets"
"doi:10.1109/tgrs.2026.3700605","out","","earth_observation","periphery","no","LLM-coordinated satellite task scheduling"
"doi:10.2139/ssrn.5362724","out","","earth_observation","periphery","no","solar photovoltaic assessment with an LLM"
"doi:10.1038/s41598-025-31346-x","out","","earth_observation","periphery","no","knowledge graph reasoning for semantic segmentation"
"doi:10.1109/mipr62202.2024.00072","out","","earth_observation","periphery","no","foundation model adaptation for damaged building assessment"
"doi:10.1145/3675888.3676146","out","","","not-geoscience","no","campus navigation assistant"
"doi:10.1109/tkde.2026.3674110","out","","ocean","periphery","no","ocean knowledge graph for sea surface temperature prediction"
"doi:10.2139/ssrn.7227564","out","","earth_observation","periphery","no","agentic urban heat island mapping from satellite imagery"
"doi:10.2139/ssrn.6083501","out","","earth_observation","periphery","no","explainable agent for remote sensing image classification"
"arxiv:2604.12772","out","","earth_observation","periphery","no","multi-agent detection of news events in satellite imagery"
"arxiv:2601.06064","out","","","not-geoscience","no","socio-technical analysis of agentic AI"
"doi:10.48550/arxiv.2606.18271","out","","earth_observation","periphery","no","in-orbit zero-shot vision-language model"
"doi:10.3389/fsci.2026.1860463","out","","","not-geoscience","no","soil science research agents; pedology"
"doi:10.5281/zenodo.19490667","out","","","not-a-source","no","geopolitical commentary deposit"
"doi:10.22541/essoar.15004148/v1","out","","earth_observation","periphery","no","LLM spectrum management for earth observation systems"
"doi:10.1109/iccv51701.2025.02091","out","","earth_observation","periphery","no","LLM semantic guidance for sparsely annotated detection"
"doi:10.48550/arxiv.2504.12345","out","","earth_observation","periphery","no","causal inference for urban science"
"doi:10.48550/arxiv.2607.03591","out","","","not-geoscience","no","accident video responsibility estimation"
"doi:10.5194/egusphere-egu26-21700","out","","earth_observation","periphery","no","segmentation benchmarking for geospatial foundation models"
"doi:10.5194/egusphere-egu26-15955","out","","earth_observation","periphery","no","LLM screening workflow for land-use evidence synthesis"
"arxiv:2601.04497","out","","earth_observation","periphery","no","vision-language agents for forest change analysis"
"doi:10.48550/arxiv.2601.14637","out","","","duplicate","no","repository version of the Forest-Chat vision-language agent paper"
"doi:10.55041/ijsrem60346","out","","","not-geoscience","no","precision agriculture decision support"
"doi:10.5281/zenodo.20248585","out","","","not-a-source","no","governance doctrine deposit"
"doi:10.5281/zenodo.19648682","out","","","not-geoscience","no","crop management multi-agent system"
"arxiv:2606.11356","out","","ocean","periphery","no","LLM-assisted porting of an ocean circulation model"
"doi:10.5194/egusphere-egu24-18493","out","","ocean","periphery","no","LLMs for the ocean science community"
"doi:10.1109/tgrs.2024.3365825","out","","earth_observation","periphery","no","foundation model change detection"
"doi:10.18355/xl.2024.17.01.01","out","","","not-geoscience","no","creative writing assistance"
"doi:10.1109/cvprw63382.2024.00283","out","","earth_observation","periphery","no","few-shot semantic segmentation in remote sensing"
"doi:10.1109/tgrs.2025.3584094","out","","earth_observation","periphery","no","distillation for remote sensing change detection"
"doi:10.65109/hfzd6332","out","","earth_observation","periphery","no","MapBot multi-modal geospatial agent"
"doi:10.1016/j.compag.2026.111523","out","","","not-geoscience","no","crop parcel delineation"
"doi:10.5194/egusphere-egu26-10473","out","","earth_observation","periphery","no","VisCritic-GIS multi-agent geospatial reasoning"
"doi:10.1145/3748636.3762765","out","","earth_observation","periphery","no","GeoPandas-AI stateful code assistant"
"doi:10.1109/icassp55912.2026.11462783","out","","earth_observation","periphery","no","benchmark of multi-agent change understanding"
"doi:10.5281/zenodo.21770340","out","","","not-geoscience","no","geography teaching study"
"doi:10.1109/tpami.2026.3718699","out","","earth_observation","periphery","no","RingMo-Agent multi-platform remote sensing foundation model"
"doi:10.1109/conecct65861.2025.11306764","out","","earth_observation","periphery","no","knowledge graph agent for satellite image querying"
"doi:10.48550/arxiv.2605.12375","out","","","not-geoscience","no","agricultural yield forecast correction"
"doi:10.1016/j.eehl.2026.100266","out","","","not-a-source","no","editorial call for submissions"
"doi:10.48550/arxiv.2604.10591","out","","earth_observation","periphery","no","semantically grounded remote sensing foundation models"
"doi:10.48550/arxiv.2606.04433","out","","","not-geoscience","no","stateful visual encoders"
"arxiv:2606.20177","out","","earth_observation","periphery","no","negation comprehension in remote sensing models"
"arxiv:2604.08896","out","","earth_observation","periphery","no","GeoMMBench and GeoMMAgent for geoscience and remote sensing"
"doi:10.1109/tgrs.2026.3709816","out","","earth_observation","periphery","no","change captioning with SAM guidance"
"doi:10.5194/isprs-archives-xlix-b1-2026-599-2026","out","","earth_observation","periphery","no","tree crown segmentation comparison"
"doi:10.48550/arxiv.2602.18765","out","","earth_observation","periphery","no","nationwide urban village mapping"
"doi:10.61173/x0qzyp45","out","","","not-geoscience","no","generative data annotation review"
"doi:10.5281/zenodo.18916277","out","","earth_observation","periphery","no","natural language assistant for ESA SNAP"
"doi:10.36227/techrxiv.176541780.00402248/v1","out","","earth_observation","periphery","no","referring expression segmentation on aerial photos"
"doi:10.48550/arxiv.2605.10397","out","","","not-geoscience","no","general visual anomaly detection agent"
"doi:10.26434/chemrxiv.15003299/v1","out","","","not-geoscience","no","microdroplet chemistry agent"
"doi:10.1109/icmla66185.2025.00075","out","","","not-geoscience","no","document question answering grounding"
"doi:10.5281/zenodo.19955917","out","","","not-geoscience","no","aerospace medicine calculators"
"doi:10.21203/rs.3.rs-3626057/v1","out","","","not-geoscience","no","generative time series forecasting"
"doi:10.5281/zenodo.17605256","out","","","not-a-source","no","creative writing deposit"
"doi:10.2139/ssrn.5774580","out","","","not-geoscience","no","smart city trust governance"
"title:artificialintelligenceinoralhealthcarefriendorfoe","out","","","not-geoscience","no","oral health care"
"doi:10.5281/zenodo.17667052","out","","","not-a-source","no","speculative policy architecture deposit"
"doi:10.5281/zenodo.17671139","out","","","not-a-source","no","speculative policy architecture deposit"
"doi:10.18653/v1/2025.findings-acl.368","out","","","not-geoscience","no","climate adaptation question answering for agriculture"
"doi:10.48550/arxiv.2608.09959","out","","climate_atmosphere","periphery","no","tropical cyclone intensity forecast correction"
"doi:10.5281/zenodo.19203221","out","","ocean","periphery","no","Argo oceanographic data system"
"doi:10.1109/mgrs.2025.3648119","out","","","not-geoscience","no","crop type mapping review"
"doi:10.1016/j.mex.2026.103794","out","","","not-geoscience","no","agricultural field boundary delineation"
"doi:10.1016/j.jag.2025.104623","out","","earth_observation","periphery","no","long-tailed remote sensing recognition"
"doi:10.1109/icscds65426.2025.11167647","out","","","not-geoscience","no","greenhouse environmental forecasting"
"doi:10.1109/icme57554.2024.10687493","out","","earth_observation","periphery","no","aerial image instruction tuning dataset"
"doi:10.1145/3595916.3626357","out","","earth_observation","periphery","no","unsupervised building change detection"
"doi:10.5194/isprs-archives-xlviii-2-w12-2026-407-2026","out","","","not-geoscience","no","heritage 3D model georeferencing"
"doi:10.5194/bg-22-6545-2025","out","","earth_observation","periphery","no","citizen science plant species mapping"
"doi:10.1021/acs.jpca.6c01748","out","","","not-geoscience","no","interatomic potential benchmarking"
"arxiv:2608.10494","out","","earth_observation","periphery","no","GeoForge self-evolving earth observation agents"
"doi:10.48550/arxiv.2607.25993","out","","earth_observation","periphery","no","multi-tool visual reasoning for high-resolution imagery"
"doi:10.48550/arxiv.2607.24772","out","","earth_observation","periphery","no","memory evolution for remote sensing agents"
