"identity_key","decision","tier","subfield","cut_reason","from_audit_sample","note"
"doi:10.1145/3731599.3767584","in","context","scientific_computing","","no","LLM reasoning for multiobjective HPC job scheduling; the artefact is the scheduler rather than a simulation"
"doi:10.1016/j.taml.2026.100660","in","core","solver_control","","no","found_via: harvest. MetaOpenFOAM 2.0 extended with active-subspace sensitivity analysis and L-BFGS-B optimisation driven from natural language; re-read in v0.2 from the Elsevier version of record, which reports a pass@1 robustness comparison the preprint did not"
"doi:10.5281/zenodo.20543501","in","core","solver_control","","no","OASiS; MCP server connecting LLM coding agents to eight finite element solvers; same lineage as doi:10.5281/zenodo.20388035"
"doi:10.5281/zenodo.21369518","out","","computational_discovery","not-agentic","no","draft essay on AI for materials science carrying alternative-title scaffolding in place of an abstract"
"doi:10.1038/s43246-026-01304-9","out","","lab_automation","periphery","no","LLM redefines the search space of a self-driving laboratory whose executions are robotic experiments"
"doi:10.1109/kst67832.2026.11431975","out","","scientific_computing","no-simulation-target","no","HPC-MentorFlow; LLM tutoring system for HPC training"
"doi:10.3897/biss.9.183132","out","","scientific_computing","no-simulation-target","no","biodiversity data integration and migration workflow engine; nothing is simulated"
"doi:10.31234/osf.io/wf5bv_v1","out","","science_of_science","periphery","no","agentic LLM performing computational reproducibility audits of published papers"
"doi:10.48550/arxiv.2605.02651","out","","science_of_science","periphery","no","ARA; agentic reproducibility assessment supporting scientific peer review"
"doi:10.1016/j.coche.2025.101150","in","context","simulation_orchestration","","no","opinion piece on industrial agentic AI and generative modelling in complex systems"
"doi:10.1093/jamia/ocaf076","out","","simulation_orchestration","no-simulation-target","no","flowsheet here means a clinical electronic health record flowsheet, not a process flowsheet"
"doi:10.48550/arxiv.2601.01321","in","context","simulation_orchestration","","no","survey of AI integration across the digital twin lifecycle from LLMs to world models"
"doi:10.3390/electronics15091869","in","context","simulation_orchestration","","no","TRL4 proof of concept; conversational agent lets users configure and run a digital twin for occupancy forecasting"
"doi:10.65713/ijaraiv14i1229","out","","simulation_orchestration","no-simulation-target","no","review of AI and digital twins in oncology; no agent drives a simulator, solver or model"
"doi:10.48550/arxiv.2608.22833","out","","simulation_general","no-simulation-target","no","minimal agent-based simulation environments; the LLM agents are the simulated population"
"title:aplatformforprescriptivedigitaltwinsinaec","in","context","simulation_orchestration","","no","thesis; platform for prescriptive digital twins in architecture, engineering and construction with agentic components"
"doi:10.5281/zenodo.20050752","out","","software_engineering","not-a-source","no","four images from a workshop working group on the research software engineer role"
"doi:10.5281/zenodo.19835550","in","core","computational_discovery","","no","MARVIN; CALPHAD Gibbs energy as the common currency of an autonomous materials discovery loop, exposed over MCP"
"doi:10.1016/j.mlwa.2025.100773","out","","optimisation_uq","no-simulation-target","no","evaluates the uncertainty of LLM reasoning itself; no simulator, solver or model driven"
"doi:10.26434/chemrxiv.15005632/v1","in","context","simulation_orchestration","","no","dual digital twins; physics-informed surrogate models give counterfactual rollouts for experimental planning in automated laboratories"
"title:intelligentdigitaltwinsystemforurbanmobility","in","context","simulation_orchestration","","no","masters thesis; LangGraph-based digital twin system analysing, simulating and optimising urban transport networks"
"doi:10.48550/arxiv.2509.20374","in","core","solver_control","","no","CFDLLMBench; benchmark suite evaluating LLMs on automating CFD numerical experiments"
"arxiv:2602.03783","out","","optimisation_uq","no-simulation-target","no","kernel surrogate estimation for attributing LLM training tasks; the surrogate models the model, not a physical system"
"doi:10.3390/app16126093","out","","simulation_general","no-simulation-target","no","LLM agents stand in for human experts in a best-worst method decision panel"
"doi:10.5281/zenodo.20777543","out","","scientific_computing","no-simulation-target","no","reproducibility artifacts for retrieval-grounded clinical decision support"
"doi:10.1145/3785462.3815852","in","context","scientific_computing","","no","agentic AI giving cancer researchers an intuitive interface to HPC; the artefact is cluster interaction"
"doi:10.11578/dc.20260331.2","out","","software_engineering","periphery","no","AstraAI; structure-aware coding agent making scope-constrained edits to DOE-HPC codebases"
"doi:10.3389/fhpcp.2026.1771927","out","","software_engineering","periphery","no","OpenMP-annotated code dataset for fine-tuning LLMs on parallel programming"
"doi:10.3390/a19030218","in","context","optimisation_uq","","no","agentic goal-reset mechanism over a fuzzy multi-objective optimisation model inside a food logistics digital twin; whether the agent is LLM-based is not established in the abstract"
"doi:10.1002/aidi.202500174","in","core","solver_control","","no","ChatCFD; multi-agent end-to-end CFD automation with an error locator and iterative reflection; version of record read from the local store in v0.2, quotes verified unchanged"
"doi:10.1145/3731599.3767403","out","","scientific_computing","no-simulation-target","no","frameworks for serving LLMs inside HPC environments; infrastructure for inference, not a driven model"
"title:mechanicaldesignusingmultiphysicsagenticaivolume3handsonmultiphysicsprojectshandsoncompositesfeaandmultiphysicsprojectsw","out","","simulation_orchestration","not-a-source","no","volume 3 of a textbook series; teaching material, presents no system and no evaluation"
"doi:10.48550/arxiv.2601.03113","out","","simulation_orchestration","not-agentic","no","probabilistic digital twin of en route airspace built to train and evaluate control agents; the paper's system is the twin, no LLM decides anything"
"doi:10.62311/nesx/rb3jy-978-81-688729-7-4","out","","simulation_orchestration","no-simulation-target","no","monograph on post-quantum cryptographic governance; no simulator, solver or model driven"
"doi:10.1109/icept67137.2025.11157286","in","context","solver_control","","no","LLM-driven automated mesh generation and refinement for finite element simulations; demoted core->context at the step 3a handoff: full text blocked, not in the local PDF store"
"doi:10.57760/sciencedb.taml.00004","out","","solver_control","duplicate","no","source code record for the OptMetaOpenFOAM paper already admitted as doi:10.1016/j.taml.2026.100660"
"doi:10.48550/arxiv.2601.03513","in","context","scientific_computing","","no","Deploy-Master; agentic workflow building and packaging scientific tools so agents can call them"
"doi:10.5281/zenodo.14446622","out","","scientific_computing","not-agentic","no","ETP4HPC strategic research agenda white paper on programming environments; presents no acting system"
"doi:10.48550/arxiv.2607.22596","in","core","computational_discovery","","no","URSA-embedded agent system designing, executing and validating LAMMPS atomistic simulations"
"arxiv:2512.15303","out","","computational_discovery","not-agentic","no","predictive model supplying converged k-point meshes to agentic workflows; the model itself decides nothing"
"doi:10.3390/smartcities8010028","in","context","simulation_orchestration","","no","I-UDT; AI agents over urban building energy models inside an urban digital twin, with case studies"
"doi:10.1080/00207543.2026.2630277","in","context","simulation_orchestration","","no","conceptualisation of agentic supply chain digital twins combining agentic AI with model-based optimisation and simulation"
"doi:10.1109/qrs-c63300.2024.00021","out","","simulation_orchestration","no-simulation-target","no","LLM-enhanced analysis of digital twin data for a computing centre; interpretation only"
"doi:10.1109/etfa65518.2025.11205636","in","context","simulation_orchestration","","no","layered architecture integrating LLMs with digital twins and physical automation systems, with case studies"
"doi:10.1109/mcomstd.2026.3669229","in","context","simulation_orchestration","","no","survey of agentic AI applied to digital twins with case studies and stated limitations"
"doi:10.1063/5.0330986","in","context","solver_control","","no","automated LLM workflow setting up large-scale parametric CFD studies of street canyon vortex transitions; demoted core->context at the step 3a handoff: full text blocked, not in the local PDF store"
"doi:10.48550/arxiv.2506.05616","in","core","computational_discovery","","no","MAPPS; language agents planning crystal materials discovery workflows from high-level goals"
"doi:10.66857/b905","out","","simulation_orchestration","no-simulation-target","no","federated cognitive digital twins for insider threat prediction; no simulator, solver or model driven"
"doi:10.3390/su18179099","out","","simulation_orchestration","no-simulation-target","no","cross-sectional survey of firms on AI agent autonomy and digital twin capability; no system"
"doi:10.32620/reks.2025.4.01","out","","simulation_orchestration","no-simulation-target","no","digital transformation of occupational safety management in civil aviation; no simulator, solver or model driven"
"doi:10.17605/osf.io/w4sc9","in","context","simulation_orchestration","","no","scoping review of digital twins that act autonomously in health care"
"doi:10.65713/ijaraiv13i1214","out","","simulation_orchestration","no-simulation-target","no","review of oncology digital twins; no agent drives a simulator, solver or model"
"doi:10.5281/zenodo.20054226","in","context","simulation_orchestration","","no","simulation-first strategy grounding smart-farm nutrient management agents in chemical complex system models"
"doi:10.65713/ijaraiv14i1208","out","","simulation_orchestration","no-simulation-target","no","review of AI-driven precision cancer ecosystems; no agent drives a simulator, solver or model"
"doi:10.65713/ijaraiv13i1219","out","","simulation_orchestration","no-simulation-target","no","review of foundation AI in predictive oncology; no agent drives a simulator, solver or model"
"doi:10.1177/10711813251369797","out","","simulation_general","no-simulation-target","no","VirTLab-Eval; human digital twins for evaluating human-AI teaming, no engineering or physical model"
"doi:10.32347/2412-9933.2026.66.54-62","out","","simulation_orchestration","no-simulation-target","no","multi-agent assessment of the technical condition of infrastructure from multimodal data; nothing is simulated"
"doi:10.21227/ynmh-r675","out","","simulation_orchestration","no-simulation-target","no","governance framework constraining agentic enterprise digital twins; nothing is simulated"
"doi:10.65713/ijaraiv14i1210","out","","simulation_orchestration","no-simulation-target","no","review of foundation AI and digital twins in cancer care; no agent drives a simulator, solver or model"
"doi:10.65713/ijaraiv14i1220","out","","simulation_orchestration","no-simulation-target","no","review of autonomous precision oncology; no agent drives a simulator, solver or model"
"doi:10.54660/ijaiet.2024.5.1.97-101","out","","simulation_orchestration","no-simulation-target","no","cognitive logistics networks combining agentic AI, blockchain and digital twins; no simulator, solver or model driven"
"doi:10.48550/arxiv.2511.09964","out","","lab_automation","periphery","no","EnvTrace; evaluates LLM-written synchrotron beamline instrument control code against a control-logic digital twin"
"doi:10.13284/j.cnki.rddl.20251502","out","","simulation_orchestration","no-simulation-target","no","essay on social space governance under AI; no simulator, solver or model driven"
"doi:10.1108/josm-07-2026-618","out","","simulation_orchestration","not-a-source","no","guest editorial for a service management journal issue"
"doi:10.5281/zenodo.21548827","out","","computational_discovery","not-agentic","no","draft essay on AI and engineering education carrying alternative-title scaffolding in place of an abstract"
"arxiv:2608.03600","in","context","solver_control","","no","review of how large language models link natural language, symbolic mathematics, code and solver outputs in PDE workflows"
"title:softwaredevelopmentforscientificcomputingusingaicodegeneration","out","","software_engineering","periphery","no","case study of GitHub Copilot for developing scientific software; the artefact is code"
"doi:10.48550/arxiv.2607.15001","in","core","scientific_computing","","no","LQCDMaster; skill-guided agent converting lattice QCD research tasks into executable PyQUDA workflows"
"doi:10.48550/arxiv.2601.20996","in","core","computational_discovery","","no","MADE; benchmark environments simulating closed-loop discovery campaigns for autonomous agents"
"arxiv:2509.08269","in","context","optimisation_uq","","no","survey of large language models in evolutionary optimisation, from modelling to solving"
"doi:10.48550/arxiv.2608.15073","out","","optimisation_uq","not-agentic","no","BOCoDe; benchmark of Bayesian optimisation on engineering design problems, no LLM decides anything"
"doi:10.48550/arxiv.2511.12063","out","","optimisation_uq","no-simulation-target","no","TextBO; Bayesian optimisation over prompts to improve an LLM, the object optimised is the model"
"doi:10.26434/chemrxiv.15002556/v1","out","","computational_discovery","not-agentic","no","multi-fidelity delta-learning for proton affinity prediction; a machine-learned model, nothing plans or calls tools"
"doi:10.1093/af/vfaf054","out","","simulation_orchestration","not-agentic","no","perspective on AI in animal science; presents no system that decides anything"
"doi:10.3390/min15040374","out","","simulation_orchestration","not-agentic","no","knowledge-graph inference for mineral processing flowsheet design; no LLM or foundation model involved"
"doi:10.1016/j.nxmate.2026.102883","out","","lab_automation","periphery","no","review of autonomous laboratories for nanomaterials discovery; robotics-assisted synthesis literature"
"doi:10.64898/2026.03.25.26349036","out","","simulation_general","no-simulation-target","no","Elder-Sim; LLM personas as patient digital twins, no engineering or physical model"
"doi:10.26153/tsw/62180","in","context","simulation_orchestration","","no","X2Sim; HPC framework rapidly creating natural hazard digital twins; system_id shared with 01 run"
"doi:10.1002/adem.202600008","out","","scientific_computing","not-agentic","no","LLM text mining of simulation workflows into ontology-aligned knowledge graphs; extraction, not a decision loop"
"arxiv:2601.12582","out","","scientific_computing","duplicate","no","arXiv version of doi:10.1002/adem.202600008, which was screened on the same criteria"
"doi:10.5281/zenodo.20636330","out","","software_engineering","periphery","no","reproducibility meta-analysis of SWE-bench evaluation protocols"
"doi:10.18130/8gtc-p504","out","","computational_discovery","not-agentic","no","dissertation on first-principles and machine learning alloy design; no agent decides anything"
"doi:10.5281/zenodo.22144943","out","","science_of_science","periphery","no","autonomous workflow engine taking research from hypothesis to camera-ready manuscript"
"doi:10.5281/zenodo.20321133","out","","software_engineering","periphery","no","vision statement on research software engineering under generative AI"
"doi:10.48550/arxiv.2601.09749","in","core","scientific_computing","","no","R-LAM; reproducibility-constrained large action models with deterministic execution for scientific workflows"
"title:applicationawareiopredictionandoptimizationforhpcandaiworkloads","out","","scientific_computing","not-agentic","no","dissertation on I/O prediction and optimisation for HPC workloads; no LLM or agent decides anything"
"doi:10.1109/iccv51701.2025.02290","out","","simulation_general","no-simulation-target","no","reasoning video segmentation using just-in-time scene reconstructions; no engineering or physical model driven"
"doi:10.1007/978-3-032-07638-0_10","out","","simulation_general","no-simulation-target","no","Social Digital Twinner; the LLM agents are the simulated synthetic population"
"doi:10.3390/electronics14244806","in","context","simulation_general","","no","dual digital twin bridging the Webots and MuJoCo robot simulators with generative AI alignment"
"doi:10.1038/s44172-025-00583-3","in","core","energy_systems","","no","reasoning agent automating distillation process simulation, optimisation and carbon accounting"
"doi:10.1109/eeice65049.2025.11033896","out","","simulation_orchestration","no-simulation-target","no","digital twin and LLM for tower crane safety monitoring; monitoring and alerting only"
"doi:10.1016/j.cjme.2025.100164","out","","lab_automation","periphery","no","embodied digital twin inferring collaborative robot action strategies; the artefact is robot behaviour"
"doi:10.2118/229358-ms","out","","simulation_general","no-simulation-target","no","generative AI agents synthesise acoustic emission signals for knee joint deterioration modelling of drilling workers"
"title:leveragingartificialintelligenceanddistributedledgertechnologiestowardsmartandautonomousbuildings","out","","simulation_orchestration","no-simulation-target","no","dissertation on AI and distributed ledgers for smart building operations; no simulator, solver or model driven"
"doi:10.69997/pse.120458","in","core","simulation_orchestration","","no","LLM literature mining feeding flowsheet digitisation and process simulation for automated process analysis"
"doi:10.1055/s-0046-1827804","out","","simulation_orchestration","no-simulation-target","no","review of oncology digital twins; no agent drives a simulator, solver or model"
"doi:10.2118/230773-ms","in","context","geoenergy_subsurface","","no","high-level evaluation of language-based and agentic AI across drilling operations"
"title:advancesinnumericalpartialdifferentialequationsfromdiscretizationbasedsolverstoneuraloperators","out","","solver_control","not-agentic","no","dissertation on numerical PDE methods and neural operators; no agent decides anything"
"doi:10.48550/arxiv.2408.15866","in","core","energy_systems","","no","autonomous agent framework chaining retrieval and external tools for process engineering calculations"
"arxiv:2506.11057","in","context","optimisation_uq","","no","STRCMP; language models with graph structural priors synthesising solver-specific code for combinatorial optimisation"
"doi:10.5281/zenodo.22149574","out","","lab_automation","periphery","no","formal framework for AI-driven orchestration of experimental hardware"
"doi:10.1016/j.ijheatfluidflow.2026.110399","in","core","solver_control","","no","OpenFOAMGPT 2.0; four-agent end-to-end CFD automation, share system_id with doi:10.1063/5.0257555; version of record read from the local store in v0.2, quotes verified unchanged"
"doi:10.5281/zenodo.21549377","out","","computational_discovery","not-agentic","no","draft review of AI in metallurgical engineering carrying alternative-title scaffolding in place of an abstract"
"doi:10.1093/mam/ozag053.932","out","","lab_automation","periphery","no","multistep decision making and experiment planning for automated microscopes; instrument control"
"doi:10.17977/um067v6i52026p3","out","","computational_discovery","not-agentic","no","review of machine learning for solid-state materials discovery; nothing plans or calls tools"
"doi:10.6084/m9.figshare.31387750","out","","software_engineering","periphery","no","talk on research software consulting under AI; the artefact is code and consulting practice"
"doi:10.58647/rexpo.25000109.v1","out","","scientific_computing","no-simulation-target","no","talk abstract on HPC, networks and AI in biomedicine; no system and no simulation target"
"doi:10.5281/zenodo.21938270","in","context","scientific_computing","","no","Open Modeling Foundation Agent Skills; community skill collection giving general coding agents methodological guidance for computational modelling"
"doi:10.5281/zenodo.19375962","out","","solver_control","pre-llm-only","no","pyrecodes release; agent-based household models inside a regional recovery simulation, no LLM component"
"doi:10.1021/acs.jpcc.5c01790","out","","computational_discovery","not-agentic","no","MACE plus DFT workflow for adsorption modelling; automated but nothing plans or calls tools"
"doi:10.1109/ticps.2026.3665499","in","context","simulation_orchestration","","no","generative AI agents planning production with plans verified against a causally consistent symbiotic simulation"
"doi:10.2118/0426-0013-jpt","out","","geoenergy_subsurface","not-a-source","no","Journal of Petroleum Technology technology focus editorial column"
"doi:10.3997/2214-4609.2024637030","in","context","geoenergy_subsurface","","no","EAGE conference abstract proposing an LLM-based framework for life-cycle subsurface uncertainty quantification"
"doi:10.5281/zenodo.20513034","out","","software_engineering","periphery","no","guidance document on a spectrum of generative AI use in research software development"
"doi:10.5281/zenodo.20026745","out","","science_of_science","not-a-source","no","training school programme record"
"doi:10.3929/ethz-c-000799878","out","","science_of_science","duplicate","no","ETH record of the same ARA paper as doi:10.48550/arxiv.2605.02651"
"doi:10.48550/arxiv.2607.10081","in","context","scientific_computing","","no","descriptive, LLM-mediated definition of HPC application orchestration, workload management and debugging"
"arxiv:2604.24696","in","core","scientific_computing","","no","NeuroClaw; domain-specialised multi-agent assistant executing multi-stage neuroimaging pipelines reproducibly"
"doi:10.5281/zenodo.22119449","out","","scientific_computing","not-a-source","no","institute self-description in Spanish; no study and no evaluation"
"doi:10.1021/acsnano.5c04200","out","","computational_discovery","not-agentic","no","review of AI, machine learning and deep learning in materials science; nothing plans or calls tools"
"doi:10.3389/frai.2025.1655470","in","context","simulation_orchestration","","no","partial implementation of an AI-enabled digital twin system for manufacturing with generative and predictive modules"
"doi:10.1109/pesgm52009.2025.11225814","out","","energy_systems","not-agentic","no","EVI-DiST co-simulation tool for EV charging and distribution powerflow; a simulator, with no agent driving it"
"doi:10.26118/2782-4586-2026-543-549","out","","simulation_orchestration","no-simulation-target","no","policy analysis of digital twin city programmes; no simulator, solver or model driven"
"arxiv:2606.05050","in","core","computational_discovery","","no","CatDT; self-evolving multi-agent system building a condition-aware digital twin of a working catalyst"
"doi:10.48550/arxiv.2411.01049","out","","simulation_general","no-simulation-target","no","human digital twins used to study trust in human-agent teams; no engineering or physical model"
"doi:10.1097/js9.0000000000005252","out","","simulation_orchestration","not-a-source","no","letter to the editor commenting on another study"
"doi:10.18154/rwth-2025-08916","out","","energy_systems","not-agentic","no","cyber-physical testbed evaluation of battery storage multi-use operation; no LLM or agent decides anything"
"arxiv:2602.11689","in","core","solver_control","","no","assessment of general-purpose tool-using coding agents on end-to-end OpenFOAM workflows with log-driven repair"
"doi:10.1162/daed.a.995","out","","geoenergy_subsurface","not-agentic","no","essay on AI and subsurface energy; presents no system that decides anything"
"doi:10.5281/zenodo.22554152","in","core","solver_control","","no","Corridor; AI-orchestrated diagnosis, repair and scoring of finite element validation models against crash-test data"
"doi:10.5281/zenodo.18849549","out","","scientific_computing","not-a-source","no","talk describing the Journal of Open Source Software platform"
"doi:10.1145/3736273.3736284","out","","computational_discovery","not-agentic","no","review of AI for materials discovery; nothing plans or calls tools"
"doi:10.11578/dc.20260422.5","out","","optimisation_uq","not-agentic","no","SURGE; declarative surrogate modelling pipeline with AutoML and uncertainty quantification, no LLM or agent decides anything"
"doi:10.1680/jcien.2026.179.5.2","out","","simulation_orchestration","not-a-source","no","journal editorial"
"doi:10.48550/arxiv.2606.22425","out","","optimisation_uq","pre-llm-only","no","SVGym; Gymnasium environment for reinforcement learning and Bayesian optimisation agents in crystal discovery, no LLM component"
"doi:10.5281/zenodo.17537484","out","","optimisation_uq","not-agentic","no","conceptual framework for precision and rigour in scientific inquiry; presents no acting system"
"doi:10.5281/zenodo.18409875","out","","computational_discovery","duplicate","no","supporting code and benchmark outputs for QUASAR, already admitted as doi:10.48550/arxiv.2602.00185"
"doi:10.1021/acs.jctc.5c01794","out","","computational_discovery","not-agentic","no","AIQM3 neural network quantum chemistry method; a model, not an agent"
"doi:10.2514/6.2026-1794","out","","simulation_orchestration","duplicate","no","AIAA version of the en route airspace digital twin paper also present as doi:10.48550/arxiv.2601.03113"
"title:cognitivedigitaltwinoperatingsystemforwayfindinginverticalsmartcities","out","","simulation_orchestration","no-simulation-target","no","cognitive operating layer for pedestrian wayfinding; no simulator, solver or model driven"
"doi:10.5281/zenodo.21093988","out","","simulation_orchestration","no-simulation-target","no","conceptual framework for cross-domain coupled digital twins as a settlement interface; no system"
"doi:10.5281/zenodo.20492207","out","","simulation_orchestration","no-simulation-target","no","autonomous procurement systems for supply networks; no simulator, solver or model driven"
"doi:10.3997/2214-4609.202637011","out","","geoenergy_subsurface","not-agentic","no","deep learning surrogates for geothermal heat transport; a surrogate model, with no agent deciding anything"
"doi:10.5281/zenodo.21317865","out","","software_engineering","periphery","no","reproducibility bundle for an AI-assisted classroom engagement platform"
"doi:10.5281/zenodo.22102620","out","","scientific_computing","not-a-source","no","a visual research map collection, not a study"
"doi:10.1109/e-cargo65996.2025.11139170","in","context","simulation_orchestration","","no","review tracing the development from digital twins to digital twin agents that make adaptive decisions"
"doi:10.1007/s10270-025-01306-0","in","context","simulation_orchestration","","no","systematic survey and reference framework for AI simulation; the digital twin is a training environment for agents rather than a model they configure"
"doi:10.1145/3652620.3688253","out","","simulation_orchestration","duplicate","no","earlier conference version of doi:10.1007/s10270-025-01306-0"
"doi:10.2514/6.2026-1793","out","","simulation_orchestration","not-agentic","no","assurance framework for the fidelity of an airspace digital twin; the system assured is the twin, no LLM decides anything"
"doi:10.3389/frai.2026.1715883","out","","simulation_general","no-simulation-target","no","LLM-populated synthetic population for testing crisis messaging; the agents are the simulated public"
"doi:10.1201/9781003657804-8","out","","simulation_orchestration","no-simulation-target","no","book chapter on intelligent digital twins and ethical decision support; no simulator, solver or model driven"
"doi:10.1117/12.2664301","out","","simulation_orchestration","no-simulation-target","no","AI over reality-scan building information models for facility operations; nothing is simulated"
"doi:10.4018/979-8-3373-2797-6.ch005","out","","simulation_orchestration","no-simulation-target","no","IoT, digital twin and extended reality for smart farming monitoring; no simulator, solver or model driven"
"doi:10.64751/ajaccm.2024.v4.n3.pp30-34","out","","simulation_orchestration","no-simulation-target","no","agentic AI for 6G campus network fault recovery and energy optimisation; the artefact is network operations"
"doi:10.48550/arxiv.2603.17420","out","","simulation_orchestration","no-simulation-target","no","survey of digital twins and world models at the network edge; no agent drives a simulator, solver or model"
"doi:10.66408/abc2.2026.55","out","","simulation_orchestration","no-simulation-target","no","study of game engine technology behind urban digital twin platforms; no agent and no driven model"
"doi:10.21125/edulearn.2025.2312","out","","simulation_orchestration","no-simulation-target","no","problem-based learning exercise on digital twins of human consultants"
"doi:10.24158/tipor.2026.5.3","out","","simulation_orchestration","no-simulation-target","no","conceptual models for digital twins of librarians; no simulator, solver or model driven"
"doi:10.5281/zenodo.21196189","out","","simulation_orchestration","no-simulation-target","no","MineProductivity; enterprise architecture milestone for mining analytics, no agent drives a model"
"doi:10.3390/heritage9060233","out","","simulation_orchestration","no-simulation-target","no","position paper on heritage world models; no agent drives a simulator, solver or model"
"doi:10.5281/zenodo.20716327","out","","solver_control","not-agentic","no","theoretical physics preprint on boundary conditions; agentic only in the sense that an automated critique pass reviewed it"
"doi:10.5281/zenodo.20688774","out","","solver_control","not-agentic","no","companion theoretical physics preprint on boundary conditions; no system that decides anything"
"arxiv:2607.08043","out","","software_engineering","periphery","no","Aleena; alignment agent reconciling decisions across meetings, chats, pull requests and issues"
"doi:10.5281/zenodo.19919086","out","","science_of_science","periphery","no","replication materials for a grey-literature taxonomy of LLM multi-agent frameworks"
"doi:10.5281/zenodo.19614868","out","","software_engineering","periphery","no","overview of autonomous AI agents and task planning; the artefact is software and web tasks"
"doi:10.5281/zenodo.21478165","out","","software_engineering","periphery","no","multi-agent frameworks for enterprise development workflows"
"arxiv:2510.09721","out","","software_engineering","periphery","no","survey of benchmarks and solutions for agentic software engineering"
"doi:10.25394/pgs.32101480","out","","software_engineering","periphery","no","thesis on foundation models and agentic systems for language and code tasks"
"doi:10.65222/viral.2026.7.40.60","out","","science_of_science","periphery","no","bibliometric review of agentic AI in organisations"
"doi:10.1109/access.2026.3652325","out","","software_engineering","periphery","no","systematic literature review of agentic software engineering methods"
"doi:10.30574/wjarr.2025.25.3.0887","out","","software_engineering","periphery","no","conceptual paper on agentic workflows across the software development lifecycle"
"doi:10.1109/satc69565.2026.11542535","out","","software_engineering","periphery","no","multi-agent code review with meta-cognitive reflection"
"doi:10.51583/ijltemas.2026.150700076","out","","software_engineering","periphery","no","Repogent; autonomous multi-agent repository maintenance"
"doi:10.5281/zenodo.22124312","out","","software_engineering","periphery","no","multi-agent AI system for code review with predictive analysis"
"doi:10.48550/arxiv.2606.28791","out","","software_engineering","periphery","no","position paper on AI-native software engineering and the agentic engineer"
"title:agentscriptautonomousllmbasedagentforcomputeruseviaapplescript","out","","interface_agents","periphery","no","AgentScript; computer-use agent driving a desktop through AppleScript"
"doi:10.5281/zenodo.21716412","out","","science_of_science","periphery","no","extended data for an ontology of normative role design in LLM multi-agent systems"
"doi:10.64898/2026.07.30.26359375","out","","science_of_science","periphery","no","PRISMA-aligned agentic framework for medical systematic reviews"
"doi:10.1016/j.acags.2026.100362","out","","science_of_science","periphery","no","AGeoKE; multi-agent extraction of knowledge from geoscience legacy documents; admitted in the 01 run on that run's criteria"
"arxiv:2603.01327","out","","software_engineering","periphery","no","SWE-Adept; two-agent codebase analysis and issue resolution"
"doi:10.1109/isqed65160.2025.11014463","out","","software_engineering","periphery","no","EDA-Debugger; LLM resolution of electronic design automation runtime errors, the artefact is tool invocation errors"
"doi:10.48550/arxiv.2504.17934","out","","interface_agents","periphery","no","evaluation framework for trustworthy LLM-powered GUI agents"
"doi:10.48550/arxiv.2607.09101","out","","software_engineering","periphery","no","multi-agent unit test generation"
"arxiv:2604.26275","out","","software_engineering","periphery","no","survey of agentic AI across the software development lifecycle"
"doi:10.48550/arxiv.2602.22764","out","","software_engineering","periphery","no","benchmark and agents for repository-level Rust issue resolution"
"doi:10.1145/3803437.3806428","out","","software_engineering","periphery","no","TestAgent; repository-level unit test generation as a VS Code extension"
"doi:10.5281/zenodo.20671187","out","","software_engineering","periphery","no","LangGraph-orchestrated cross-repository CI/CD impact analysis"
"title:theadoptionandimpactofagenticaiinsoftwareengineeringacasestudyattrimble","out","","software_engineering","periphery","no","industrial case study of agentic AI adoption in software teams"
"doi:10.48550/arxiv.2601.19138","out","","software_engineering","periphery","no","AgenticSCR; autonomous secure code review"
"doi:10.5281/zenodo.20931332","out","","interface_agents","periphery","no","supplementary material for a survey of web-of-agents interoperability protocols"
"doi:10.1109/icse55347.2025.00157","out","","software_engineering","periphery","no","RepairAgent; autonomous LLM agent for automated program repair"
"doi:10.1145/3715754","out","","software_engineering","periphery","no","empirical study demystifying LLM-based software engineering agents"
"doi:10.1145/3803418","out","","software_engineering","periphery","no","multi-agent LLMs for end-to-end JUnit test generation"
"doi:10.48448/y53c-za56","out","","software_engineering","periphery","no","TDFlow; agentic workflows for test-driven development"
"doi:10.1109/access.2026.3713401","out","","software_engineering","periphery","no","self-evolving agents with dual memory for software testing and bug localisation"
"title:aiassistedcodereviewforproprietaryprogramminglanguagesalowcodeapproach","out","","software_engineering","periphery","no","AI-assisted code review for proprietary ERP languages"
"doi:10.48550/arxiv.2608.18167","out","","software_engineering","periphery","no","structured disagreement between subagents for grounded code review"
"arxiv:2607.13196","out","","software_engineering","periphery","no","study of review quality across generations of generative AI code reviewers"
"doi:10.48550/arxiv.2507.02976","out","","software_engineering","periphery","no","security risks in LLM and agentic automated program repair on SWE-bench"
"doi:10.5281/zenodo.19643814","out","","software_engineering","periphery","no","systematic review of empirical evidence on agentic software development systems"
"doi:10.52202/085713-0788","out","","software_engineering","periphery","no","SWE-rebench; decontaminated evaluation pipeline for software engineering agents"
"doi:10.65890/dmp-lncse.iciccs26.216","out","","interface_agents","periphery","no","review of the transition from robotic process automation to agentic AI in enterprise accounting"
"doi:10.5281/zenodo.21362533","out","","software_engineering","periphery","no","agentic paradigm for build triage, review, testing and incident response"
"doi:10.48550/arxiv.2510.06223","out","","interface_agents","periphery","no","multimodal GUI architecture for conversational assistants"
"doi:10.1145/3712003","out","","software_engineering","periphery","no","literature review of LLM multi-agent systems for software engineering"
