"query_id","api","band","scope","domain_group","query","status","n_available","n_results","n_new_unique","elapsed_s","note"
"q021:arxiv","arxiv","A_agentic","periphery","science_of_science","(abs:""agentic AI"" OR abs:""agentic workflow"" OR abs:""AI agent"" OR abs:""LLM agent"" OR abs:""language model agent"" OR abs:""autonomous agent"" OR abs:""multi-agent system"" OR abs:""multi-agent LLM"" OR abs:""tool use"" OR abs:""function calling"" OR abs:""ReAct"" OR abs:""chain of thought"" OR abs:""AI scientist"" OR abs:""autonomous experimentation"" OR abs:""self-driving laboratory"" OR abs:""copilot"" OR abs:""AI assistant"" OR abs:""retrieval-augmented generation"" OR abs:""agent orchestration"" OR abs:""planning agent"" OR abs:""human-in-the-loop"" OR abs:""model context protocol"" OR abs:""agentic simulation"") AND (abs:""literature review"" OR abs:""scientific writing"" OR abs:""peer review"" OR abs:""systematic review"" OR abs:""knowledge extraction"")","ok","501","475","235","32.2",""
"q022:openalex","openalex","B_llm","periphery","science_of_science","(""large language model"" OR ""foundation model"" OR ""GPT-4"" OR ""ChatGPT"" OR ""LLM"" OR ""generative AI"" OR ""prompt engineering"" OR ""code generation"") AND (""literature review"" OR ""scientific writing"" OR ""peer review"" OR ""systematic review"" OR ""knowledge extraction"")","ok","22164","4000","3315","34.5","TRUNCATED at paging cap (22164 available)"
"q022:arxiv","arxiv","B_llm","periphery","science_of_science","(abs:""large language model"" OR abs:""foundation model"" OR abs:""GPT-4"" OR abs:""ChatGPT"" OR abs:""LLM"" OR abs:""generative AI"" OR abs:""prompt engineering"" OR abs:""code generation"") AND (abs:""literature review"" OR abs:""scientific writing"" OR abs:""peer review"" OR abs:""systematic review"" OR abs:""knowledge extraction"")","ok","1491","1000","530","39.0","TRUNCATED at paging cap (1491 available)"
"q001:openalex","openalex","A_agentic","core","simulation_orchestration","(""agentic AI"" OR ""agentic workflow"" OR ""AI agent"" OR ""LLM agent"" OR ""language model agent"" OR ""autonomous agent"" OR ""multi-agent system"" OR ""multi-agent LLM"" OR ""tool use"" OR ""function calling"" OR ""ReAct"" OR ""chain of thought"" OR ""AI scientist"" OR ""autonomous experimentation"" OR ""self-driving laboratory"" OR ""copilot"" OR ""AI assistant"" OR ""retrieval-augmented generation"" OR ""agent orchestration"" OR ""planning agent"" OR ""human-in-the-loop"" OR ""model context protocol"" OR ""agentic simulation"") AND (""process simulation"" OR ""flowsheet"" OR ""co-simulation"" OR ""multiphysics"" OR ""simulation workflow"" OR ""digital twin"" OR ""input deck"" OR ""simulation setup"" OR ""model configuration"")","ok","3228","3234","0","32.0",""
"q001:arxiv","arxiv","A_agentic","core","simulation_orchestration","(abs:""agentic AI"" OR abs:""agentic workflow"" OR abs:""AI agent"" OR abs:""LLM agent"" OR abs:""language model agent"" OR abs:""autonomous agent"" OR abs:""multi-agent system"" OR abs:""multi-agent LLM"" OR abs:""tool use"" OR abs:""function calling"" OR abs:""ReAct"" OR abs:""chain of thought"" OR abs:""AI scientist"" OR abs:""autonomous experimentation"" OR abs:""self-driving laboratory"" OR abs:""copilot"" OR abs:""AI assistant"" OR abs:""retrieval-augmented generation"" OR abs:""agent orchestration"" OR abs:""planning agent"" OR abs:""human-in-the-loop"" OR abs:""model context protocol"" OR abs:""agentic simulation"") AND (abs:""process simulation"" OR abs:""flowsheet"" OR abs:""co-simulation"" OR abs:""multiphysics"" OR abs:""simulation workflow"" OR abs:""digital twin"" OR abs:""input deck"" OR abs:""simulation setup"" OR abs:""model configuration"")","ok","311","292","0","8.7",""
"q002:openalex","openalex","B_llm","core","simulation_orchestration","(""large language model"" OR ""foundation model"" OR ""GPT-4"" OR ""ChatGPT"" OR ""LLM"" OR ""generative AI"" OR ""prompt engineering"" OR ""code generation"") AND (""process simulation"" OR ""flowsheet"" OR ""co-simulation"" OR ""multiphysics"" OR ""simulation workflow"" OR ""digital twin"" OR ""input deck"" OR ""simulation setup"" OR ""model configuration"")","ok","4328","4339","137","36.0",""
"q002:arxiv","arxiv","B_llm","core","simulation_orchestration","(abs:""large language model"" OR abs:""foundation model"" OR abs:""GPT-4"" OR abs:""ChatGPT"" OR abs:""LLM"" OR abs:""generative AI"" OR abs:""prompt engineering"" OR abs:""code generation"") AND (abs:""process simulation"" OR abs:""flowsheet"" OR abs:""co-simulation"" OR abs:""multiphysics"" OR abs:""simulation workflow"" OR abs:""digital twin"" OR abs:""input deck"" OR abs:""simulation setup"" OR abs:""model configuration"")","ok","576","572","0","19.2",""
"q003:openalex","openalex","A_agentic","core","solver_control","(""agentic AI"" OR ""agentic workflow"" OR ""AI agent"" OR ""LLM agent"" OR ""language model agent"" OR ""autonomous agent"" OR ""multi-agent system"" OR ""multi-agent LLM"" OR ""tool use"" OR ""function calling"" OR ""ReAct"" OR ""chain of thought"" OR ""AI scientist"" OR ""autonomous experimentation"" OR ""self-driving laboratory"" OR ""copilot"" OR ""AI assistant"" OR ""retrieval-augmented generation"" OR ""agent orchestration"" OR ""planning agent"" OR ""human-in-the-loop"" OR ""model context protocol"" OR ""agentic simulation"") AND (""numerical solver"" OR ""finite element"" OR ""computational fluid dynamics"" OR ""partial differential equation"" OR ""mesh generation"" OR ""solver convergence"" OR ""numerical simulation"" OR ""boundary condition"")","ok","4132","4140","68","39.8",""
"q003:arxiv","arxiv","A_agentic","core","solver_control","(abs:""agentic AI"" OR abs:""agentic workflow"" OR abs:""AI agent"" OR abs:""LLM agent"" OR abs:""language model agent"" OR abs:""autonomous agent"" OR abs:""multi-agent system"" OR abs:""multi-agent LLM"" OR abs:""tool use"" OR abs:""function calling"" OR abs:""ReAct"" OR abs:""chain of thought"" OR abs:""AI scientist"" OR abs:""autonomous experimentation"" OR abs:""self-driving laboratory"" OR abs:""copilot"" OR abs:""AI assistant"" OR abs:""retrieval-augmented generation"" OR abs:""agent orchestration"" OR abs:""planning agent"" OR abs:""human-in-the-loop"" OR abs:""model context protocol"" OR abs:""agentic simulation"") AND (abs:""numerical solver"" OR abs:""finite element"" OR abs:""computational fluid dynamics"" OR abs:""partial differential equation"" OR abs:""mesh generation"" OR abs:""solver convergence"" OR abs:""numerical simulation"" OR abs:""boundary condition"")","ok","631","328","0","12.2",""
"q004:openalex","openalex","B_llm","core","solver_control","(""large language model"" OR ""foundation model"" OR ""GPT-4"" OR ""ChatGPT"" OR ""LLM"" OR ""generative AI"" OR ""prompt engineering"" OR ""code generation"") AND (""numerical solver"" OR ""finite element"" OR ""computational fluid dynamics"" OR ""partial differential equation"" OR ""mesh generation"" OR ""solver convergence"" OR ""numerical simulation"" OR ""boundary condition"")","ok","1681","1682","0","16.5",""
"q004:arxiv","arxiv","B_llm","core","solver_control","(abs:""large language model"" OR abs:""foundation model"" OR abs:""GPT-4"" OR abs:""ChatGPT"" OR abs:""LLM"" OR abs:""generative AI"" OR abs:""prompt engineering"" OR abs:""code generation"") AND (abs:""numerical solver"" OR abs:""finite element"" OR abs:""computational fluid dynamics"" OR abs:""partial differential equation"" OR abs:""mesh generation"" OR abs:""solver convergence"" OR abs:""numerical simulation"" OR abs:""boundary condition"")","ok","354","323","0","12.2",""
"q005:openalex","openalex","A_agentic","core","optimisation_uq","(""agentic AI"" OR ""agentic workflow"" OR ""AI agent"" OR ""LLM agent"" OR ""language model agent"" OR ""autonomous agent"" OR ""multi-agent system"" OR ""multi-agent LLM"" OR ""tool use"" OR ""function calling"" OR ""ReAct"" OR ""chain of thought"" OR ""AI scientist"" OR ""autonomous experimentation"" OR ""self-driving laboratory"" OR ""copilot"" OR ""AI assistant"" OR ""retrieval-augmented generation"" OR ""agent orchestration"" OR ""planning agent"" OR ""human-in-the-loop"" OR ""model context protocol"" OR ""agentic simulation"") AND (""surrogate model"" OR ""Bayesian optimization"" OR ""design of experiments"" OR ""uncertainty quantification"" OR ""sensitivity analysis"" OR ""multi-objective optimization"" OR ""parameter sweep"" OR ""model calibration"")","ok","2475","2480","1","25.8",""
"q005:arxiv","arxiv","A_agentic","core","optimisation_uq","(abs:""agentic AI"" OR abs:""agentic workflow"" OR abs:""AI agent"" OR abs:""LLM agent"" OR abs:""language model agent"" OR abs:""autonomous agent"" OR abs:""multi-agent system"" OR abs:""multi-agent LLM"" OR abs:""tool use"" OR abs:""function calling"" OR abs:""ReAct"" OR abs:""chain of thought"" OR abs:""AI scientist"" OR abs:""autonomous experimentation"" OR abs:""self-driving laboratory"" OR abs:""copilot"" OR abs:""AI assistant"" OR abs:""retrieval-augmented generation"" OR abs:""agent orchestration"" OR abs:""planning agent"" OR abs:""human-in-the-loop"" OR abs:""model context protocol"" OR abs:""agentic simulation"") AND (abs:""surrogate model"" OR abs:""Bayesian optimization"" OR abs:""design of experiments"" OR abs:""uncertainty quantification"" OR abs:""sensitivity analysis"" OR abs:""multi-objective optimization"" OR abs:""parameter sweep"" OR abs:""model calibration"")","ok","422","359","0","12.3",""
"q006:openalex","openalex","B_llm","core","optimisation_uq","(""large language model"" OR ""foundation model"" OR ""GPT-4"" OR ""ChatGPT"" OR ""LLM"" OR ""generative AI"" OR ""prompt engineering"" OR ""code generation"") AND (""surrogate model"" OR ""Bayesian optimization"" OR ""design of experiments"" OR ""uncertainty quantification"" OR ""sensitivity analysis"" OR ""multi-objective optimization"" OR ""parameter sweep"" OR ""model calibration"")","ok","4325","4324","147","37.3",""
"q006:arxiv","arxiv","B_llm","core","optimisation_uq","(abs:""large language model"" OR abs:""foundation model"" OR abs:""GPT-4"" OR abs:""ChatGPT"" OR abs:""LLM"" OR abs:""generative AI"" OR abs:""prompt engineering"" OR abs:""code generation"") AND (abs:""surrogate model"" OR abs:""Bayesian optimization"" OR abs:""design of experiments"" OR abs:""uncertainty quantification"" OR abs:""sensitivity analysis"" OR abs:""multi-objective optimization"" OR abs:""parameter sweep"" OR abs:""model calibration"")","ok","1112","1108","7","55.9",""
"q007:openalex","openalex","A_agentic","core","energy_systems","(""agentic AI"" OR ""agentic workflow"" OR ""AI agent"" OR ""LLM agent"" OR ""language model agent"" OR ""autonomous agent"" OR ""multi-agent system"" OR ""multi-agent LLM"" OR ""tool use"" OR ""function calling"" OR ""ReAct"" OR ""chain of thought"" OR ""AI scientist"" OR ""autonomous experimentation"" OR ""self-driving laboratory"" OR ""copilot"" OR ""AI assistant"" OR ""retrieval-augmented generation"" OR ""agent orchestration"" OR ""planning agent"" OR ""human-in-the-loop"" OR ""model context protocol"" OR ""agentic simulation"") AND (""energy system model"" OR ""power plant"" OR ""thermodynamic cycle"" OR ""organic Rankine cycle"" OR ""district heating"" OR ""techno-economic analysis"" OR ""process engineering"" OR ""heat exchanger"" OR ""levelized cost"")","ok","835","835","1","9.8",""
"q007:arxiv","arxiv","A_agentic","core","energy_systems","(abs:""agentic AI"" OR abs:""agentic workflow"" OR abs:""AI agent"" OR abs:""LLM agent"" OR abs:""language model agent"" OR abs:""autonomous agent"" OR abs:""multi-agent system"" OR abs:""multi-agent LLM"" OR abs:""tool use"" OR abs:""function calling"" OR abs:""ReAct"" OR abs:""chain of thought"" OR abs:""AI scientist"" OR abs:""autonomous experimentation"" OR abs:""self-driving laboratory"" OR abs:""copilot"" OR abs:""AI assistant"" OR abs:""retrieval-augmented generation"" OR abs:""agent orchestration"" OR abs:""planning agent"" OR abs:""human-in-the-loop"" OR abs:""model context protocol"" OR abs:""agentic simulation"") AND (abs:""energy system model"" OR abs:""power plant"" OR abs:""thermodynamic cycle"" OR abs:""organic Rankine cycle"" OR abs:""district heating"" OR abs:""techno-economic analysis"" OR abs:""process engineering"" OR abs:""heat exchanger"" OR abs:""levelized cost"")","ok","34","28","0","0.4",""
"q008:openalex","openalex","B_llm","core","energy_systems","(""large language model"" OR ""foundation model"" OR ""GPT-4"" OR ""ChatGPT"" OR ""LLM"" OR ""generative AI"" OR ""prompt engineering"" OR ""code generation"") AND (""energy system model"" OR ""power plant"" OR ""thermodynamic cycle"" OR ""organic Rankine cycle"" OR ""district heating"" OR ""techno-economic analysis"" OR ""process engineering"" OR ""heat exchanger"" OR ""levelized cost"")","ok","377","378","0","3.6",""
"q008:arxiv","arxiv","B_llm","core","energy_systems","(abs:""large language model"" OR abs:""foundation model"" OR abs:""GPT-4"" OR abs:""ChatGPT"" OR abs:""LLM"" OR abs:""generative AI"" OR abs:""prompt engineering"" OR abs:""code generation"") AND (abs:""energy system model"" OR abs:""power plant"" OR abs:""thermodynamic cycle"" OR abs:""organic Rankine cycle"" OR abs:""district heating"" OR abs:""techno-economic analysis"" OR abs:""process engineering"" OR abs:""heat exchanger"" OR abs:""levelized cost"")","ok","63","63","0","0.5",""
"q009:openalex","openalex","A_agentic","core","geoenergy_subsurface","(""agentic AI"" OR ""agentic workflow"" OR ""AI agent"" OR ""LLM agent"" OR ""language model agent"" OR ""autonomous agent"" OR ""multi-agent system"" OR ""multi-agent LLM"" OR ""tool use"" OR ""function calling"" OR ""ReAct"" OR ""chain of thought"" OR ""AI scientist"" OR ""autonomous experimentation"" OR ""self-driving laboratory"" OR ""copilot"" OR ""AI assistant"" OR ""retrieval-augmented generation"" OR ""agent orchestration"" OR ""planning agent"" OR ""human-in-the-loop"" OR ""model context protocol"" OR ""agentic simulation"") AND (""geothermal"" OR ""reservoir simulation"" OR ""reservoir engineering"" OR ""enhanced geothermal"" OR ""carbon storage"" OR ""well placement"" OR ""subsurface simulation"")","ok","303","303","0","3.2",""
"q009:arxiv","arxiv","A_agentic","core","geoenergy_subsurface","(abs:""agentic AI"" OR abs:""agentic workflow"" OR abs:""AI agent"" OR abs:""LLM agent"" OR abs:""language model agent"" OR abs:""autonomous agent"" OR abs:""multi-agent system"" OR abs:""multi-agent LLM"" OR abs:""tool use"" OR abs:""function calling"" OR abs:""ReAct"" OR abs:""chain of thought"" OR abs:""AI scientist"" OR abs:""autonomous experimentation"" OR abs:""self-driving laboratory"" OR abs:""copilot"" OR abs:""AI assistant"" OR abs:""retrieval-augmented generation"" OR abs:""agent orchestration"" OR abs:""planning agent"" OR abs:""human-in-the-loop"" OR abs:""model context protocol"" OR abs:""agentic simulation"") AND (abs:""geothermal"" OR abs:""reservoir simulation"" OR abs:""reservoir engineering"" OR abs:""enhanced geothermal"" OR abs:""carbon storage"" OR abs:""well placement"" OR abs:""subsurface simulation"")","ok","10","9","0","0.3",""
"q010:openalex","openalex","B_llm","core","geoenergy_subsurface","(""large language model"" OR ""foundation model"" OR ""GPT-4"" OR ""ChatGPT"" OR ""LLM"" OR ""generative AI"" OR ""prompt engineering"" OR ""code generation"") AND (""geothermal"" OR ""reservoir simulation"" OR ""reservoir engineering"" OR ""enhanced geothermal"" OR ""carbon storage"" OR ""well placement"" OR ""subsurface simulation"")","ok","116","116","0","1.2",""
"q010:arxiv","arxiv","B_llm","core","geoenergy_subsurface","(abs:""large language model"" OR abs:""foundation model"" OR abs:""GPT-4"" OR abs:""ChatGPT"" OR abs:""LLM"" OR abs:""generative AI"" OR abs:""prompt engineering"" OR abs:""code generation"") AND (abs:""geothermal"" OR abs:""reservoir simulation"" OR abs:""reservoir engineering"" OR abs:""enhanced geothermal"" OR abs:""carbon storage"" OR abs:""well placement"" OR abs:""subsurface simulation"")","ok","16","16","0","0.3",""
"q011:openalex","openalex","A_agentic","core","scientific_computing","(""agentic AI"" OR ""agentic workflow"" OR ""AI agent"" OR ""LLM agent"" OR ""language model agent"" OR ""autonomous agent"" OR ""multi-agent system"" OR ""multi-agent LLM"" OR ""tool use"" OR ""function calling"" OR ""ReAct"" OR ""chain of thought"" OR ""AI scientist"" OR ""autonomous experimentation"" OR ""self-driving laboratory"" OR ""copilot"" OR ""AI assistant"" OR ""retrieval-augmented generation"" OR ""agent orchestration"" OR ""planning agent"" OR ""human-in-the-loop"" OR ""model context protocol"" OR ""agentic simulation"") AND (""scientific computing"" OR ""research software"" OR ""scientific software"" OR ""high performance computing"" OR ""workflow engine"" OR ""computational science"" OR ""computational reproducibility"" OR ""scientific workflow"")","ok","1078","1081","0","9.7",""
"q011:arxiv","arxiv","A_agentic","core","scientific_computing","(abs:""agentic AI"" OR abs:""agentic workflow"" OR abs:""AI agent"" OR abs:""LLM agent"" OR abs:""language model agent"" OR abs:""autonomous agent"" OR abs:""multi-agent system"" OR abs:""multi-agent LLM"" OR abs:""tool use"" OR abs:""function calling"" OR abs:""ReAct"" OR abs:""chain of thought"" OR abs:""AI scientist"" OR abs:""autonomous experimentation"" OR abs:""self-driving laboratory"" OR abs:""copilot"" OR abs:""AI assistant"" OR abs:""retrieval-augmented generation"" OR abs:""agent orchestration"" OR abs:""planning agent"" OR abs:""human-in-the-loop"" OR abs:""model context protocol"" OR abs:""agentic simulation"") AND (abs:""scientific computing"" OR abs:""research software"" OR abs:""scientific software"" OR abs:""high performance computing"" OR abs:""workflow engine"" OR abs:""computational science"" OR abs:""computational reproducibility"" OR abs:""scientific workflow"")","ok","440","360","0","9.9",""
"q012:openalex","openalex","B_llm","core","scientific_computing","(""large language model"" OR ""foundation model"" OR ""GPT-4"" OR ""ChatGPT"" OR ""LLM"" OR ""generative AI"" OR ""prompt engineering"" OR ""code generation"") AND (""scientific computing"" OR ""research software"" OR ""scientific software"" OR ""high performance computing"" OR ""workflow engine"" OR ""computational science"" OR ""computational reproducibility"" OR ""scientific workflow"")","ok","2070","2073","1","18.9",""
"q012:arxiv","arxiv","B_llm","core","scientific_computing","(abs:""large language model"" OR abs:""foundation model"" OR abs:""GPT-4"" OR abs:""ChatGPT"" OR abs:""LLM"" OR abs:""generative AI"" OR abs:""prompt engineering"" OR abs:""code generation"") AND (abs:""scientific computing"" OR abs:""research software"" OR abs:""scientific software"" OR abs:""high performance computing"" OR abs:""workflow engine"" OR abs:""computational science"" OR abs:""computational reproducibility"" OR abs:""scientific workflow"")","ok","895","865","0","26.7",""
"q013:openalex","openalex","A_agentic","core","computational_discovery","(""agentic AI"" OR ""agentic workflow"" OR ""AI agent"" OR ""LLM agent"" OR ""language model agent"" OR ""autonomous agent"" OR ""multi-agent system"" OR ""multi-agent LLM"" OR ""tool use"" OR ""function calling"" OR ""ReAct"" OR ""chain of thought"" OR ""AI scientist"" OR ""autonomous experimentation"" OR ""self-driving laboratory"" OR ""copilot"" OR ""AI assistant"" OR ""retrieval-augmented generation"" OR ""agent orchestration"" OR ""planning agent"" OR ""human-in-the-loop"" OR ""model context protocol"" OR ""agentic simulation"") AND (""molecular dynamics"" OR ""density functional theory"" OR ""quantum chemistry"" OR ""computational materials"" OR ""atomistic simulation"" OR ""materials discovery"" OR ""catalyst design"")","ok","3075","3079","1","33.7",""
"q013:arxiv","arxiv","A_agentic","core","computational_discovery","(abs:""agentic AI"" OR abs:""agentic workflow"" OR abs:""AI agent"" OR abs:""LLM agent"" OR abs:""language model agent"" OR abs:""autonomous agent"" OR abs:""multi-agent system"" OR abs:""multi-agent LLM"" OR abs:""tool use"" OR abs:""function calling"" OR abs:""ReAct"" OR abs:""chain of thought"" OR abs:""AI scientist"" OR abs:""autonomous experimentation"" OR abs:""self-driving laboratory"" OR abs:""copilot"" OR abs:""AI assistant"" OR abs:""retrieval-augmented generation"" OR abs:""agent orchestration"" OR abs:""planning agent"" OR abs:""human-in-the-loop"" OR abs:""model context protocol"" OR abs:""agentic simulation"") AND (abs:""molecular dynamics"" OR abs:""density functional theory"" OR abs:""quantum chemistry"" OR abs:""computational materials"" OR abs:""atomistic simulation"" OR abs:""materials discovery"" OR abs:""catalyst design"")","ok","233","166","0","5.3",""
"q014:openalex","openalex","B_llm","core","computational_discovery","(""large language model"" OR ""foundation model"" OR ""GPT-4"" OR ""ChatGPT"" OR ""LLM"" OR ""generative AI"" OR ""prompt engineering"" OR ""code generation"") AND (""molecular dynamics"" OR ""density functional theory"" OR ""quantum chemistry"" OR ""computational materials"" OR ""atomistic simulation"" OR ""materials discovery"" OR ""catalyst design"")","ok","1438","1439","0","14.3",""
"q014:arxiv","arxiv","B_llm","core","computational_discovery","(abs:""large language model"" OR abs:""foundation model"" OR abs:""GPT-4"" OR abs:""ChatGPT"" OR abs:""LLM"" OR abs:""generative AI"" OR abs:""prompt engineering"" OR abs:""code generation"") AND (abs:""molecular dynamics"" OR abs:""density functional theory"" OR abs:""quantum chemistry"" OR abs:""computational materials"" OR abs:""atomistic simulation"" OR abs:""materials discovery"" OR abs:""catalyst design"")","ok","320","314","0","11.2",""
"w001","web","","grey","venue_hints","MCP server simulator solver GitHub agentic simulation OpenFOAM MOOSE Aspen Plus model context protocol","ok","","","","","grey-literature pass, search"
"w002","web","","grey","venue_hints","Ansys Siemens AspenTech agentic AI simulation copilot whitepaper 2026 autonomous simulation engineer","ok","","","","","grey-literature pass, search"
"w003","web","","grey","venue_hints","Stanford Geothermal Workshop 2026 LLM agent reservoir simulation agentic workflow proceedings","ok","","","","","grey-literature pass, search"
"w004","web","","grey","venue_hints","NREL Sandia PNNL Argonne report LLM agent autonomous simulation workflow energy system model 2026","ok","","","","","grey-literature pass, search"
"w005","web","","grey","venue_hints","LLM agent Modelica TESPy energy system model techno-economic analysis automation GitHub","ok","","","","","grey-literature pass, search"
"w006","web","","grey","venue_hints","GitHub MCP server geothermal reservoir simulator agent 2026 MCP CMG Eclipse DWSIM pymoo optimization agent","ok","","","","","grey-literature pass, search"
"w007","web","","grey","venue_hints","https://arxiv.org/abs/2602.20683","ok","","","","","grey-literature pass, fetch"
"w008","web","","grey","venue_hints","https://arxiv.org/abs/2607.18557","ok","","","","","grey-literature pass, fetch"
"w009","web","","grey","venue_hints","https://ansys.synopsys.com/products/ai","error","","","","","grey-literature pass, fetch; HTTP 403 Forbidden"
"w010","web","","grey","venue_hints","https://github.com/EPEL-SNU/Aspen_Plus_MCP","ok","","","","","grey-literature pass, fetch"
"w011","web","","grey","venue_hints","https://github.com/szeider/mcp-solver","ok","","","","","grey-literature pass, fetch"
"w012","web","","grey","venue_hints","https://www.osti.gov/biblio/2480816","ok","","","","","grey-literature pass, fetch"
"w013","web","","grey","venue_hints","https://github.com/ymg2007/openfoam-mcp","ok","","","","","grey-literature pass, fetch"
"w014","web","","grey","venue_hints","""MCP server"" OPM Flow reservoir simulation Claude ResInsight repository agentic","ok","","","","","grey-literature pass, search"
"w015","web","","grey","venue_hints","https://runspec.io/welcome","ok","","","","","grey-literature pass, fetch"
"w016","web","","grey","venue_hints","NVIDIA Microsoft Research blog agentic AI physics simulation solver orchestration engineering 2026 autonomous CAE agent","ok","","","","","grey-literature pass, search"
"w017","web","","grey","venue_hints","https://developer.nvidia.com/blog/24-7-simulation-loops-how-agentic-ai-keeps-subsurface-engineering-moving/","ok","","","","","grey-literature pass, fetch"
"w018","web","","grey","venue_hints","https://news.synopsys.com/2026-03-11-Synopsys-Launches-Ansys-2026-R1-to-Re-Engineer-Engineering-with-Joint-Solutions-and-AI-Powered-Products","ok","","","","","grey-literature pass, fetch"
