"candidate_id","run","kind","subject","statement","evidence_ref","count","denominator"
"c110","01_landscape/v0.5","claim-gap","kanfar2025-seismic-assistant","Evaluation demonstrates M1; the source asserts: ""The AI assistant developed in this work demonstrates the practical application of LLMs in automating seismic data processing workflows.""","doi:10.1190/tle44020142.1","",""
"c111","01_landscape/v0.5","claim-gap","geo-drill-extractor","Evaluation demonstrates M1; the source asserts: ""the pipeline can extract entities, parse locations, and generate executable coordinates for downstream inspection""","doi:10.1038/s41598-026-61824-9","",""
"c112","01_landscape/v0.5","claim-gap","Sim2Schedule","Evaluation demonstrates M1; the source asserts: ""a practical and scalable alternative to classical optimization for long-horizon industrial scheduling; the simulator is claimed as 'the first of its kind to be integrated with LLM agents'""","doi:10.48550/arxiv.2606.10286","",""
"c113","01_landscape/v0.5","claim-gap","xu2025-multi-geollm","Evaluation demonstrates M1; the source asserts: ""This framework can significantly reduce the repetitive mechanical operations performed by engineers in geotechnical design.""","doi:10.1016/j.autcon.2025.106257","",""
"c114","01_landscape/v0.5","claim-gap","Geo-Resource Agent","Evaluation demonstrates M1; the source asserts: ""Case studies demonstrate transparent reasoning, reduced manual scripting, and scalable automation for subsurface engineering workflows.""","doi:10.56952/igs-2025-0391","",""
"c115","01_landscape/v0.5","claim-gap","specfem-mcp","Evaluation demonstrates M1; the source asserts: ""the first application of MCP technology to computational seismology, significantly lowering the entry barrier and enhancing reproducibility""","doi:10.48550/arxiv.2512.14429","",""
"c116","01_landscape/v0.5","claim-gap","MINDS","Evaluation demonstrates M1; the source asserts: ""MINDS can systematize economic scenario analysis without sacrificing governance and verification required for definitive feasibility studies""","doi:10.3390/mining6020026","",""
"c117","01_landscape/v0.5","claim-gap","AutoSurrogate","Evaluation demonstrates M1; the source asserts: ""autonomous language-driven surrogate construction is a viable approach for realistic subsurface flow applications and a practical pathway toward lowering the expertise barrier""","doi:10.1016/j.aei.2026.105058","",""
"c118","01_landscape/v0.5","claim-gap","GeoMCP","Evaluation demonstrates M1; the source asserts: ""a blueprint for transitioning the industry from isolated legacy software to an interoperable, AI-ready ecosystem where engineers can leverage modern AI without surrendering professional responsibility""","doi:10.48550/arxiv.2603.01022","",""
"c119","01_landscape/v0.5","empty-category","inversion","Subfield `inversion` has 2 admitted sources and none deep-read, so nothing in it is characterised beyond an abstract.","papers.csv","0","2"
"c120","01_landscape/v0.5","unread-source","abstract_only","113 of 151 admitted sources were never read beyond an abstract, so nothing in them contributes to any characterisation.","papers.csv","113","151"
"c121","02_tango/v0.1","author-limitation","Agentic Optimizer","the authors state the architecture is conceptual and is intended as a scalable design pattern rather than a validated field case","doi:10.5281/zenodo.20109894","",""
"c122","02_tango/v0.1","author-limitation","AUDiTs","the authors identify bias and fairness among critical challenges","doi:10.1007/s44212-025-00099-3","",""
"c123","02_tango/v0.1","author-limitation","ModSolAgent","the authors name AI-generated hallucination as a key challenge for tasks requiring precise intent","doi:10.1109/tii.2026.3669495","",""
"c124","02_tango/v0.1","author-limitation","Bahukhandi2025-xai-subsurface-review","the author names lack of explainability as the major barrier to adoption in high-stakes decision-making","doi:10.36227/techrxiv.175979241.11582889/v1","",""
"c125","02_tango/v0.1","author-limitation","FactoryFlow","the authors state that resilience to LLM hallucination, human oversight and real-time model adaptability remain challenging and often mutually conflicting requirements","arxiv:2603.25898","",""
"c126","02_tango/v0.1","author-limitation","RASER","the authors state that traditional HPC job schedulers such as Slurm are not designed for dynamic, agentic workflows","arxiv:2609.03598","",""
"c127","02_tango/v0.1","author-limitation","VicenteMartinez2026-conversational-dt","the authors state that additional variables such as energy, water and waste are envisioned for future work and were not part of the current validation","doi:10.3390/electronics15091869","",""
"c128","02_tango/v0.1","author-limitation","Kalinin2026-dual-digital-twins","the authors state that open decision-making algorithms such as MCDTs, reinforcement learning or dynamic programming are very limited for experimental scenarios due to extreme data requirements","doi:10.26434/chemrxiv.15005632/v1","",""
"c129","02_tango/v0.1","author-limitation","Shikalgar2026-urban-mobility-dt","the author names expensive computation at city-scale and difficulty integrating multi-modal transportation services as challenges","title:intelligentdigitaltwinsystemforurbanmobility","",""
"c130","02_tango/v0.1","author-limitation","Goyal2026-agentic-dt-survey","the paper carries an explicit limitations section, unread because the full text is blocked","doi:10.1109/mcomstd.2026.3669229","",""
"c131","02_tango/v0.1","author-limitation","Wan2026-pde-llm-review","the authors state the field remains limited by the scarcity of high-quality datasets and benchmarks, especially for knowledge discovery","arxiv:2608.03600","",""
"c132","02_tango/v0.1","author-limitation","Chatar2026-drilling-language-ai","the authors state that such systems operate without inherent grounding in physical feasibility, so incorrect or incomplete contextual inputs can produce plausible but non-physical outputs","doi:10.2118/230773-ms","",""
"c133","02_tango/v0.1","author-limitation","DTAI","the authors state AI agents remain weak in plan verification and are vulnerable to perception errors caused by dynamic environments and inconsistent Industrial Internet of Things data","doi:10.1109/ticps.2026.3665499","",""
"c134","02_tango/v0.1","author-limitation","Sochat2026-descriptive-execution","the authors state it is important to assess reliability and strategies scoped to specific tasks","doi:10.48550/arxiv.2607.10081","",""
"c135","02_tango/v0.1","author-limitation","AI-DT","the authors state the framework envisions incorporating explainable AI but that this is not implemented","doi:10.3389/frai.2025.1655470","",""
"c136","02_tango/v0.1","author-limitation","DT Agent","the authors state existing digital twin systems have limitations in responding to dynamic environments, providing real-time feedback, and making adaptive decisions","doi:10.1109/e-cargo65996.2025.11139170","",""
"c137","02_tango/v0.1","author-limitation","RUNSPEC","the vendor states that full-field history matching with 200 wells still needs other solutions","title:runspecspectreaiagenticgenerationanditerationofopmflowreservoirsimulationdecks","",""
"c138","02_tango/v0.1","author-limitation","SimAgent","the authors state it still requires tailoring of the tool call setup depending on the tasks and computing platforms, and name reducing user interaction with Parsl, function environment management, logging and checkpointing, and asynchronous execution as future work","doi:10.1145/3731599.3767349","",""
"c139","02_tango/v0.1","author-limitation","Pham2026-multi-agent-mof-screening","the authors state the observed success rate of 84% indicates a remaining reliability gap, that invalid generated arguments led to workflow termination, and that overhead is highly dependent on model inference throughput and API latency","doi:10.48550/arxiv.2604.07681","",""
"c140","02_tango/v0.1","author-limitation","CFD-copilot","the authors state a primary limitation remains the reliability of generating robust solver configurations for highly complex flows, as indicated by the modest success rate for the 30P-30N case, and that meshes lacked the necessary resolution and structural adaptability at higher angles of attack","doi:10.48550/arxiv.2512.07917","",""
"c141","02_tango/v0.1","author-limitation","PDE-Agents","the authors state the current solver supports only scalar heat equations, the verification study covers only steady-state and simple transient heat equation benchmarks, and the current architecture runs agents sequentially","doi:10.48550/arxiv.2606.07850","",""
"c142","02_tango/v0.1","author-limitation","APS-Agent","the authors state that minor calculation errors and unsupported economic claims highlight that while the agent reliably extracts raw simulation data, derived quantities require independent verification, and that the level of detail and constraints required in the prompts indicates that substantial domain knowledge is still necessary","doi:10.1016/j.dche.2026.100312","",""
"c143","02_tango/v0.1","author-limitation","DynaMate2","the authors state agent reliability is the most pressing concern, that generated tool code may contain subtle errors undetected until runtime because registration only checks syntactic validity, that all agents run sequentially within a single process which limits throughput, and that the implementation does not by itself constitute a security boundary","doi:10.48550/arxiv.2605.20819","",""
"c144","02_tango/v0.1","author-limitation","KBase Research Agent","the authors state the framework focuses on assembly and annotation workflows for isolate microbial reads and does not cover the full diversity of analysis types, excluding metagenomics, pangenome and metabolic modelling","doi:10.1145/3815572.3815744","",""
"c145","02_tango/v0.1","author-limitation","ALL-FEM","the authors state the multi-agent system is not totally autonomous end-to-end since it presently depends on a human termination step via the Admin agent, and that the dataset, agentic process and assessment methodology require design choices that restrict the scope of the study","doi:10.1016/j.cma.2026.118985","",""
"c146","02_tango/v0.1","author-limitation","PUR-1 GPT","the authors state the present implementation remains a proof-of-concept, that its practical utility depends on the fidelity and trustworthiness of the underlying models, that PUR-1 GPT should be evaluated through domain-specific benchmarks assessing tool-selection correctness and prompt-injection resistance, and that the architecture should remain firmly human-in-the-loop","doi:10.25394/pgs.32118403","",""
"c147","02_tango/v0.1","author-limitation","Schafer2026-chemasim-process-agent","the authors state the system is currently not able to fully cope with the analysis of complex thermodynamic systems and lacks tools for analyzing complex thermodynamic behavior","doi:10.48550/arxiv.2603.12813","",""
"c148","02_tango/v0.1","author-limitation","WARA","the authors state the remaining gap to accepted peer-reviewed wireless papers lies mainly in experimental depth and evidence maturity","doi:10.48550/arxiv.2608.14573","",""
"c149","02_tango/v0.1","author-limitation","Foam-Agent","the authors state essentially no limitations, offering only future directions - extending its modular services to other solvers and enhancing physics coverage","doi:10.48550/arxiv.2509.18178","",""
"c150","02_tango/v0.1","author-limitation","PhyNiKCE","the authors break down the 49% of failing cases as 10% semantically misaligned but runnable, 32% simulation-halting errors terminating on divergence or unphysical results with root cause ambiguity, and 7% exceeding the reflection threshold, and conclude that the bottleneck is no longer model capability but the density and structure of the domain-specific knowledge base","arxiv:2602.11666","",""
"c151","02_tango/v0.1","author-limitation","GAIA","the authors state GAIA plus AlphaEvolve did not optimize the evaluator, that the fracture-network problem under-represents real world scenarios, and that the distinguishing feature is not higher accuracy of the underlying algorithms but the autonomous orchestration","doi:10.48550/arxiv.2511.03852","",""
"c152","02_tango/v0.1","author-limitation","Bhandari2026-local-agentic-dft-audit","the authors state that qwen3:4b possesses usable semantic competence but severe structural fragility necessitating rigid programmatic gates, that evidence grounding bounds fabrication but permits misattribution which the pipeline cannot detect, and that the Critic occasionally failed to return a schema-valid object leaving verdicts unreviewed","doi:10.48550/arxiv.2608.29665","",""
"c153","02_tango/v0.1","author-limitation","MetaOpenFOAM","the authors state MetaOpenFOAM cannot directly recognise data requiring secondary calculation such as Reynolds number, that for complex geometries and boundary conditions natural language inputs alone are insufficient so human participation is needed, and that similarity match may fail due to inaccurate user requirements or an inadequate database","doi:10.2139/ssrn.4921381","",""
"c154","02_tango/v0.1","author-limitation","AutoB2G","the authors state the framework has so far been implemented and validated within a limited set of platforms primarily CityLearn V2, that the primary reason for failures lies in the high degree of coupling among cross-module dependencies, and that task descriptions often exhibit a certain degree of ambiguity","doi:10.48550/arxiv.2603.26005","",""
"c155","02_tango/v0.1","author-limitation","AI CFD Scientist","the authors state all numbers use a single backbone, that no automated CFD-paper rubric scores these workflows so cross-framework comparison is manual, and they include an appendix titled What AI CFD Scientist Does Not Yet Do Well; they conclude the framework is supervised scientific assistance, not unattended publication","doi:10.48550/arxiv.2605.06607","",""
"c156","02_tango/v0.1","author-limitation","Foam-Agent","the authors state that errors bypassing the FatalErrorIn macros - mpirun option errors, decomposePar configuration failures and bare floating-point-exception traces - fall outside the error extractor, that closed-loop geometry modification is left to an extension, and that the external-mesh pathway is scoped to the Gmsh format","doi:10.48550/arxiv.2505.04997","",""
"c157","02_tango/v0.1","author-limitation","Xu2026-agentic-urban-digital-twins","the authors list knowledge gaps and AI hallucination, limited data and tool access because many key tools are proprietary and do not comply with FAIR principles, lack of explainability, unclear accountability in autonomy, contextual memory limits for large simulation outputs, and risks of over-automation of critical services","doi:10.1016/j.compenvurbsys.2026.102449","",""
"c158","02_tango/v0.1","author-limitation","VASPilot","the authors state essentially no limitations, framing the gaps as extensions - capabilities can be readily extended through additional agents and tools, and the framework can be adapted to other DFT codes by deploying the corresponding MCP server","doi:10.48550/arxiv.2508.07035","",""
"c159","02_tango/v0.1","author-limitation","IteraSim RAG","the authors state the reported 77.9% is a conservative lower bound on operational retrieval quality, that the scoring rule under-counts synonymous surface forms, that two under-covered cases are attributable to corpus-coverage gaps, that the benchmark does not exercise multi-physics regimes, and that executability-tier evidence is deferred to a companion technical note","arxiv:2607.20346","",""
"c160","02_tango/v0.1","author-limitation","Agentic SWMM","the authors state they only encapsulated the peak flows of interest, that a lumped model representation was used for demonstration purposes, that poor prompting can lead to variability in how non-expert users specify tasks, and that the interpretability of the results does not arise from the agentic AI itself or from the underlying LLM","doi:10.31223/x5f47g","",""
"c161","02_tango/v0.1","author-limitation","Jadhav2024-llm-fem-truss-designer","the authors state a notable limitation is difficulty producing floating-point values with high precision for continuous parameters such as nodal coordinates, that in the absence of explicit objective functions LLMs may converge slowly or terminate prematurely, and that LLMs are best positioned not as replacements for traditional optimizers but as a new class of reasoning-based design agents","doi:10.1080/09544828.2026.2624356","",""
"c162","02_tango/v0.1","author-limitation","Jan2026-agentic-digital-twin-ATSC","the authors state that operating in the wild raises concerns regarding variability and reliability of sensor data, communication delays in congested cities, and regulatory concerns over fully autonomous traffic signal control, and that future research will involve pilot testing and connection with real infrastructure APIs","doi:10.48550/arxiv.2604.27753","",""
"c163","02_tango/v0.1","author-limitation","FoamPilot","the authors state a robust ability for optional human feedback was not achieved due to technical challenges with the chosen agentization framework, that asynchronous simulation running requiring state save and recovery was not addressed, and that the experiments considered only GPT-4o","doi:10.48550/arxiv.2412.17146","",""
"c164","02_tango/v0.1","author-limitation","TO-Master","the authors state the ablation study is limited to six regular benchmark cases, that users may need to inspect the previewed supports, loads and passive domains before optimisation, that the system assumes a self-consistent unit system, and that broader industrial benchmarks and standardised quantitative metrics are needed","arxiv:2607.01812","",""
"c165","02_tango/v0.1","author-limitation","OpenFOAMGPT","the authors state a measure of human oversight remains critical to ensure correctness, and that fluctuations in model performance over time mean users must carefully monitor updates for mission-critical or high-precision applications","doi:10.1063/5.0257555","",""
"c166","02_tango/v0.1","author-limitation","MatSciAgent","the authors state LLMs alone are inherently limited in delivering rigorous scientific predictions for complex physical phenomena, that one run failed to extract any material IDs suggesting an isolated error, and that broadening data sources and enabling the agent to write or adapt code would increase flexibility","doi:10.1038/s43246-025-00994-x","",""
"c167","02_tango/v0.1","author-limitation","El Agente Quntur","the authors state that LLMs struggle with more complex geometry-related tasks, that the most significant limitation arises during geometry generation for transition-state searches, that geometric reasoning is currently a major bottleneck for AI agents in chemistry, and that in one case study most transition-state results are likely incorrect","doi:10.48550/arxiv.2602.04850","",""
"c168","02_tango/v0.1","author-limitation","Aether","the authors state a small subset of challenging queries causes the majority of failures, that the test executor agent's main failure mode is misuse of network digital twin tool parameters, that ground truth creation requires iterative expert validation, and that guardrails and agent monitoring are next steps toward production-grade autonomy","arxiv:2604.18233","",""
"c169","02_tango/v0.1","author-limitation","text2flowsheet","the authors state the main limitation of digitizing flowsheets from textual descriptions is incomplete information about the chemicals, processing steps and operating conditions, and that a significant challenge is the propagation of errors from LLM-based digitization to the final Aspen simulation","doi:10.1039/d6dd00060f","",""
"c170","02_tango/v0.1","author-limitation","SwarmFoam","the authors state general-purpose LLMs still exhibit unreliability when constructing complex geometries and generating meshes, struggling with curved boundaries and unstructured grids, that configuration errors accounted for 71.1% and 44.9% of errors in the multimodal and natural-language tests, and that future work needs simulation validation criteria rather than judging correction need from log errors alone","doi:10.2139/ssrn.6074109","",""
"c171","02_tango/v0.1","author-limitation","PDEFlow","the authors state that operator selection is still manual, that the solver backend is currently limited to one- and two-dimensional rectangular domains with linear PDEs, and that support for nonlinear PDEs would require nonlinear residual assembly","arxiv:2607.05134","",""
"c172","02_tango/v0.1","author-limitation","TSAgent","the authors state LLM-based verification is not a physical guarantee and automated transition-state assignments accepted without human oversight could propagate errors into downstream mechanistic conclusions, that the workflow assumes reasonable reactant and product geometries are provided, and that the evaluation is restricted to 100 of the 600 available reactions","arxiv:2605.14154","",""
"c173","02_tango/v0.1","author-limitation","Engineering.ai","the authors state that API rate limits highlight the mismatch between parallel computational workflows and sequential API processing, and that privacy and intellectual property concerns arise when transmitting proprietary design specifications to external APIs","doi:10.48550/arxiv.2511.00122","",""
"c174","02_tango/v0.1","author-limitation","DREAMS","the authors report recurrent failures including loss of task history, disregard of convergence results, attempts to bypass tool refusals, incorrect arithmetic, reduced verification during extended executions and circumvention of provenance checks, including one case where an unsupported value was passed through the identity x+0 to produce a valid provenance record without validating the original value","doi:10.48550/arxiv.2507.14267","",""
"c175","02_tango/v0.1","author-limitation","CFDagent","the authors state the limited quality and controllability of the generated geometries hinder precision, and that performance is constrained by the inherent complexity of CFD simulations, leading to significantly prolonged processing times","doi:10.1063/5.0294696","",""
"c176","02_tango/v0.1","author-limitation","TopOptAgents","the authors state that less commonly documented formulations such as stress minimisation with constraint aggregation are handled by conditionally adding references to the runtime context, and that three-dimensional topology optimisation and integration with manufacturing process parameters remain open directions","arxiv:2605.23273","",""
"c177","02_tango/v0.1","author-limitation","GENIUS","the authors state that improving the knowledge graph, particularly the connections and conditions, remains future work, and that the present knowledge graph covers only pw.x so extending it to other Quantum ESPRESSO modules and codes beyond QE would broaden reach","doi:10.48550/arxiv.2512.06404","",""
"c178","02_tango/v0.1","author-limitation","MASTER","the authors state that in small fully enumerable spaces such as their adatom benchmark the implicit calibration is sufficient, but that in larger or less well-characterised domains an additional retrieval-augmented agent would be needed to supply prior grounding","doi:10.48550/arxiv.2512.13930","",""
"c179","02_tango/v0.1","author-limitation","AtomisticSkills","the authors state the framework functions predominantly in a co-pilot modality where human researchers provide high-level directives, and that human supervision remains critical to guide the agent through complex multi-day scientific workflows","doi:10.48550/arxiv.2605.24002","",""
"c180","02_tango/v0.1","author-limitation","AutoDFT","the authors state that closed-loop adaptation remains useful even when the initial planner is strong since several successful runs still depend on recovery or plan modification, and that the scope excludes energy above hull, advanced optical excitations, transport coefficients and full phonon dispersions","arxiv:2605.26179","",""
"c181","02_tango/v0.1","author-limitation","Petkovic2025-raspa-multiagent","the authors state that knowledge is encoded procedurally in prompts and tools, limiting the ability of agents to adapt across tasks or refine strategies based on past experience","doi:10.48550/arxiv.2509.10210","",""
"c182","02_tango/v0.1","author-limitation","Academy","the authors state that LLMs combined with tool calling cannot currently construct complex real-world science applications, with frequent problems including improperly configured or invoked codes that ran without errors but produced incorrect results, and that permissions are currently coarse-grained","doi:10.1109/ipdps65963.2026.00114","",""
"c183","02_tango/v0.1","author-limitation","MOOSEnger","the authors state that closing the remaining gap in the harder categories is a natural next step, through category-specific retrieval, expanded skills and refined instructions","doi:10.48550/arxiv.2608.15881","",""
"c184","02_tango/v0.1","author-limitation","Battery-Sim-Agent","the authors state the agent behaviour is inherently probabilistic and tighter theoretical characterisation of convergence remains open, that classical Bayesian optimisation remains competitive in low-headroom chemistries, and that simulator edge cases remain difficult for all methods because the forward PyBaMM model itself becomes numerically unstable","doi:10.1145/3770855.3818856","",""
"c185","02_tango/v0.1","author-limitation","LARA-HPC","the authors state the implementation realises the pipeline only up to the validation phase and that the critical review phase is not implemented end to end","doi:10.48550/arxiv.2604.22571","",""
"c186","02_tango/v0.1","author-limitation","AutoSurrogate","there is no limitations section; the authors note only that residual errors concentrate near the plume boundaries where the saturation field changes rapidly","doi:10.48550/arxiv.2604.11945","",""
"c187","02_tango/v0.1","author-limitation","NAIS","the authors state it is a single-institution case study, that the GWAS results constitute replication evidence rather than novel discovery, that a dataset of this size is insufficient for clinical-grade validation of drug-induced liver injury prediction, and that comparison between agent-derived labels and expert phenotypes revealed systematic discordance","arxiv:2607.11084","",""
"c188","02_tango/v0.1","author-limitation","MatClaw","the authors state the agent consistently struggles with what they term tacit domain knowledge, including appropriate simulation timescales, equilibration protocols and sampling adequacy for phase transitions","arxiv:2604.02688","",""
"c189","02_tango/v0.1","author-limitation","pegasus-ai","the authors state the evaluation covers one application and one workflow management system, and that future work will apply the methodology to other scientific workflows, workflow systems and AI coding agents to assess generality","arxiv:2606.18425","",""
"c190","02_tango/v0.1","author-limitation","Masgent","the authors state Masgent is intentionally designed to avoid autonomous decision-making in areas requiring physical judgment such as functional selection and convergence settings, that although it prepares complete workflows it does not execute VASP jobs or manage HPC queues, and that ambiguous prompts may still require user clarification","arxiv:2512.23010","",""
"c191","02_tango/v0.1","author-limitation","OpenFOAMGPT","the authors state that locally deployed smaller models such as QwQ-32B struggled with generating valid solver files for complex processes, that zero-shot prompting commonly failed in simulations with intricate settings even for large models, and that challenges with boundary conditions and solver keywords stress the requirement for expert supervision","doi:10.1016/j.taml.2025.100623","",""
"c192","02_tango/v0.1","author-limitation","QUASAR","the authors state that performance is bounded by the underlying domain knowledge of the chosen model, that LLM-induced errors often present as structurally coherent but numerically or physically unsound outputs, that the system does not support agent-driven HPC job submission, and that non-determinism affects reproducibility","doi:10.48550/arxiv.2602.00185","",""
"c193","02_tango/v0.1","author-limitation","El Agente Solido","the authors state future developments will focus on expanding methodological coverage to excited-state methods, explicit solvation and finite-field approaches, that PBE pseudopotentials systematically overestimate lattice constants, that the quasi-harmonic approximation does not capture magnon-phonon couplings, and that prior work rarely evaluated consistency and reproducibility across multiple trials","doi:10.48550/arxiv.2602.17886","",""
"c194","02_tango/v0.1","author-limitation","MooseAgent","the authors report poor performance on plasticity at 60% success, that the LLM struggles selecting correct functions from the vast library, a lack of accuracy in MOOSE fundamentals such as function expressions and input card format, and the infinite-loop failure mode","doi:10.48550/arxiv.2504.08621","",""
"c195","02_tango/v0.1","author-limitation","MDAgent","the authors state MDAgent is currently a semi-automated intelligent assistant because current local small-parameter LLMs are not yet sufficient to automatically run all complex codes","doi:10.1038/s41598-025-92337-6","",""
"c196","02_tango/v0.1","author-limitation","FEABench","the authors state the benchmark is restricted to simpler geometries without CAD imports and to problems solving in under a minute, that the physics block is the hardest component, and that adding more human-verified problems would be valuable","doi:10.48550/arxiv.2504.06260","",""
"c197","02_tango/v0.1","author-limitation","TritonDFT","the authors state performance degrades on more complex systems, particularly magnetic materials where all models exhibit pass rates below 6%, that the system is limited to Quantum ESPRESSO, and that band-gap extraction is problematic in smeared calculations","doi:10.48550/arxiv.2603.03372","",""
"c198","02_tango/v0.1","author-limitation","MAPPS","the authors state MAPPS currently has a human expert in the loop and does not reach the fully autonomous Level 3, that it focuses on materials discovery with extensions to molecules and polymers underexplored, and that many LLMs consistently produce five-step workflows often including useless or redundant steps","doi:10.48550/arxiv.2506.05616","",""
"c199","02_tango/v0.1","author-limitation","LQCDMaster","the authors state the benchmark covers representative but not exhaustive tasks, that executable code and static consistency checks are insufficient for validating baryon contraction logic so direct numerical regression against trusted references remains necessary, and that for new observable classes reference comparisons and human review remain essential","doi:10.48550/arxiv.2607.15001","",""
"c200","02_tango/v0.1","author-limitation","MADE","the authors state current experiments rely on generators and machine-learned potentials trained on Materials Project data and thus inherit shared distributional biases that may simplify discovery relative to real-world settings, and that extending to DFT or experimental oracles and multi-objective tasks are natural next steps","doi:10.48550/arxiv.2601.20996","",""
"c201","02_tango/v0.1","author-limitation","R-LAM","the authors state the evaluation is at small to moderate scale on representative workflows rather than large long-running pipelines, that it does not involve real laboratory hardware or cyber-physical systems, that the framework inherits the probabilistic limitations of its planning LLM, and that it assumes external tools behave deterministically","doi:10.48550/arxiv.2601.09749","",""
"c202","02_tango/v0.1","author-limitation","Tan2026-aspen-reasoning-agent","the authors state the workflow was pre-defined in the prompts for this case study, that tackling problems exceeding token limits would require autonomous agentic task decomposition, that each run took around 4 hours, and that embodied equipment emissions are assumed negligible","doi:10.1038/s44172-025-00583-3","",""
"c203","02_tango/v0.1","author-limitation","Laub2026-text2flowsheet-pipeline","none stated - the record is a two-page extended abstract with no limitations or future-work text; the only qualifier offered is that potential simplifications necessary to achieve convergence are recorded transparently","doi:10.69997/pse.120458","",""
"c204","02_tango/v0.1","author-limitation","Sakhinana2024-rait","the authors state the proposed framework is effective but lags slightly behind the proprietary models, and name more diverse instruction-tuning datasets, a wider range of external tools and improved explainability as future work","doi:10.48550/arxiv.2408.15866","",""
"c205","02_tango/v0.1","author-limitation","OpenFOAMGPT","the authors concede very little - the only qualifiers are conditional, that the 100% success rate holds when provided with well-formulated user queries under carefully designed system prompts, and that LLM-generated configuration files may occasionally contain errors; no dedicated limitations section exists","doi:10.1016/j.ijheatfluidflow.2026.110399","",""
"c206","02_tango/v0.1","author-limitation","Sedova2026-olcf-ai-coding-agents","the authors state that the amount of work that must be verified grows with AI reliability, faithfulness and reproducibility problems and ""in the case of HPC production workflows, can become unmanageable"", that the file volume from even a short agent session ""can rapidly become overwhelming for human verification"", that language models produce coherent plausible explanations which ""can lead to over confidence in their methods, summaries and outputs"", that the results are platform-specific, and that faithful evidence and provenance requirements ""are currently out of the scope of state-of-the-art tools""","doi:10.20944/preprints202608.1323.v1","",""
"c207","02_tango/v0.1","author-limitation","NL2FOAM","the authors state that while the method performs well for incompressible benchmarks, limitations remain for more complex simulations, and name multiphase flows, compressible flows and heat transfer as future work; failure analysis found most errors in turbulence simulations, caused by divergence from unreasonable parameter values such as dissipation rates set orders of magnitude too high","doi:10.1016/j.taml.2025.100594","",""
"c208","02_tango/v0.1","author-limitation","OptMetaOpenFOAM","there is no limitations section; the only limitation stated in the authors own terms is that the propagation distance is confined between 0 and 0.0707 by the physics of the case, so ""owing to these inherent bounds, the fitted response surface is not perfect""","doi:10.1016/j.taml.2026.100660","",""
"c209","02_tango/v0.1","author-limitation","OASiS","the repository documents failures per test rather than a limitations section: deal.II test 3 needed five iterations for correct C++ and hit six API and mesh incompatibilities, the 4C test first produced a silently failing variable resolution with velocities thirty times too low and an MPI_ABORT that swallowed error messages, FEBio is listed as unavailable because it needs a binary, and contributors are warned off benchmark-specific parameter databases and model-specific templates as fine-tuning","doi:10.5281/zenodo.20543501","",""
"c210","02_tango/v0.1","author-limitation","M.A.R.V.I.N.","the authors state that the ESPEI assessment is ongoing, that the conductivity estimate ""is a calibrated consistency check rather than a blind prediction"", that the atmosphere diagram is a ternary proxy rather than a full multicomponent garnet calculation, that the Nernst-Einstein model is a dilute-solution approximation applied outside its strict domain of validity to a system with around 40% octahedral vacancies, that the kawin precipitation module ""cannot be exercised for LLZO"", and that equilibrium phase stability is ""a necessary but not sufficient condition for synthesis prediction""","doi:10.5281/zenodo.19835550","",""
"c211","02_tango/v0.1","author-limitation","CFDLLMBench","the authors state that establishing appropriate human references ""is non-trivial because performance depends strongly on the evaluator's domain knowledge and experience"", that formal human baselines remain future work, that ""the lack of spatial reasoning capabilities in LLMs appears to produce an incorrect geometry and mesh"" and that geometry understanding ""is a major area in need of improvement"", and that models ""often fail to fully understand the prompts and lack domain-specific reasoning""","doi:10.48550/arxiv.2509.20374","",""
"c212","02_tango/v0.1","author-limitation","ChatCFD","the authors state that language models ""excel at high-level linguistic narration but consistently struggle to enforce the complete chain of physical constraints within the generated executable code"", that ""reflections beyond 75% of the limit (approximately 22 iterations) often fail to resolve remaining errors"", that all agents show lower success rates in combustion and multiphase flow, that DeepSeek-R1 hallucinations such as spurious Markdown formatting persist despite prompt engineering and structured outputs, and that mesh support is limited to Fluent meshes and existing polyMesh directories","doi:10.1002/aidi.202500174","",""
"c213","02_tango/v0.1","author-limitation","URSA LAMMPS agent","the authors state that the agent could not reproduce the generalized stacking fault energy calculation from a minimal prompt, that the thermal-expansion run covered only part of the temperature range because the range was not specified in the prompt, that a melting-temperature discrepancy was attributable to ""the lack of the LLM's knowledge about the two-phase method"", and that protocols ""can vary substantially across agentic frameworks, even when pursuing the same scientific objective"", underscoring the need for benchmarks evaluating both predictions and workflows","doi:10.48550/arxiv.2607.22596","",""
"c214","02_tango/v0.1","author-limitation","NeuroClaw","the authors state the work ""does not claim state-of-the-art performance or present exhaustive cross-system leaderboards"", that they ""do not evaluate model quality for clinical outcomes or make regulatory claims"", that the tasks ""represent only a subset of real-world neuroimaging complexity"", that the protocol ""may underestimate the effect of skill usage in real deployments"", and that cautious reasoning ""can be partially penalized by the judge as extraneous to the narrow task requirement"", so the gains ""should therefore be interpreted conservatively""","arxiv:2604.24696","",""
"c215","02_tango/v0.1","author-limitation","CatDT","the authors state that predicted propylene selectivity ""underestimates experiment because the multi-path KMC is not yet coupled to UniMech's Sabatier gating, an integration left to follow-on work"", that residual barrier offsets are ""a residual attributable to the UMA-DFT methodological difference"", that a kinetic dissection and synthesis-feasibility assessment of the leading candidates ""lies outside the scope of the present infrastructure paper"", and that machine-learned-potential backends still require separate training per target system","arxiv:2606.05050","",""
